Heroe 1,Heroe 2,Resultado Comics,Resultado Peliculas,Ganador
Envy,Baron Zemo,0,2,0
Envy,Black Bolt (Earth 838),2,2,2
Envy,Black Bolt,1,0,0
Envy,Black Panther,1,1,1
Envy,Black Panther,1,0,0
Envy,Black Widow,2,1,0
Envy,Black Widow,1,2,0
Envy,Bucky Barnes,1,1,1
Envy,Bullseye,1,2,0
Envy,Captain America,1,1,1
Envy,Captain America (Worthy),2,1,0
Envy,Captain Carter (Earth 838),1,1,1
Envy,Captain Marvel,1,0,0
Envy,Chitauri Footsoldier,1,2,0
Envy,Corvus Glaive,1,0,0
Envy,Crossbones,2,0,0
Envy,Cull Obsidian,1,2,0
Envy,Dar-Benn,2,2,2
Envy,Daredevil,1,2,0
Envy,Deathlok,1,1,1
Envy,Destroyer,2,1,0
Envy,Doctor Strange,1,2,0
Envy,Dormammu,2,2,2
Envy,Drax The Destroyer,2,1,0
Envy,Ebony Maw,0,1,0
Envy,Echo,0,1,0
Envy,Ego,2,1,0
Envy,Elektra,1,2,0
Envy,Eternity,1,1,1
Envy,Falcon,0,1,0
Envy,Fandral,0,1,0
Envy,Fat Thor,2,1,0
Envy,Fenris,1,0,0
Envy,Frigga,1,1,1
Envy,G'iah,2,2,2
Envy,Gamora,1,0,0
Envy,Gargantos,0,2,0
Envy,Ghost,2,2,2
Envy,Ghost Rider,0,1,0
Envy,Giant-Man,2,1,0
Envy,Gilgamesh,2,0,0
Envy,Gorr The God Butcher,1,2,0
Envy,Gravik,1,2,0
Envy,Groot,1,1,1
Envy,Hawkeye,1,2,0
Envy,Hawkeye,2,2,2
Envy,Heimdall,2,1,0
Envy,Hela,1,2,0
Envy,High Evolutionary,2,1,0
Envy,Hulk (Stark Gauntlet),2,2,2
Envy,Hulk,2,1,0
Envy,Ikaris,1,2,0
Envy,Iron Fist,1,1,1
Envy,Iron Man,1,2,0
Envy,Iron Man (Mk 1),2,1,0
Envy,Iron Man (Stark Gauntlet),1,2,0
Envy,Iron Man (Hulkbuster),2,0,0
Envy,Iron Monger,1,1,1
Envy,Iron Spider,1,1,1
Envy,Ironheart,1,0,0
Envy,Jemiah The Analyzer,2,2,2
Envy,Jessica Jones,0,2,0
Envy,Kaecilius,2,2,2
Envy,Kang the Conqueror,0,2,0
Envy,Killian,1,0,0
Envy,Killmonger,1,1,1
Envy,Kingo,1,2,0
Envy,Kingpin,1,2,0
Envy,Korath The Pursuer,1,2,0
Envy,Korg,0,1,0
Envy,Kro,1,1,1
Envy,Kurse,2,1,0
Envy,Kid Loki,2,1,0
Envy,Lady Loki,1,2,0
Envy,Leo Fitz,2,0,0
Envy,Leviathan,2,2,2
Envy,Loki,0,2,0
Envy,Loki (Mind Stone),2,2,2
Envy,Loki (Keeper Of The Multiverse),2,2,2
Envy,Loki (Variant L1130),0,0,0
Envy,Loki (King of Asgard),1,2,0
Envy,Luke Cage,2,1,0
Envy,M'baku,1,2,0
Envy,Makkari,0,1,0
Envy,Malekith (Reality Stone),1,1,1
Envy,Malekith,1,0,0
Envy,Mandarin,2,0,0
Envy,Mantis,2,2,2
Envy,Mighty Thor,2,2,2
Envy,MODOK,1,1,1
Envy,Moon Knight,1,1,1
Envy,Mr. Fantastic (Earth 838),1,2,0
Envy,Mr. Knight,1,1,1
Envy,Ms. America,1,2,0
Envy,Ms. Marvel,2,1,0
Envy,Mysterio,2,2,2
Envy,Namor,1,2,0
Envy,Nebula,2,1,0
Envy,Nick Fury,1,1,1
Envy,Nomad,1,2,0
Envy,Odin,2,2,2
Envy,Okoye,1,2,0
Envy,Outrider,2,2,2
Envy,Pepper Potts (Extremis),2,1,0
Envy,Phastos,1,1,1
Envy,Photon,2,0,0
Envy,Proxima Midnight,1,2,0
Envy,Quake,1,1,1
Envy,Quicksilver,1,2,0
Envy,Red Guardian,1,2,0
Envy,Red Skull (Stonekeeper),2,2,2
Envy,Red Skull,1,0,0
Envy,Rescue,2,1,0
Envy,Rocket Raccoon,2,2,2
Envy,Ronan The Accuser (Power Stone),1,1,1
Envy,Ronan The Accuser,2,2,2
Envy,Ronin,1,2,0
Envy,Scarlet Witch,1,1,1
Envy,Sersi (uni-mind),1,1,1
Envy,Sersi,1,1,1
Envy,Shang-Chi,0,2,0
Envy,She-Hulk,2,1,0
Envy,Shuri,1,2,0
Envy,Sif,1,2,0
Envy,Sinister Strange,2,1,0
Envy,Smart Hulk,2,2,2
Envy,Spectral Vision,2,2,2
Envy,Spider-Man,1,2,0
Envy,Star-Lord (Celestial Power),2,1,0
Envy,Star-Lord,2,1,0
Envy,Stature,2,1,0
Envy,Surtur,2,1,0
Envy,Swole Groot,1,1,1
Envy,Talos The Untamed,0,2,0
Envy,Taskmaster,1,1,1
Envy,Teenage Groot,1,2,0
Envy,Thanos,2,2,2
Envy,Thanos (Infinity Gauntlet),1,1,1
Envy,The Collector,2,1,0
Envy,The Executioner,2,2,2
Envy,The Grandmaster,1,2,0
Envy,The Great Protector,1,0,0
Envy,The Punisher,2,2,2
Envy,Thena,2,1,0
Envy,Thor (Pre-Ragnarok),1,2,0
Envy,Thor (Awakened),1,1,1
Envy,Thor,1,1,1
Envy,Ultron,2,1,0
Envy,Unworthy Thor,1,2,0
Envy,Valkyrie,2,2,2
Envy,Vision,0,1,0
Envy,Vulture,0,1,0
Envy,Wanda Maximoff (Pre-WandaVision),1,1,1
Envy,War Machine,1,1,1
Envy,Warlock,1,1,1
Envy,Wasp,1,1,1
Envy,Whiplash,1,0,0
Envy,Whiplash (Mark II),1,1,1
Envy,White Wolf,1,2,0
Envy,Winter Soldier,2,2,2
Envy,Wolverine,1,2,0
Envy,Wong,1,2,0
Envy,YellowJacket,2,1,0
Envy,Yondu,2,1,0
Envy,Zeus,1,2,0
Faora,Freddy Freeman,2,2,2
Faora,General Zod,2,1,0
Faora,Gluttony,2,1,0
Faora,Green Lantern,0,2,0
Faora,Harley Quinn,2,2,2
Faora,Hawkman,0,2,0
Faora,Hespera,2,2,2
Faora,Huntress,2,1,0
Faora,Incubus,1,1,1
Faora,Joker,2,2,2
Faora,Jor-El,0,1,0
Faora,Judomaster,2,1,0
Faora,Karathen,1,2,0
Faora,Katana,1,1,1
Faora,Killer Croc,1,2,0
Faora,King Nereus,2,1,0
Faora,King Shark,0,2,0
Faora,Lex Luthor,1,2,0
Faora,Lust,1,1,1
Faora,Mera,2,1,0
Faora,Mister Zsasz,1,1,1
Faora,Nam-Ek,1,1,1
Faora,Nuidis Vulko,1,1,1
Faora,Ocean Master,1,1,1
Faora,Parademon,1,2,0
Faora,Peacemaker,1,2,0
Faora,Penthesileia,2,1,0
Faora,Philippus,1,0,0
Faora,Polka-Dot Man,1,0,0
Faora,Queen Atlanna,1,2,0
Faora,Queen Hippolyta,2,1,0
Faora,Ratcatcher,2,0,0
Faora,Rick Flag,2,1,0
Faora,Sabbac,1,2,0
Faora,Savant,0,2,0
Faora,Shazam,1,2,0
Faora,Slipknot,1,1,1
Faora,Sol Soria,1,0,0
Faora,Starro,2,0,0
Faora,Steppenwolf,2,2,2
Faora,Supergirl,2,1,0
Faora,Superman,1,1,1
Faora,T.D.K.,2,1,0
Faora,The Flash,1,2,0
Faora,Vigilante,0,1,0
Faora,White Dragon,2,1,0
Faora,Wonder Woman (Armor of Asteria),0,2,0
Faora,Wrath,1,1,1
Faora,Zeus,1,2,0
Faora,Agatha Harkness,2,1,0
Faora,Abomination,2,2,2
Faora,Ajak,1,1,1
Faora,Ancient One (time stone),2,1,0
Faora,Ancient One,1,2,0
Faora,Ant-Man,1,1,1
Faora,Arishem The Judge,2,2,2
Faora,Ayo,2,2,2
Faora,Baby Groot,2,2,2
Faora,Baron Mordo,1,0,0
Faora,Baron Zemo,2,2,2
Faora,Black Bolt (Earth 838),2,2,2
Faora,Black Bolt,2,2,2
Faora,Black Panther,1,1,1
Faora,Black Panther,2,2,2
Faora,Black Widow,2,1,0
Faora,Black Widow,1,1,1
Faora,Bucky Barnes,1,2,0
Faora,Bullseye,1,2,0
Faora,Captain America,2,1,0
Faora,Captain America (Worthy),2,2,2
Faora,Captain Carter (Earth 838),2,0,0
Faora,Captain Marvel,2,0,0
Faora,Chitauri Footsoldier,1,2,0
Faora,Corvus Glaive,0,1,0
Faora,Crossbones,1,2,0
Faora,Cull Obsidian,1,2,0
Faora,Dar-Benn,1,1,1
Faora,Daredevil,1,2,0
Faora,Deathlok,1,0,0
Faora,Destroyer,1,1,1
Faora,Doctor Strange,1,2,0
Faora,Dormammu,1,2,0
Faora,Drax The Destroyer,1,1,1
Faora,Ebony Maw,2,1,0
Faora,Echo,2,1,0
Faora,Ego,2,1,0
Faora,Elektra,1,2,0
Faora,Eternity,2,0,0
Faora,Falcon,2,1,0
Faora,Fandral,2,2,2
Faora,Fat Thor,1,1,1
Faora,Fenris,2,1,0
Faora,Frigga,2,2,2
Faora,G'iah,2,1,0
Faora,Gamora,2,2,2
Faora,Gargantos,1,1,1
Faora,Ghost,1,1,1
Faora,Ghost Rider,0,1,0
Faora,Giant-Man,2,1,0
Faora,Gilgamesh,0,1,0
Faora,Gorr The God Butcher,1,1,1
Faora,Gravik,1,1,1
Faora,Groot,1,1,1
Faora,Hawkeye,1,1,1
Faora,Hawkeye,2,2,2
Faora,Heimdall,2,2,2
Faora,Hela,1,2,0
Faora,High Evolutionary,1,2,0
Faora,Hulk (Stark Gauntlet),1,1,1
Faora,Hulk,2,2,2
Faora,Ikaris,1,2,0
Faora,Iron Fist,1,0,0
Faora,Iron Man,1,1,1
Faora,Iron Man (Mk 1),2,1,0
Faora,Iron Man (Stark Gauntlet),2,1,0
Faora,Iron Man (Hulkbuster),2,1,0
Faora,Iron Monger,2,2,2
Faora,Iron Spider,0,2,0
Faora,Ironheart,1,1,1
Faora,Jemiah The Analyzer,0,2,0
Faora,Jessica Jones,1,1,1
Faora,Kaecilius,1,2,0
Faora,Kang the Conqueror,1,2,0
Faora,Killian,1,2,0
Faora,Killmonger,2,2,2
Faora,Kingo,2,1,0
Faora,Kingpin,2,1,0
Faora,Korath The Pursuer,2,2,2
Faora,Korg,1,2,0
Faora,Kro,2,2,2
Faora,Kurse,1,2,0
Faora,Kid Loki,2,2,2
Faora,Lady Loki,1,2,0
Faora,Leo Fitz,2,2,2
Faora,Leviathan,1,1,1
Faora,Loki,1,1,1
Faora,Loki (Mind Stone),2,2,2
Faora,Loki (Keeper Of The Multiverse),0,1,0
Faora,Loki (Variant L1130),2,2,2
Faora,Loki (King of Asgard),2,0,0
Faora,Luke Cage,2,1,0
Faora,M'baku,2,2,2
Faora,Makkari,2,0,0
Faora,Malekith (Reality Stone),0,1,0
Faora,Malekith,2,1,0
Faora,Mandarin,2,2,2
Faora,Mantis,2,2,2
Faora,Mighty Thor,1,2,0
Faora,MODOK,2,1,0
Faora,Moon Knight,2,2,2
Faora,Mr. Fantastic (Earth 838),2,1,0
Faora,Mr. Knight,1,1,1
Faora,Ms. America,0,1,0
Faora,Ms. Marvel,1,0,0
Faora,Mysterio,2,1,0
Faora,Namor,2,1,0
Faora,Nebula,1,1,1
Faora,Nick Fury,0,2,0
Faora,Nomad,1,1,1
Faora,Odin,1,2,0
Faora,Okoye,2,2,2
Faora,Outrider,2,1,0
Faora,Pepper Potts (Extremis),1,1,1
Faora,Phastos,1,2,0
Faora,Photon,0,2,0
Faora,Proxima Midnight,2,2,2
Faora,Quake,1,2,0
Faora,Quicksilver,1,0,0
Faora,Red Guardian,1,1,1
Faora,Red Skull (Stonekeeper),2,2,2
Faora,Red Skull,2,2,2
Faora,Rescue,2,2,2
Faora,Rocket Raccoon,1,2,0
Faora,Ronan The Accuser (Power Stone),1,0,0
Faora,Ronan The Accuser,1,2,0
Faora,Ronin,2,2,2
Faora,Scarlet Witch,0,1,0
Faora,Sersi (uni-mind),2,1,0
Faora,Sersi,2,1,0
Faora,Shang-Chi,2,2,2
Faora,She-Hulk,1,1,1
Faora,Shuri,1,1,1
Faora,Sif,0,1,0
Faora,Sinister Strange,2,1,0
Faora,Smart Hulk,2,1,0
Faora,Spectral Vision,1,2,0
Faora,Spider-Man,1,2,0
Faora,Star-Lord (Celestial Power),2,2,2
Faora,Star-Lord,2,2,2
Faora,Stature,1,2,0
Faora,Surtur,2,2,2
Faora,Swole Groot,1,1,1
Faora,Talos The Untamed,1,1,1
Faora,Taskmaster,2,1,0
Faora,Teenage Groot,2,2,2
Faora,Thanos,2,2,2
Faora,Thanos (Infinity Gauntlet),0,2,0
Faora,The Collector,2,2,2
Faora,The Executioner,1,2,0
Faora,The Grandmaster,1,2,0
Faora,The Great Protector,1,1,1
Faora,The Punisher,0,2,0
Faora,Thena,2,2,2
Faora,Thor (Pre-Ragnarok),2,2,2
Faora,Thor (Awakened),1,1,1
Faora,Thor,1,2,0
Faora,Ultron,1,1,1
Faora,Unworthy Thor,0,2,0
Faora,Valkyrie,2,2,2
Faora,Vision,2,1,0
Faora,Vulture,0,1,0
Faora,Wanda Maximoff (Pre-WandaVision),0,2,0
Faora,War Machine,2,2,2
Faora,Warlock,2,2,2
Faora,Wasp,1,2,0
Faora,Whiplash,1,2,0
Faora,Whiplash (Mark II),2,1,0
Faora,White Wolf,1,2,0
Faora,Winter Soldier,0,2,0
Faora,Wolverine,2,2,2
Faora,Wong,2,1,0
Faora,YellowJacket,2,1,0
Faora,Yondu,2,1,0
Faora,Zeus,2,2,2
Freddy Freeman,General Zod,1,1,1
Freddy Freeman,Gluttony,1,1,1
Freddy Freeman,Green Lantern,1,0,0
Freddy Freeman,Harley Quinn,1,0,0
Freddy Freeman,Hawkman,2,2,2
Freddy Freeman,Hespera,2,2,2
Freddy Freeman,Huntress,2,2,2
Freddy Freeman,Incubus,2,1,0
Freddy Freeman,Joker,1,1,1
Freddy Freeman,Jor-El,1,2,0
Freddy Freeman,Judomaster,2,1,0
Freddy Freeman,Karathen,2,2,2
Freddy Freeman,Katana,2,1,0
Freddy Freeman,Killer Croc,2,1,0
Freddy Freeman,King Nereus,2,1,0
Freddy Freeman,King Shark,2,2,2
Freddy Freeman,Lex Luthor,0,1,0
Freddy Freeman,Lust,2,2,2
Freddy Freeman,Mera,2,2,2
Freddy Freeman,Mister Zsasz,1,1,1
Freddy Freeman,Nam-Ek,2,1,0
Freddy Freeman,Nuidis Vulko,1,2,0
Freddy Freeman,Ocean Master,2,1,0
Freddy Freeman,Parademon,0,2,0
Freddy Freeman,Peacemaker,2,2,2
Freddy Freeman,Penthesileia,1,1,1
Freddy Freeman,Philippus,2,1,0
Freddy Freeman,Polka-Dot Man,1,1,1
Freddy Freeman,Queen Atlanna,1,1,1
Freddy Freeman,Queen Hippolyta,1,1,1
Freddy Freeman,Ratcatcher,2,2,2
Freddy Freeman,Rick Flag,1,2,0
Freddy Freeman,Sabbac,1,2,0
Freddy Freeman,Savant,2,2,2
Freddy Freeman,Shazam,1,1,1
Freddy Freeman,Slipknot,2,1,0
Freddy Freeman,Sol Soria,1,1,1
Freddy Freeman,Starro,2,1,0
Freddy Freeman,Steppenwolf,1,1,1
Freddy Freeman,Supergirl,1,1,1
Freddy Freeman,Superman,2,2,2
Freddy Freeman,T.D.K.,2,2,2
Freddy Freeman,The Flash,2,1,0
Freddy Freeman,Vigilante,1,2,0
Freddy Freeman,White Dragon,1,2,0
Freddy Freeman,Wonder Woman (Armor of Asteria),1,1,1
Freddy Freeman,Wrath,2,1,0
Freddy Freeman,Zeus,1,2,0
Freddy Freeman,Agatha Harkness,1,2,0
Freddy Freeman,Abomination,1,2,0
Freddy Freeman,Ajak,2,1,0
Freddy Freeman,Ancient One (time stone),1,1,1
Freddy Freeman,Ancient One,2,1,0
Freddy Freeman,Ant-Man,1,2,0
Freddy Freeman,Arishem The Judge,2,1,0
Freddy Freeman,Ayo,1,0,0
Freddy Freeman,Baby Groot,2,1,0
Freddy Freeman,Baron Mordo,2,1,0
Freddy Freeman,Baron Zemo,1,1,1
Freddy Freeman,Black Bolt (Earth 838),2,2,2
Freddy Freeman,Black Bolt,1,1,1
Freddy Freeman,Black Panther,2,1,0
Freddy Freeman,Black Panther,2,0,0
Freddy Freeman,Black Widow,1,2,0
Freddy Freeman,Black Widow,1,1,1
Freddy Freeman,Bucky Barnes,1,1,1
Freddy Freeman,Bullseye,0,2,0
Freddy Freeman,Captain America,1,1,1
Freddy Freeman,Captain America (Worthy),1,1,1
Freddy Freeman,Captain Carter (Earth 838),1,2,0
Freddy Freeman,Captain Marvel,2,1,0
Freddy Freeman,Chitauri Footsoldier,1,1,1
Freddy Freeman,Corvus Glaive,1,2,0
Freddy Freeman,Crossbones,2,2,2
Freddy Freeman,Cull Obsidian,1,2,0
Freddy Freeman,Dar-Benn,0,1,0
Freddy Freeman,Daredevil,1,1,1
Freddy Freeman,Deathlok,2,2,2
Freddy Freeman,Destroyer,2,1,0
Freddy Freeman,Doctor Strange,1,1,1
Freddy Freeman,Dormammu,2,2,2
Freddy Freeman,Drax The Destroyer,1,1,1
Freddy Freeman,Ebony Maw,2,2,2
Freddy Freeman,Echo,2,1,0
Freddy Freeman,Ego,2,1,0
Freddy Freeman,Elektra,1,2,0
Freddy Freeman,Eternity,0,1,0
Freddy Freeman,Falcon,1,2,0
Freddy Freeman,Fandral,2,1,0
Freddy Freeman,Fat Thor,2,1,0
Freddy Freeman,Fenris,2,0,0
Freddy Freeman,Frigga,2,1,0
Freddy Freeman,G'iah,1,2,0
Freddy Freeman,Gamora,2,2,2
Freddy Freeman,Gargantos,2,2,2
Freddy Freeman,Ghost,2,2,2
Freddy Freeman,Ghost Rider,2,2,2
Freddy Freeman,Giant-Man,2,1,0
Freddy Freeman,Gilgamesh,1,1,1
Freddy Freeman,Gorr The God Butcher,2,2,2
Freddy Freeman,Gravik,1,1,1
Freddy Freeman,Groot,2,1,0
Freddy Freeman,Hawkeye,2,2,2
Freddy Freeman,Hawkeye,1,1,1
Freddy Freeman,Heimdall,2,1,0
Freddy Freeman,Hela,1,1,1
Freddy Freeman,High Evolutionary,1,2,0
Freddy Freeman,Hulk (Stark Gauntlet),1,1,1
Freddy Freeman,Hulk,2,1,0
Freddy Freeman,Ikaris,2,1,0
Freddy Freeman,Iron Fist,2,1,0
Freddy Freeman,Iron Man,1,1,1
Freddy Freeman,Iron Man (Mk 1),2,2,2
Freddy Freeman,Iron Man (Stark Gauntlet),2,1,0
Freddy Freeman,Iron Man (Hulkbuster),1,2,0
Freddy Freeman,Iron Monger,0,2,0
Freddy Freeman,Iron Spider,1,1,1
Freddy Freeman,Ironheart,2,1,0
Freddy Freeman,Jemiah The Analyzer,2,1,0
Freddy Freeman,Jessica Jones,2,2,2
Freddy Freeman,Kaecilius,1,1,1
Freddy Freeman,Kang the Conqueror,2,0,0
Freddy Freeman,Killian,0,0,0
Freddy Freeman,Killmonger,1,1,1
Freddy Freeman,Kingo,2,1,0
Freddy Freeman,Kingpin,1,2,0
Freddy Freeman,Korath The Pursuer,2,1,0
Freddy Freeman,Korg,1,1,1
Freddy Freeman,Kro,2,2,2
Freddy Freeman,Kurse,1,2,0
Freddy Freeman,Kid Loki,2,1,0
Freddy Freeman,Lady Loki,1,1,1
Freddy Freeman,Leo Fitz,0,1,0
Freddy Freeman,Leviathan,2,1,0
Freddy Freeman,Loki,1,1,1
Freddy Freeman,Loki (Mind Stone),2,1,0
Freddy Freeman,Loki (Keeper Of The Multiverse),2,1,0
Freddy Freeman,Loki (Variant L1130),1,2,0
Freddy Freeman,Loki (King of Asgard),1,0,0
Freddy Freeman,Luke Cage,2,1,0
Freddy Freeman,M'baku,2,2,2
Freddy Freeman,Makkari,2,2,2
Freddy Freeman,Malekith (Reality Stone),1,1,1
Freddy Freeman,Malekith,2,1,0
Freddy Freeman,Mandarin,1,2,0
Freddy Freeman,Mantis,2,0,0
Freddy Freeman,Mighty Thor,2,2,2
Freddy Freeman,MODOK,1,2,0
Freddy Freeman,Moon Knight,1,0,0
Freddy Freeman,Mr. Fantastic (Earth 838),1,2,0
Freddy Freeman,Mr. Knight,1,2,0
Freddy Freeman,Ms. America,2,2,2
Freddy Freeman,Ms. Marvel,1,1,1
Freddy Freeman,Mysterio,0,2,0
Freddy Freeman,Namor,1,2,0
Freddy Freeman,Nebula,2,2,2
Freddy Freeman,Nick Fury,2,2,2
Freddy Freeman,Nomad,1,0,0
Freddy Freeman,Odin,1,1,1
Freddy Freeman,Okoye,2,0,0
Freddy Freeman,Outrider,2,1,0
Freddy Freeman,Pepper Potts (Extremis),1,0,0
Freddy Freeman,Phastos,0,1,0
Freddy Freeman,Photon,0,1,0
Freddy Freeman,Proxima Midnight,1,2,0
Freddy Freeman,Quake,2,2,2
Freddy Freeman,Quicksilver,2,2,2
Freddy Freeman,Red Guardian,1,1,1
Freddy Freeman,Red Skull (Stonekeeper),2,1,0
Freddy Freeman,Red Skull,1,1,1
Freddy Freeman,Rescue,2,2,2
Freddy Freeman,Rocket Raccoon,2,2,2
Freddy Freeman,Ronan The Accuser (Power Stone),1,0,0
Freddy Freeman,Ronan The Accuser,1,2,0
Freddy Freeman,Ronin,2,2,2
Freddy Freeman,Scarlet Witch,0,2,0
Freddy Freeman,Sersi (uni-mind),1,1,1
Freddy Freeman,Sersi,1,1,1
Freddy Freeman,Shang-Chi,2,1,0
Freddy Freeman,She-Hulk,1,1,1
Freddy Freeman,Shuri,2,1,0
Freddy Freeman,Sif,1,1,1
Freddy Freeman,Sinister Strange,2,1,0
Freddy Freeman,Smart Hulk,2,0,0
Freddy Freeman,Spectral Vision,2,1,0
Freddy Freeman,Spider-Man,1,1,1
Freddy Freeman,Star-Lord (Celestial Power),2,1,0
Freddy Freeman,Star-Lord,2,1,0
Freddy Freeman,Stature,1,2,0
Freddy Freeman,Surtur,1,2,0
Freddy Freeman,Swole Groot,0,1,0
Freddy Freeman,Talos The Untamed,0,1,0
Freddy Freeman,Taskmaster,2,2,2
Freddy Freeman,Teenage Groot,1,2,0
Freddy Freeman,Thanos,1,1,1
Freddy Freeman,Thanos (Infinity Gauntlet),2,2,2
Freddy Freeman,The Collector,1,1,1
Freddy Freeman,The Executioner,1,2,0
Freddy Freeman,The Grandmaster,1,2,0
Freddy Freeman,The Great Protector,2,1,0
Freddy Freeman,The Punisher,2,2,2
Freddy Freeman,Thena,2,1,0
Freddy Freeman,Thor (Pre-Ragnarok),1,1,1
Freddy Freeman,Thor (Awakened),2,1,0
Freddy Freeman,Thor,1,2,0
Freddy Freeman,Ultron,0,0,0
Freddy Freeman,Unworthy Thor,0,2,0
Freddy Freeman,Valkyrie,2,2,2
Freddy Freeman,Vision,1,1,1
Freddy Freeman,Vulture,1,1,1
Freddy Freeman,Wanda Maximoff (Pre-WandaVision),0,1,0
Freddy Freeman,War Machine,1,2,0
Freddy Freeman,Warlock,2,2,2
Freddy Freeman,Wasp,1,1,1
Freddy Freeman,Whiplash,2,2,2
Freddy Freeman,Whiplash (Mark II),1,1,1
Freddy Freeman,White Wolf,2,1,0
Freddy Freeman,Winter Soldier,2,1,0
Freddy Freeman,Wolverine,1,2,0
Freddy Freeman,Wong,1,2,0
Freddy Freeman,YellowJacket,2,2,2
Freddy Freeman,Yondu,2,1,0
Freddy Freeman,Zeus,1,2,0
General Zod,Gluttony,1,0,0
General Zod,Green Lantern,2,1,0
General Zod,Harley Quinn,2,1,0
General Zod,Hawkman,1,1,1
General Zod,Hespera,1,2,0
General Zod,Huntress,1,1,1
General Zod,Incubus,2,2,2
General Zod,Joker,1,1,1
General Zod,Jor-El,2,1,0
General Zod,Judomaster,1,1,1
General Zod,Karathen,1,1,1
General Zod,Katana,2,2,2
General Zod,Killer Croc,2,1,0
General Zod,King Nereus,2,2,2
General Zod,King Shark,1,1,1
General Zod,Lex Luthor,2,1,0
General Zod,Lust,2,1,0
General Zod,Mera,1,2,0
General Zod,Mister Zsasz,1,0,0
General Zod,Nam-Ek,1,2,0
General Zod,Nuidis Vulko,1,1,1
General Zod,Ocean Master,2,1,0
General Zod,Parademon,1,2,0
General Zod,Peacemaker,2,1,0
General Zod,Penthesileia,1,0,0
General Zod,Philippus,2,2,2
General Zod,Polka-Dot Man,1,1,1
General Zod,Queen Atlanna,1,1,1
General Zod,Queen Hippolyta,1,1,1
General Zod,Ratcatcher,0,0,0
General Zod,Rick Flag,2,1,0
General Zod,Sabbac,1,1,1
General Zod,Savant,2,2,2
General Zod,Shazam,1,1,1
General Zod,Slipknot,1,2,0
General Zod,Sol Soria,1,1,1
General Zod,Starro,2,0,0
General Zod,Steppenwolf,2,1,0
General Zod,Supergirl,1,2,0
General Zod,Superman,1,2,0
General Zod,T.D.K.,0,1,0
General Zod,The Flash,2,0,0
General Zod,Vigilante,2,2,2
General Zod,White Dragon,1,2,0
General Zod,Wonder Woman (Armor of Asteria),2,2,2
General Zod,Wrath,1,1,1
General Zod,Zeus,2,2,2
General Zod,Agatha Harkness,1,2,0
General Zod,Abomination,2,1,0
General Zod,Ajak,1,1,1
General Zod,Ancient One (time stone),2,1,0
General Zod,Ancient One,2,1,0
General Zod,Ant-Man,2,2,2
General Zod,Arishem The Judge,2,2,2
General Zod,Ayo,2,1,0
General Zod,Baby Groot,0,1,0
General Zod,Baron Mordo,1,2,0
General Zod,Baron Zemo,1,1,1
General Zod,Black Bolt (Earth 838),2,1,0
General Zod,Black Bolt,1,1,1
General Zod,Black Panther,2,1,0
General Zod,Black Panther,2,0,0
General Zod,Black Widow,1,2,0
General Zod,Black Widow,1,0,0
General Zod,Bucky Barnes,1,2,0
General Zod,Bullseye,1,2,0
General Zod,Captain America,1,2,0
General Zod,Captain America (Worthy),0,1,0
General Zod,Captain Carter (Earth 838),2,1,0
General Zod,Captain Marvel,2,2,2
General Zod,Chitauri Footsoldier,1,2,0
General Zod,Corvus Glaive,1,1,1
General Zod,Crossbones,0,1,0
General Zod,Cull Obsidian,2,1,0
General Zod,Dar-Benn,2,1,0
General Zod,Daredevil,1,1,1
General Zod,Deathlok,1,2,0
General Zod,Destroyer,2,1,0
General Zod,Doctor Strange,2,1,0
General Zod,Dormammu,0,2,0
General Zod,Drax The Destroyer,2,1,0
General Zod,Ebony Maw,1,2,0
General Zod,Echo,1,0,0
General Zod,Ego,2,2,2
General Zod,Elektra,2,1,0
General Zod,Eternity,1,2,0
General Zod,Falcon,2,1,0
General Zod,Fandral,1,1,1
General Zod,Fat Thor,2,1,0
General Zod,Fenris,1,1,1
General Zod,Frigga,2,1,0
General Zod,G'iah,2,2,2
General Zod,Gamora,0,1,0
General Zod,Gargantos,2,2,2
General Zod,Ghost,2,1,0
General Zod,Ghost Rider,2,2,2
General Zod,Giant-Man,1,1,1
General Zod,Gilgamesh,2,2,2
General Zod,Gorr The God Butcher,2,1,0
General Zod,Gravik,1,1,1
General Zod,Groot,2,1,0
General Zod,Hawkeye,0,2,0
General Zod,Hawkeye,1,2,0
General Zod,Heimdall,1,2,0
General Zod,Hela,2,0,0
General Zod,High Evolutionary,2,2,2
General Zod,Hulk (Stark Gauntlet),0,2,0
General Zod,Hulk,2,1,0
General Zod,Ikaris,0,0,0
General Zod,Iron Fist,1,2,0
General Zod,Iron Man,0,1,0
General Zod,Iron Man (Mk 1),2,2,2
General Zod,Iron Man (Stark Gauntlet),2,1,0
General Zod,Iron Man (Hulkbuster),2,2,2
General Zod,Iron Monger,2,2,2
General Zod,Iron Spider,0,2,0
General Zod,Ironheart,1,1,1
General Zod,Jemiah The Analyzer,1,1,1
General Zod,Jessica Jones,1,2,0
General Zod,Kaecilius,0,2,0
General Zod,Kang the Conqueror,2,2,2
General Zod,Killian,1,1,1
General Zod,Killmonger,2,1,0
General Zod,Kingo,1,1,1
General Zod,Kingpin,1,1,1
General Zod,Korath The Pursuer,2,2,2
General Zod,Korg,1,2,0
General Zod,Kro,2,0,0
General Zod,Kurse,2,2,2
