Heroe_1,Heroe_2,universo_1,Intelligence_1,Strength_1,Speed_1,Durability_1,Power_1,Combat_1,Tier_1,Tier2_1,universo_2,Intelligence_2,Strength_2,Speed_2,Durability_2,Power_2,Combat_2,Tier_2,Tier2_2,Resultado_x
Black Mask,General Zod,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,70,100,50,40,75,85,3,,2
Black Mask,Gluttony,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Black Mask,Green Lantern,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,75,25,40,65,70,3,,2
Black Mask,Harley Quinn,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,5,8,10,10,80,1,,2
Black Mask,Hawkman,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,30,25,25,50,80,2,,2
Black Mask,Hespera,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,0,0,0,0,0,0,0,,1
Black Mask,Huntress,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,50,1,1,5,5,50,1,,2
Black Mask,Incubus,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,30,6,30,50,30,2,,2
Black Mask,Joker,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,1,7,5,10,45,1,,2
Black Mask,Jor-El,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,80,1,6,10,10,80,1,,2
Black Mask,Judomaster,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,1,6,15,10,100,1,,2
Black Mask,Karathen,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,75,95,25,50,60,30,3,,2
Black Mask,Katana,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,1,7,9,15,80,1,,2
Black Mask,Killer Croc,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,45,25,14,20,30,40,1,,2
Black Mask,King Nereus,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,70,45,30,25,45,75,2,,2
Black Mask,King Shark,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,50,30,17,25,40,40,1,1+,2
Black Mask,Lex Luthor,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,80,1,1,5,1,15,1,,1
Black Mask,Lust,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Black Mask,Mera,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,30,25,30,45,70,2,,2
Black Mask,Mister Zsasz,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,50,1,1,5,5,30,0,,1
Black Mask,Nam-Ek,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,95,50,40,70,65,3,,2
Black Mask,Nuidis Vulko,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,30,25,20,40,90,1,,2
Black Mask,Ocean Master,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,55,30,35,50,90,3,,2
Black Mask,Parademon,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,25,17,10,20,60,1,,2
Black Mask,Peacemaker,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,5,7,15,20,80,1,,2
Black Mask,Penthesileia,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,65,50,35,50,95,2,,2
Black Mask,Philippus,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,75,50,35,35,75,2,,2
Black Mask,Polka-Dot Man,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,1,6,10,35,35,1,,2
Black Mask,Queen Atlanna,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,70,30,25,30,50,75,2,,2
Black Mask,Queen Hippolyta,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,85,30,25,30,40,100,2,,2
Black Mask,Ratcatcher,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,1,6,5,10,20,1,,0
Black Mask,Rick Flag,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,1,6,10,10,70,1,,2
Black Mask,Sabbac,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,70,100,50,45,75,70,3,,2
Black Mask,Savant,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,1,1,5,10,40,1,,2
Black Mask,Shazam,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Black Mask,Slipknot,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,45,1,1,5,5,30,0,,1
Black Mask,Sol Soria,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,55,1,1,5,5,40,0,,0
Black Mask,Starro,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,70,25,25,60,30,2,,2
Black Mask,Steppenwolf,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,90,90,25,45,65,100,3,,2
Black Mask,Supergirl,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,75,50,40,75,45,3,,2
Black Mask,Superman,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Black Mask,T.D.K.,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,50,1,6,10,30,40,1,,2
Black Mask,The Flash,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,80,25,100,30,85,40,5,,2
Black Mask,Vigilante,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,60,1,7,10,10,70,1,,2
Black Mask,White Dragon,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,13,25,10,20,40,1,,2
Black Mask,Wonder Woman,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,80,95,70,60,55,100,3,,2
Black Mask,Wrath,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Black Mask,Zeus,DC Extended Universe,60,1,6,5,5,30,0,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Bloodsport,Captain Boomerang,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,45,1,6,7,10,40,0,,1
Bloodsport,Cassandra Cain,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,45,1,1,1,1,30,0,,1
Bloodsport,Cheetah,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,50,14,15,30,65,1,,2
Bloodsport,Cyborg,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,40,30,35,65,50,2,,2
Bloodsport,Cyclone,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,1,25,15,50,40,1,,2
Bloodsport,Dark Flash,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,25,100,35,85,50,5,,2
Bloodsport,Darkseid,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,95,100,30,55,90,95,4,4,2
Bloodsport,Deadshot,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,1,6,7,17,45,1,0++,1
Bloodsport,Doctor Fate,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,85,75,60,45,85,70,3,3+,2
Bloodsport,Doctor Sivana,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,95,60,40,70,55,3,,2
Bloodsport,Doomsday,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,35,100,45,45,75,25,3,,2
Bloodsport,El Diablo,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,25,6,10,35,45,1,,1
Bloodsport,Enchantress,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,70,20,18,70,70,3,,2
Bloodsport,Envy,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Bloodsport,Faora,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,95,60,45,70,85,3,,2
Bloodsport,Freddy Freeman,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,0,0,0,0,0,0,0,,1
Bloodsport,General Zod,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,100,50,40,75,85,3,,2
Bloodsport,Gluttony,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Bloodsport,Green Lantern,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,75,25,40,65,70,3,,2
Bloodsport,Harley Quinn,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,5,8,10,10,80,1,,1
Bloodsport,Hawkman,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,30,25,25,50,80,2,,2
Bloodsport,Hespera,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,0,0,0,0,0,0,0,,1
Bloodsport,Huntress,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,50,1,1,5,5,50,1,,1
Bloodsport,Incubus,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,30,6,30,50,30,2,,2
Bloodsport,Joker,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,1,7,5,10,45,1,,1
Bloodsport,Jor-El,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,1,6,10,10,80,1,,1
Bloodsport,Judomaster,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,1,6,15,10,100,1,,1
Bloodsport,Karathen,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,75,95,25,50,60,30,3,,2
Bloodsport,Katana,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,1,7,9,15,80,1,,1
Bloodsport,Killer Croc,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,45,25,14,20,30,40,1,,1
Bloodsport,King Nereus,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,45,30,25,45,75,2,,2
Bloodsport,King Shark,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,50,30,17,25,40,40,1,1+,2
Bloodsport,Lex Luthor,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,1,1,5,1,15,1,,1
Bloodsport,Lust,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Bloodsport,Mera,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,30,25,30,45,70,2,,2
Bloodsport,Mister Zsasz,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,50,1,1,5,5,30,0,,1
Bloodsport,Nam-Ek,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,95,50,40,70,65,3,,2
Bloodsport,Nuidis Vulko,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,30,25,20,40,90,1,,2
Bloodsport,Ocean Master,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,55,30,35,50,90,3,,2
Bloodsport,Parademon,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,25,17,10,20,60,1,,1
Bloodsport,Peacemaker,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,5,7,15,20,80,1,,1
Bloodsport,Penthesileia,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,65,50,35,50,95,2,,2
Bloodsport,Philippus,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,75,50,35,35,75,2,,2
Bloodsport,Polka-Dot Man,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,1,6,10,35,35,1,,1
Bloodsport,Queen Atlanna,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,30,25,30,50,75,2,,2
Bloodsport,Queen Hippolyta,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,85,30,25,30,40,100,2,,2
Bloodsport,Ratcatcher,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,1,6,5,10,20,1,,1
Bloodsport,Rick Flag,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,1,6,10,10,70,1,,1
Bloodsport,Sabbac,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,70,100,50,45,75,70,3,,2
Bloodsport,Savant,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,1,1,5,10,40,1,,1
Bloodsport,Shazam,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Bloodsport,Slipknot,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,45,1,1,5,5,30,0,,1
Bloodsport,Sol Soria,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,55,1,1,5,5,40,0,,1
Bloodsport,Starro,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,70,25,25,60,30,2,,2
Bloodsport,Steppenwolf,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,90,90,25,45,65,100,3,,2
Bloodsport,Supergirl,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,75,50,40,75,45,3,,2
Bloodsport,Superman,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Bloodsport,T.D.K.,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,50,1,6,10,30,40,1,,1
Bloodsport,The Flash,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,25,100,30,85,40,5,,2
Bloodsport,Vigilante,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,60,1,7,10,10,70,1,,1
Bloodsport,White Dragon,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,13,25,10,20,40,1,,1
Bloodsport,Wonder Woman,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,80,95,70,60,55,100,3,,2
Bloodsport,Wrath,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,65,65,65,40,60,65,3,,2
Bloodsport,Zeus,DC Extended Universe,70,1,8,15,20,85,1,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Captain Boomerang,Cassandra Cain,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,45,1,1,1,1,30,0,,1
Captain Boomerang,Cheetah,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,50,14,15,30,65,1,,2
Captain Boomerang,Cyborg,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,40,30,35,65,50,2,,2
Captain Boomerang,Cyclone,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,1,25,15,50,40,1,,2
Captain Boomerang,Dark Flash,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,25,100,35,85,50,5,,2
Captain Boomerang,Darkseid,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,95,100,30,55,90,95,4,4,2
Captain Boomerang,Deadshot,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,1,6,7,17,45,1,0++,2
Captain Boomerang,Doctor Fate,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,85,75,60,45,85,70,3,3+,2
Captain Boomerang,Doctor Sivana,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,95,60,40,70,55,3,,2
Captain Boomerang,Doomsday,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,35,100,45,45,75,25,3,,2
Captain Boomerang,El Diablo,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,25,6,10,35,45,1,,2
Captain Boomerang,Enchantress,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,70,20,18,70,70,3,,2
Captain Boomerang,Envy,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Captain Boomerang,Faora,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,95,60,45,70,85,3,,2
Captain Boomerang,Freddy Freeman,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,0,0,0,0,0,0,0,,1
Captain Boomerang,General Zod,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,100,50,40,75,85,3,,2
Captain Boomerang,Gluttony,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Captain Boomerang,Green Lantern,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,75,25,40,65,70,3,,2
Captain Boomerang,Harley Quinn,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,5,8,10,10,80,1,,2
Captain Boomerang,Hawkman,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,30,25,25,50,80,2,,2
Captain Boomerang,Hespera,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,0,0,0,0,0,0,0,,1
Captain Boomerang,Huntress,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,50,1,1,5,5,50,1,,2
Captain Boomerang,Incubus,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,30,6,30,50,30,2,,2
Captain Boomerang,Joker,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,1,7,5,10,45,1,,2
Captain Boomerang,Jor-El,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,1,6,10,10,80,1,,2
Captain Boomerang,Judomaster,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,1,6,15,10,100,1,,2
Captain Boomerang,Karathen,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,75,95,25,50,60,30,3,,2
Captain Boomerang,Katana,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,1,7,9,15,80,1,,2
Captain Boomerang,Killer Croc,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,45,25,14,20,30,40,1,,2
Captain Boomerang,King Nereus,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,45,30,25,45,75,2,,2
Captain Boomerang,King Shark,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,50,30,17,25,40,40,1,1+,2
Captain Boomerang,Lex Luthor,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,1,1,5,1,15,1,,1
Captain Boomerang,Lust,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Captain Boomerang,Mera,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,30,25,30,45,70,2,,2
Captain Boomerang,Mister Zsasz,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,50,1,1,5,5,30,0,,1
Captain Boomerang,Nam-Ek,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,95,50,40,70,65,3,,2
Captain Boomerang,Nuidis Vulko,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,30,25,20,40,90,1,,2
Captain Boomerang,Ocean Master,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,55,30,35,50,90,3,,2
Captain Boomerang,Parademon,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,25,17,10,20,60,1,,2
Captain Boomerang,Peacemaker,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,5,7,15,20,80,1,,2
Captain Boomerang,Penthesileia,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,65,50,35,50,95,2,,2
Captain Boomerang,Philippus,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,75,50,35,35,75,2,,2
Captain Boomerang,Polka-Dot Man,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,1,6,10,35,35,1,,2
Captain Boomerang,Queen Atlanna,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,30,25,30,50,75,2,,2
Captain Boomerang,Queen Hippolyta,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,85,30,25,30,40,100,2,,2
Captain Boomerang,Ratcatcher,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,1,6,5,10,20,1,,1
Captain Boomerang,Rick Flag,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,1,6,10,10,70,1,,2
Captain Boomerang,Sabbac,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,70,100,50,45,75,70,3,,2
Captain Boomerang,Savant,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,1,1,5,10,40,1,,2
Captain Boomerang,Shazam,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Captain Boomerang,Slipknot,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,45,1,1,5,5,30,0,,1
Captain Boomerang,Sol Soria,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,55,1,1,5,5,40,0,,1
Captain Boomerang,Starro,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,70,25,25,60,30,2,,2
Captain Boomerang,Steppenwolf,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,90,90,25,45,65,100,3,,2
Captain Boomerang,Supergirl,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,75,50,40,75,45,3,,2
Captain Boomerang,Superman,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Captain Boomerang,T.D.K.,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,50,1,6,10,30,40,1,,2
Captain Boomerang,The Flash,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,25,100,30,85,40,5,,2
Captain Boomerang,Vigilante,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,60,1,7,10,10,70,1,,2
Captain Boomerang,White Dragon,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,13,25,10,20,40,1,,2
Captain Boomerang,Wonder Woman,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,80,95,70,60,55,100,3,,2
Captain Boomerang,Wrath,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Captain Boomerang,Zeus,DC Extended Universe,45,1,6,7,10,40,0,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Cassandra Cain,Cheetah,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,60,50,14,15,30,65,1,,2
Cassandra Cain,Cyborg,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,70,40,30,35,65,50,2,,2
Cassandra Cain,Cyclone,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,80,1,25,15,50,40,1,,2
Cassandra Cain,Dark Flash,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,80,25,100,35,85,50,5,,2
Cassandra Cain,Darkseid,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,95,100,30,55,90,95,4,4,2
Cassandra Cain,Deadshot,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,60,1,6,7,17,45,1,0++,2
Cassandra Cain,Doctor Fate,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,85,75,60,45,85,70,3,3+,2
Cassandra Cain,Doctor Sivana,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,70,95,60,40,70,55,3,,2
Cassandra Cain,Doomsday,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,35,100,45,45,75,25,3,,2
Cassandra Cain,El Diablo,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,55,25,6,10,35,45,1,,2
Cassandra Cain,Enchantress,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,80,70,20,18,70,70,3,,2
Cassandra Cain,Envy,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Cassandra Cain,Faora,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,70,95,60,45,70,85,3,,2
Cassandra Cain,Freddy Freeman,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,0,0,0,0,0,0,0,,1
Cassandra Cain,General Zod,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,70,100,50,40,75,85,3,,2
Cassandra Cain,Gluttony,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Cassandra Cain,Green Lantern,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,75,25,40,65,70,3,,2
Cassandra Cain,Harley Quinn,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,60,5,8,10,10,80,1,,2
Cassandra Cain,Hawkman,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,30,25,25,50,80,2,,2
Cassandra Cain,Hespera,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,0,0,0,0,0,0,0,,1
Cassandra Cain,Huntress,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,50,1,1,5,5,50,1,,2
Cassandra Cain,Incubus,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,55,30,6,30,50,30,2,,2
Cassandra Cain,Joker,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,1,7,5,10,45,1,,2
Cassandra Cain,Jor-El,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,80,1,6,10,10,80,1,,2
Cassandra Cain,Judomaster,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,60,1,6,15,10,100,1,,2
Cassandra Cain,Karathen,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,75,95,25,50,60,30,3,,2
Cassandra Cain,Katana,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,55,1,7,9,15,80,1,,2
Cassandra Cain,Killer Croc,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,45,25,14,20,30,40,1,,2
Cassandra Cain,King Nereus,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,70,45,30,25,45,75,2,,2
Cassandra Cain,King Shark,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,50,30,17,25,40,40,1,1+,2
Cassandra Cain,Lex Luthor,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,80,1,1,5,1,15,1,,2
Cassandra Cain,Lust,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Cassandra Cain,Mera,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,30,25,30,45,70,2,,2
Cassandra Cain,Mister Zsasz,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,50,1,1,5,5,30,0,,2
Cassandra Cain,Nam-Ek,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,95,50,40,70,65,3,,2
Cassandra Cain,Nuidis Vulko,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,30,25,20,40,90,1,,2
Cassandra Cain,Ocean Master,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,55,30,35,50,90,3,,2
Cassandra Cain,Parademon,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,55,25,17,10,20,60,1,,2
Cassandra Cain,Peacemaker,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,65,5,7,15,20,80,1,,2
Cassandra Cain,Penthesileia,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,60,65,50,35,50,95,2,,2
Cassandra Cain,Philippus,DC Extended Universe,45,1,1,1,1,30,0,,DC Extended Universe,55,75,50,35,35,75,2,,2
