Heroe 1,Heroe 2,Result
Huntress,High Evolutionary,2
Huntress,Hulk (Stark Gauntlet),2
Huntress,Hulk,2
Huntress,Ikaris,1
Huntress,Iron Fist,2
Huntress,Iron Man,1
Huntress,Iron Man (Mk 1),2
Huntress,Iron Man (Stark Gauntlet),2
Huntress,Iron Man (Hulkbuster),2
Huntress,Iron Monger,2
Huntress,Iron Spider,2
Huntress,Ironheart,1
Huntress,Jemiah The Analyzer,1
Huntress,Jessica Jones,2
Huntress,Kaecilius,2
Huntress,Kang the Conqueror,1
Huntress,Killian,1
Huntress,Killmonger,2
Huntress,Kingo,1
Huntress,Kingpin,2
Huntress,Korath The Pursuer,2
Huntress,Korg,2
Huntress,Kro,2
Huntress,Kurse,2
Huntress,Kid Loki,1
Huntress,Lady Loki,1
Huntress,Leo Fitz,2
Huntress,Leviathan,2
Huntress,Loki,1
Huntress,Loki (Mind Stone),2
Huntress,Loki (Keeper Of The Multiverse),1
Huntress,Loki (Variant L1130),1
Huntress,Loki (King of Asgard),1
Huntress,Luke Cage,1
Huntress,M'baku,2
Huntress,Makkari,2
Huntress,Malekith (Reality Stone),2
Huntress,Malekith,1
Huntress,Mandarin,2
Huntress,Mantis,1
Huntress,Mighty Thor,1
Huntress,MODOK,2
Huntress,Moon Knight,2
Huntress,Mr. Fantastic (Earth 838),2
Huntress,Mr. Knight,1
Huntress,Ms. America,1
Huntress,Ms. Marvel,1
Huntress,Mysterio,1
Huntress,Namor,2
Huntress,Nebula,1
Huntress,Nick Fury,2
Huntress,Nomad,1
Huntress,Odin,1
Huntress,Okoye,2
Huntress,Outrider,1
Huntress,Pepper Potts (Extremis),1
Huntress,Phastos,2
Huntress,Photon,2
Huntress,Proxima Midnight,1
Huntress,Quake,1
Huntress,Quicksilver,2
Huntress,Red Guardian,2
Huntress,Red Skull (Stonekeeper),1
Huntress,Red Skull,2
Huntress,Rescue,1
Huntress,Rocket Raccoon,2
Huntress,Ronan The Accuser (Power Stone),2
Huntress,Ronan The Accuser,2
Huntress,Ronin,1
Huntress,Scarlet Witch,2
Huntress,Sersi (uni-mind),1
Huntress,Sersi,2
Huntress,Shang-Chi,2
Huntress,She-Hulk,2
Huntress,Shuri,1
Huntress,Sif,2
Huntress,Sinister Strange,2
Huntress,Smart Hulk,2
Huntress,Spectral Vision,1
Huntress,Spider-Man,2
Huntress,Star-Lord (Celestial Power),1
Huntress,Star-Lord,2
Huntress,Stature,2
Huntress,Surtur,2
Huntress,Swole Groot,1
Huntress,Talos The Untamed,2
Huntress,Taskmaster,1
Huntress,Teenage Groot,2
Huntress,Thanos,1
Huntress,Thanos (Infinity Gauntlet),2
Huntress,The Collector,2
Huntress,The Executioner,2
Huntress,The Grandmaster,1
Huntress,The Great Protector,1
Huntress,The Punisher,2
Huntress,Thena,1
Huntress,Thor (Pre-Ragnarok),1
Huntress,Thor (Awakened),1
Huntress,Thor,1
Huntress,Ultron,1
Huntress,Unworthy Thor,2
Huntress,Valkyrie,1
Huntress,Vision,1
Huntress,Volstagg,1
Huntress,Vulture,1
Huntress,Wanda Maximoff (Pre-WandaVision),1
Huntress,War Machine,2
Huntress,Warlock,1
Huntress,Wasp,2
Huntress,Whiplash,1
Huntress,Whiplash (Mark II),2
Huntress,White Wolf,2
Huntress,Winter Soldier,2
Huntress,Wolverine,1
Huntress,Wong,1
Huntress,YellowJacket,2
Huntress,Yondu,2
Huntress,Zeus,1
Incubus,Joker,2
Incubus,Jor-El,1
Incubus,Judomaster,2
Incubus,Karathen,2
Incubus,Katana,2
Incubus,Killer Croc,1
Incubus,King Nereus,1
Incubus,King Shark,1
Incubus,Lex Luthor,1
Incubus,Lust,1
Incubus,Mera,2
Incubus,Mister Zsasz,1
Incubus,Nam-Ek,1
Incubus,Nuidis Vulko,1
Incubus,Ocean Master,1
Incubus,Parademon,1
Incubus,Peacemaker,1
Incubus,Penthesileia,2
Incubus,Philippus,2
Incubus,Polka-Dot Man,1
Incubus,Queen Atlanna,1
Incubus,Queen Hippolyta,1
Incubus,Ratcatcher,1
Incubus,Rick Flag,2
Incubus,Sabbac,1
Incubus,Savant,1
Incubus,Shazam,2
Incubus,Slipknot,2
Incubus,Sol Soria,1
Incubus,Starro,2
Incubus,Steppenwolf,2
Incubus,Supergirl,1
Incubus,Superman,2
Incubus,T.D.K.,1
Incubus,The Flash,1
Incubus,Vigilante,1
Incubus,White Dragon,2
Incubus,Wonder Woman (Armor of Asteria),2
Incubus,Wrath,2
Incubus,Zeus,1
Incubus,Agatha Harkness,2
Incubus,Abomination,1
Incubus,Ajak,2
Incubus,Ancient One (time stone),1
Incubus,Ancient One,2
Incubus,Ant-Man,2
Incubus,Arishem The Judge,1
Incubus,Ayo,1
Incubus,Baby Groot,2
Incubus,Baron Mordo,2
Incubus,Baron Zemo,1
Incubus,Black Bolt (Earth 838),2
Incubus,Black Bolt,2
Incubus,Black Panther,2
Incubus,Black Panther,1
Incubus,Black Widow,1
Incubus,Black Widow,1
Incubus,Bucky Barnes,1
Incubus,Bullseye,2
Incubus,Captain America,1
Incubus,Captain America (Worthy),1
Incubus,Captain Carter (Earth 838),2
Incubus,Captain Marvel,2
Incubus,Chitauri Footsoldier,2
Incubus,Corvus Glaive,2
Incubus,Crossbones,1
Incubus,Cull Obsidian,1
Incubus,Dar-Benn,1
Incubus,Daredevil,1
Incubus,Deathlok,1
Incubus,Destroyer,2
Incubus,Doctor Strange,1
Incubus,Dormammu,2
Incubus,Drax The Destroyer,2
Incubus,Ebony Maw,2
Incubus,Echo,2
Incubus,Ego,1
Incubus,Elektra,2
Incubus,Eternity,1
Incubus,Falcon,2
Incubus,Fandral,2
Incubus,Fat Thor,2
Incubus,Fenris,1
Incubus,Frigga,1
Incubus,G'iah,2
Incubus,Gamora,2
Incubus,Gargantos,1
Incubus,Ghost,1
Incubus,Ghost Rider,1
Incubus,Giant-Man,2
Incubus,Gilgamesh,2
Incubus,Gorr The God Butcher,1
Incubus,Gravik,1
Incubus,Groot,1
Incubus,Hawkeye,2
Incubus,Hawkeye,1
Incubus,Heimdall,2
Incubus,Hela,1
Incubus,High Evolutionary,1
Incubus,Hulk (Stark Gauntlet),2
Incubus,Hulk,1
Incubus,Ikaris,2
Incubus,Iron Fist,2
Incubus,Iron Man,2
Incubus,Iron Man (Mk 1),2
Incubus,Iron Man (Stark Gauntlet),2
Incubus,Iron Man (Hulkbuster),1
Incubus,Iron Monger,1
Incubus,Iron Spider,1
Incubus,Ironheart,2
Incubus,Jemiah The Analyzer,1
Incubus,Jessica Jones,2
Incubus,Kaecilius,2
Incubus,Kang the Conqueror,2
Incubus,Killian,2
Incubus,Killmonger,1
Incubus,Kingo,2
Incubus,Kingpin,2
Incubus,Korath The Pursuer,1
Incubus,Korg,2
Incubus,Kro,2
Incubus,Kurse,2
Incubus,Kid Loki,1
Incubus,Lady Loki,1
Incubus,Leo Fitz,2
Incubus,Leviathan,2
Incubus,Loki,2
Incubus,Loki (Mind Stone),1
Incubus,Loki (Keeper Of The Multiverse),2
Incubus,Loki (Variant L1130),1
Incubus,Loki (King of Asgard),2
Incubus,Luke Cage,2
Incubus,M'baku,2
Incubus,Makkari,2
Incubus,Malekith (Reality Stone),2
Incubus,Malekith,2
Incubus,Mandarin,1
Incubus,Mantis,2
Incubus,Mighty Thor,2
Incubus,MODOK,2
Incubus,Moon Knight,1
Incubus,Mr. Fantastic (Earth 838),2
Incubus,Mr. Knight,1
Incubus,Ms. America,1
Incubus,Ms. Marvel,2
Incubus,Mysterio,2
Incubus,Namor,2
Incubus,Nebula,2
Incubus,Nick Fury,2
Incubus,Nomad,2
Incubus,Odin,2
Incubus,Okoye,1
Incubus,Outrider,2
Incubus,Pepper Potts (Extremis),2
Incubus,Phastos,1
Incubus,Photon,2
Incubus,Proxima Midnight,1
Incubus,Quake,2
Incubus,Quicksilver,2
Incubus,Red Guardian,1
Incubus,Red Skull (Stonekeeper),2
Incubus,Red Skull,1
Incubus,Rescue,2
Incubus,Rocket Raccoon,2
Incubus,Ronan The Accuser (Power Stone),2
Incubus,Ronan The Accuser,2
Incubus,Ronin,1
Incubus,Scarlet Witch,2
Incubus,Sersi (uni-mind),1
Incubus,Sersi,1
Incubus,Shang-Chi,1
Incubus,She-Hulk,2
Incubus,Shuri,2
Incubus,Sif,1
Incubus,Sinister Strange,2
Incubus,Smart Hulk,1
Incubus,Spectral Vision,2
Incubus,Spider-Man,2
Incubus,Star-Lord (Celestial Power),2
Incubus,Star-Lord,2
Incubus,Stature,1
Incubus,Surtur,1
Incubus,Swole Groot,2
Incubus,Talos The Untamed,2
Incubus,Taskmaster,1
Incubus,Teenage Groot,2
Incubus,Thanos,2
Incubus,Thanos (Infinity Gauntlet),2
Incubus,The Collector,2
Incubus,The Executioner,1
Incubus,The Grandmaster,1
Incubus,The Great Protector,1
Incubus,The Punisher,2
Incubus,Thena,1
Incubus,Thor (Pre-Ragnarok),1
Incubus,Thor (Awakened),1
Incubus,Thor,2
Incubus,Ultron,1
Incubus,Unworthy Thor,2
Incubus,Valkyrie,1
Incubus,Vision,2
Incubus,Volstagg,1
Incubus,Vulture,2
Incubus,Wanda Maximoff (Pre-WandaVision),1
Incubus,War Machine,2
Incubus,Warlock,1
Incubus,Wasp,2
Incubus,Whiplash,1
Incubus,Whiplash (Mark II),2
Incubus,White Wolf,1
Incubus,Winter Soldier,1
Incubus,Wolverine,1
Incubus,Wong,1
Incubus,YellowJacket,1
Incubus,Yondu,1
Incubus,Zeus,1
Joker,Jor-El,2
Joker,Judomaster,1
Joker,Karathen,1
Joker,Katana,1
Joker,Killer Croc,1
Joker,King Nereus,2
Joker,King Shark,2
Joker,Lex Luthor,1
Joker,Lust,1
Joker,Mera,1
Joker,Mister Zsasz,2
Joker,Nam-Ek,2
Joker,Nuidis Vulko,2
Joker,Ocean Master,2
Joker,Parademon,2
Joker,Peacemaker,1
Joker,Penthesileia,2
Joker,Philippus,2
Joker,Polka-Dot Man,2
Joker,Queen Atlanna,1
Joker,Queen Hippolyta,1
Joker,Ratcatcher,1
Joker,Rick Flag,2
Joker,Sabbac,2
Joker,Savant,2
Joker,Shazam,2
Joker,Slipknot,2
Joker,Sol Soria,1
Joker,Starro,1
Joker,Steppenwolf,2
Joker,Supergirl,1
Joker,Superman,1
Joker,T.D.K.,1
Joker,The Flash,2
Joker,Vigilante,2
Joker,White Dragon,2
Joker,Wonder Woman (Armor of Asteria),1
Joker,Wrath,1
Joker,Zeus,2
Joker,Agatha Harkness,2
Joker,Abomination,2
Joker,Ajak,1
Joker,Ancient One (time stone),2
Joker,Ancient One,1
Joker,Ant-Man,2
Joker,Arishem The Judge,1
Joker,Ayo,1
Joker,Baby Groot,2
Joker,Baron Mordo,2
Joker,Baron Zemo,2
Joker,Black Bolt (Earth 838),2
Joker,Black Bolt,2
Joker,Black Panther,2
Joker,Black Panther,1
Joker,Black Widow,2
Joker,Black Widow,2
Joker,Bucky Barnes,2
Joker,Bullseye,2
Joker,Captain America,1
Joker,Captain America (Worthy),2
Joker,Captain Carter (Earth 838),1
Joker,Captain Marvel,1
Joker,Chitauri Footsoldier,1
Joker,Corvus Glaive,1
Joker,Crossbones,1
Joker,Cull Obsidian,2
Joker,Dar-Benn,2
Joker,Daredevil,1
Joker,Deathlok,2
Joker,Destroyer,1
Joker,Doctor Strange,1
Joker,Dormammu,1
Joker,Drax The Destroyer,2
Joker,Ebony Maw,2
Joker,Echo,1
Joker,Ego,2
Joker,Elektra,1
Joker,Eternity,2
Joker,Falcon,2
Joker,Fandral,1
Joker,Fat Thor,2
Joker,Fenris,1
Joker,Frigga,1
Joker,G'iah,2
Joker,Gamora,2
Joker,Gargantos,1
Joker,Ghost,2
Joker,Ghost Rider,2
Joker,Giant-Man,1
Joker,Gilgamesh,1
Joker,Gorr The God Butcher,2
Joker,Gravik,1
Joker,Groot,2
Joker,Hawkeye,1
Joker,Hawkeye,1
Joker,Heimdall,2
Joker,Hela,2
Joker,High Evolutionary,2
Joker,Hulk (Stark Gauntlet),1
Joker,Hulk,1
Joker,Ikaris,1
Joker,Iron Fist,1
Joker,Iron Man,2
Joker,Iron Man (Mk 1),2
Joker,Iron Man (Stark Gauntlet),1
Joker,Iron Man (Hulkbuster),1
Joker,Iron Monger,1
Joker,Iron Spider,1
Joker,Ironheart,1
Joker,Jemiah The Analyzer,1
Joker,Jessica Jones,2
Joker,Kaecilius,1
Joker,Kang the Conqueror,2
Joker,Killian,1
Joker,Killmonger,1
Joker,Kingo,2
Joker,Kingpin,1
Joker,Korath The Pursuer,1
Joker,Korg,2
Joker,Kro,2
Joker,Kurse,2
Joker,Kid Loki,2
Joker,Lady Loki,2
Joker,Leo Fitz,1
Joker,Leviathan,1
Joker,Loki,2
Joker,Loki (Mind Stone),2
Joker,Loki (Keeper Of The Multiverse),2
Joker,Loki (Variant L1130),2
Joker,Loki (King of Asgard),1
Joker,Luke Cage,2
Joker,M'baku,1
Joker,Makkari,1
Joker,Malekith (Reality Stone),1
Joker,Malekith,2
Joker,Mandarin,2
Joker,Mantis,2
Joker,Mighty Thor,1
Joker,MODOK,2
Joker,Moon Knight,2
Joker,Mr. Fantastic (Earth 838),1
Joker,Mr. Knight,1
Joker,Ms. America,1
Joker,Ms. Marvel,2
Joker,Mysterio,1
Joker,Namor,2
Joker,Nebula,2
Joker,Nick Fury,2
Joker,Nomad,1
Joker,Odin,2
Joker,Okoye,1
Joker,Outrider,2
Joker,Pepper Potts (Extremis),1
Joker,Phastos,2
Joker,Photon,2
Joker,Proxima Midnight,1
Joker,Quake,1
Joker,Quicksilver,1
Joker,Red Guardian,2
Joker,Red Skull (Stonekeeper),1
Joker,Red Skull,1
Joker,Rescue,2
Joker,Rocket Raccoon,1
Joker,Ronan The Accuser (Power Stone),1
Joker,Ronan The Accuser,2
Joker,Ronin,2
Joker,Scarlet Witch,2
Joker,Sersi (uni-mind),2
Joker,Sersi,1
Joker,Shang-Chi,2
Joker,She-Hulk,1
Joker,Shuri,2
Joker,Sif,2
Joker,Sinister Strange,2
Joker,Smart Hulk,1
Joker,Spectral Vision,2
Joker,Spider-Man,2
Joker,Star-Lord (Celestial Power),2
Joker,Star-Lord,2
Joker,Stature,1
Joker,Surtur,2
Joker,Swole Groot,1
Joker,Talos The Untamed,2
Joker,Taskmaster,1
Joker,Teenage Groot,2
Joker,Thanos,2
Joker,Thanos (Infinity Gauntlet),2
Joker,The Collector,2
Joker,The Executioner,2
Joker,The Grandmaster,1
Joker,The Great Protector,2
Joker,The Punisher,2
Joker,Thena,1
Joker,Thor (Pre-Ragnarok),1
Joker,Thor (Awakened),2
Joker,Thor,2
Joker,Ultron,1
Joker,Unworthy Thor,1
Joker,Valkyrie,1
Joker,Vision,1
Joker,Volstagg,2
Joker,Vulture,2
Joker,Wanda Maximoff (Pre-WandaVision),1
Joker,War Machine,1
Joker,Warlock,2
Joker,Wasp,2
Joker,Whiplash,2
Joker,Whiplash (Mark II),2
Joker,White Wolf,1
Joker,Winter Soldier,1
Joker,Wolverine,1
Joker,Wong,1
Joker,YellowJacket,1
Joker,Yondu,2
Joker,Zeus,2
Jor-El,Judomaster,2
Jor-El,Karathen,2
Jor-El,Katana,1
Jor-El,Killer Croc,2
Jor-El,King Nereus,1
Jor-El,King Shark,1
Jor-El,Lex Luthor,1
Jor-El,Lust,1
Jor-El,Mera,2
Jor-El,Mister Zsasz,2
Jor-El,Nam-Ek,1
Jor-El,Nuidis Vulko,2
Jor-El,Ocean Master,1
Jor-El,Parademon,1
Jor-El,Peacemaker,1
Jor-El,Penthesileia,1
Jor-El,Philippus,2
Jor-El,Polka-Dot Man,1
Jor-El,Queen Atlanna,2
Jor-El,Queen Hippolyta,1
Jor-El,Ratcatcher,1
Jor-El,Rick Flag,1
Jor-El,Sabbac,2
Jor-El,Savant,1
Jor-El,Shazam,1
Jor-El,Slipknot,2
Jor-El,Sol Soria,1
Jor-El,Starro,2
Jor-El,Steppenwolf,2
Jor-El,Supergirl,2
Jor-El,Superman,2
Jor-El,T.D.K.,2
Jor-El,The Flash,1
Jor-El,Vigilante,2
Jor-El,White Dragon,2
Jor-El,Wonder Woman (Armor of Asteria),2
Jor-El,Wrath,2
Jor-El,Zeus,1
Jor-El,Agatha Harkness,2
Jor-El,Abomination,2
Jor-El,Ajak,1
Jor-El,Ancient One (time stone),2
Jor-El,Ancient One,1
Jor-El,Ant-Man,2
Jor-El,Arishem The Judge,2
Jor-El,Ayo,2
Jor-El,Baby Groot,1
Jor-El,Baron Mordo,1
Jor-El,Baron Zemo,2
Jor-El,Black Bolt (Earth 838),1
Jor-El,Black Bolt,2
Jor-El,Black Panther,1
Jor-El,Black Panther,1
Jor-El,Black Widow,2
Jor-El,Black Widow,1
Jor-El,Bucky Barnes,1
Jor-El,Bullseye,1
Jor-El,Captain America,1
Jor-El,Captain America (Worthy),2
Jor-El,Captain Carter (Earth 838),1
Jor-El,Captain Marvel,1
Jor-El,Chitauri Footsoldier,2
Jor-El,Corvus Glaive,2
Jor-El,Crossbones,1
Jor-El,Cull Obsidian,2
Jor-El,Dar-Benn,2
Jor-El,Daredevil,1
Jor-El,Deathlok,1
Jor-El,Destroyer,1
Jor-El,Doctor Strange,2
Jor-El,Dormammu,2
Jor-El,Drax The Destroyer,1
Jor-El,Ebony Maw,1
Jor-El,Echo,2
Jor-El,Ego,2
Jor-El,Elektra,2
Jor-El,Eternity,1
Jor-El,Falcon,2
Jor-El,Fandral,2
Jor-El,Fat Thor,2
Jor-El,Fenris,2
Jor-El,Frigga,2
Jor-El,G'iah,1
Jor-El,Gamora,1
Jor-El,Gargantos,2
Jor-El,Ghost,2
Jor-El,Ghost Rider,1
Jor-El,Giant-Man,2
Jor-El,Gilgamesh,2
Jor-El,Gorr The God Butcher,2
Jor-El,Gravik,1
Jor-El,Groot,2
Jor-El,Hawkeye,2
Jor-El,Hawkeye,1
Jor-El,Heimdall,2
Jor-El,Hela,1
Jor-El,High Evolutionary,2
Jor-El,Hulk (Stark Gauntlet),1
Jor-El,Hulk,2
Jor-El,Ikaris,1
Jor-El,Iron Fist,2
Jor-El,Iron Man,1
Jor-El,Iron Man (Mk 1),1
Jor-El,Iron Man (Stark Gauntlet),2
Jor-El,Iron Man (Hulkbuster),2
Jor-El,Iron Monger,1
Jor-El,Iron Spider,1
Jor-El,Ironheart,2
Jor-El,Jemiah The Analyzer,1
Jor-El,Jessica Jones,2
Jor-El,Kaecilius,1
Jor-El,Kang the Conqueror,2
Jor-El,Killian,1
Jor-El,Killmonger,2
Jor-El,Kingo,1
Jor-El,Kingpin,2
Jor-El,Korath The Pursuer,1
Jor-El,Korg,1
Jor-El,Kro,2
Jor-El,Kurse,2
Jor-El,Kid Loki,1
Jor-El,Lady Loki,1
Jor-El,Leo Fitz,2
Jor-El,Leviathan,1
Jor-El,Loki,1
Jor-El,Loki (Mind Stone),1
Jor-El,Loki (Keeper Of The Multiverse),2
Jor-El,Loki (Variant L1130),1
Jor-El,Loki (King of Asgard),1
Jor-El,Luke Cage,1
Jor-El,M'baku,2
Jor-El,Makkari,1
Jor-El,Malekith (Reality Stone),2
Jor-El,Malekith,1
Jor-El,Mandarin,1
Jor-El,Mantis,2
Jor-El,Mighty Thor,1
Jor-El,MODOK,1
Jor-El,Moon Knight,1
Jor-El,Mr. Fantastic (Earth 838),1
Jor-El,Mr. Knight,1
Jor-El,Ms. America,2
Jor-El,Ms. Marvel,1
Jor-El,Mysterio,1
Jor-El,Namor,1
Jor-El,Nebula,2
Jor-El,Nick Fury,2
Jor-El,Nomad,2
Jor-El,Odin,1
Jor-El,Okoye,1
Jor-El,Outrider,1
Jor-El,Pepper Potts (Extremis),2
Jor-El,Phastos,2
Jor-El,Photon,1
Jor-El,Proxima Midnight,2
Jor-El,Quake,1
Jor-El,Quicksilver,2
Jor-El,Red Guardian,1
Jor-El,Red Skull (Stonekeeper),2
Jor-El,Red Skull,2
Jor-El,Rescue,1
Jor-El,Rocket Raccoon,1
Jor-El,Ronan The Accuser (Power Stone),2
Jor-El,Ronan The Accuser,1
Jor-El,Ronin,1
Jor-El,Scarlet Witch,1
Jor-El,Sersi (uni-mind),2
Jor-El,Sersi,1
Jor-El,Shang-Chi,1
Jor-El,She-Hulk,1
Jor-El,Shuri,2
Jor-El,Sif,2
Jor-El,Sinister Strange,1
Jor-El,Smart Hulk,1
Jor-El,Spectral Vision,2
Jor-El,Spider-Man,2
Jor-El,Star-Lord (Celestial Power),1
Jor-El,Star-Lord,2
Jor-El,Stature,1
Jor-El,Surtur,1
Jor-El,Swole Groot,1
Jor-El,Talos The Untamed,2
Jor-El,Taskmaster,1
Jor-El,Teenage Groot,1
Jor-El,Thanos,2
Jor-El,Thanos (Infinity Gauntlet),1
Jor-El,The Collector,2
Jor-El,The Executioner,1
Jor-El,The Grandmaster,2
Jor-El,The Great Protector,2
Jor-El,The Punisher,2
Jor-El,Thena,2
Jor-El,Thor (Pre-Ragnarok),1
Jor-El,Thor (Awakened),1
Jor-El,Thor,1
Jor-El,Ultron,2
Jor-El,Unworthy Thor,1
Jor-El,Valkyrie,1
Jor-El,Vision,2
Jor-El,Volstagg,1
Jor-El,Vulture,2
Jor-El,Wanda Maximoff (Pre-WandaVision),1
Jor-El,War Machine,1
Jor-El,Warlock,1
Jor-El,Wasp,1
Jor-El,Whiplash,2
Jor-El,Whiplash (Mark II),1
Jor-El,White Wolf,1
Jor-El,Winter Soldier,2
Jor-El,Wolverine,1
Jor-El,Wong,1
Jor-El,YellowJacket,2
Jor-El,Yondu,2
Jor-El,Zeus,2
Judomaster,Karathen,2
Judomaster,Katana,1
Judomaster,Killer Croc,1
Judomaster,King Nereus,1
Judomaster,King Shark,2
Judomaster,Lex Luthor,2
Judomaster,Lust,2
Judomaster,Mera,1
Judomaster,Mister Zsasz,2
Judomaster,Nam-Ek,2
Judomaster,Nuidis Vulko,2
Judomaster,Ocean Master,2
Judomaster,Parademon,2
Judomaster,Peacemaker,2
Judomaster,Penthesileia,2
Judomaster,Philippus,2
Judomaster,Polka-Dot Man,1
Judomaster,Queen Atlanna,2
Judomaster,Queen Hippolyta,2
Judomaster,Ratcatcher,1
Judomaster,Rick Flag,1
Judomaster,Sabbac,1
Judomaster,Savant,1
Judomaster,Shazam,2
Judomaster,Slipknot,1
Judomaster,Sol Soria,2
Judomaster,Starro,1
Judomaster,Steppenwolf,1
Judomaster,Supergirl,2
Judomaster,Superman,1
Judomaster,T.D.K.,2
Judomaster,The Flash,2
Judomaster,Vigilante,2
Judomaster,White Dragon,2
Judomaster,Wonder Woman (Armor of Asteria),1
Judomaster,Wrath,1
Judomaster,Zeus,1
Judomaster,Agatha Harkness,1
Judomaster,Abomination,2
Judomaster,Ajak,1
Judomaster,Ancient One (time stone),2
Judomaster,Ancient One,1
Judomaster,Ant-Man,2
Judomaster,Arishem The Judge,1
Judomaster,Ayo,2
Judomaster,Baby Groot,2
Judomaster,Baron Mordo,2
Judomaster,Baron Zemo,2
Judomaster,Black Bolt (Earth 838),2
Judomaster,Black Bolt,2
Judomaster,Black Panther,1
Judomaster,Black Panther,1
Judomaster,Black Widow,1
Judomaster,Black Widow,1
Judomaster,Bucky Barnes,2
Judomaster,Bullseye,1
Judomaster,Captain America,1
Judomaster,Captain America (Worthy),2
Judomaster,Captain Carter (Earth 838),2
Judomaster,Captain Marvel,2
Judomaster,Chitauri Footsoldier,2
Judomaster,Corvus Glaive,2
Judomaster,Crossbones,2
Judomaster,Cull Obsidian,1
Judomaster,Dar-Benn,2
Judomaster,Daredevil,2
Judomaster,Deathlok,2
Judomaster,Destroyer,1
Judomaster,Doctor Strange,1
Judomaster,Dormammu,1
Judomaster,Drax The Destroyer,2
Judomaster,Ebony Maw,1
Judomaster,Echo,2
Judomaster,Ego,2
Judomaster,Elektra,1
Judomaster,Eternity,2
Judomaster,Falcon,1
Judomaster,Fandral,1
Judomaster,Fat Thor,1
Judomaster,Fenris,1
Judomaster,Frigga,2
Judomaster,G'iah,1
Judomaster,Gamora,2
Judomaster,Gargantos,1
Judomaster,Ghost,2
Judomaster,Ghost Rider,2
Judomaster,Giant-Man,2
Judomaster,Gilgamesh,2
Judomaster,Gorr The God Butcher,2
Judomaster,Gravik,1
Judomaster,Groot,1
Judomaster,Hawkeye,1
Judomaster,Hawkeye,1
Judomaster,Heimdall,2
Judomaster,Hela,1
Judomaster,High Evolutionary,2
Judomaster,Hulk (Stark Gauntlet),1
Judomaster,Hulk,1
Judomaster,Ikaris,2
Judomaster,Iron Fist,2
Judomaster,Iron Man,2
Judomaster,Iron Man (Mk 1),2
Judomaster,Iron Man (Stark Gauntlet),1
Judomaster,Iron Man (Hulkbuster),2
Judomaster,Iron Monger,1
Judomaster,Iron Spider,2
Judomaster,Ironheart,1
Judomaster,Jemiah The Analyzer,2
Judomaster,Jessica Jones,1
Judomaster,Kaecilius,2
Judomaster,Kang the Conqueror,2
Judomaster,Killian,1
Judomaster,Killmonger,2
Judomaster,Kingo,2
Judomaster,Kingpin,2
Judomaster,Korath The Pursuer,1
Judomaster,Korg,2
Judomaster,Kro,2
Judomaster,Kurse,2
Judomaster,Kid Loki,2
Judomaster,Lady Loki,1
Judomaster,Leo Fitz,1
Judomaster,Leviathan,2
Judomaster,Loki,1
Judomaster,Loki (Mind Stone),1
Judomaster,Loki (Keeper Of The Multiverse),2
Judomaster,Loki (Variant L1130),1
Judomaster,Loki (King of Asgard),1
Judomaster,Luke Cage,1
Judomaster,M'baku,2
Judomaster,Makkari,2
Judomaster,Malekith (Reality Stone),1
Judomaster,Malekith,2
Judomaster,Mandarin,2
Judomaster,Mantis,2
Judomaster,Mighty Thor,2
Judomaster,MODOK,1
Judomaster,Moon Knight,1
Judomaster,Mr. Fantastic (Earth 838),1
Judomaster,Mr. Knight,2
Judomaster,Ms. America,2
Judomaster,Ms. Marvel,1
Judomaster,Mysterio,2
Judomaster,Namor,2
Judomaster,Nebula,2
Judomaster,Nick Fury,1
Judomaster,Nomad,1
Judomaster,Odin,2
Judomaster,Okoye,1
Judomaster,Outrider,1
Judomaster,Pepper Potts (Extremis),2
Judomaster,Phastos,1
Judomaster,Photon,1
Judomaster,Proxima Midnight,2
Judomaster,Quake,2
Judomaster,Quicksilver,2
Judomaster,Red Guardian,1
Judomaster,Red Skull (Stonekeeper),1
Judomaster,Red Skull,1
Judomaster,Rescue,1
Judomaster,Rocket Raccoon,1
Judomaster,Ronan The Accuser (Power Stone),1
Judomaster,Ronan The Accuser,1
Judomaster,Ronin,1
Judomaster,Scarlet Witch,2
Judomaster,Sersi (uni-mind),2
Judomaster,Sersi,1
Judomaster,Shang-Chi,2
Judomaster,She-Hulk,1
Judomaster,Shuri,1
Judomaster,Sif,2
Judomaster,Sinister Strange,2
Judomaster,Smart Hulk,2
Judomaster,Spectral Vision,1
Judomaster,Spider-Man,2
Judomaster,Star-Lord (Celestial Power),2
Judomaster,Star-Lord,1
Judomaster,Stature,2
Judomaster,Surtur,1
Judomaster,Swole Groot,2
Judomaster,Talos The Untamed,1
Judomaster,Taskmaster,2
Judomaster,Teenage Groot,2
Judomaster,Thanos,2
Judomaster,Thanos (Infinity Gauntlet),1
Judomaster,The Collector,2
Judomaster,The Executioner,1
Judomaster,The Grandmaster,1
Judomaster,The Great Protector,1
Judomaster,The Punisher,1
Judomaster,Thena,2
Judomaster,Thor (Pre-Ragnarok),2
Judomaster,Thor (Awakened),2
Judomaster,Thor,2
Judomaster,Ultron,2
Judomaster,Unworthy Thor,2
Judomaster,Valkyrie,2
Judomaster,Vision,1
Judomaster,Volstagg,1
Judomaster,Vulture,2
Judomaster,Wanda Maximoff (Pre-WandaVision),2
Judomaster,War Machine,2
Judomaster,Warlock,2
Judomaster,Wasp,2
