Heroe 1,Heroe 2,Result
Faora,Black Panther,1
Faora,Black Widow,1
Faora,Bucky Barnes,1
Faora,Bullseye,1
Faora,Captain America,1
Faora,Captain America (Worthy),1
Faora,Captain Carter (Earth 838),1
Faora,Captain Marvel,1
Faora,Chitauri Footsoldier,1
Faora,Corvus Glaive,1
Faora,Crossbones,1
Faora,Cull Obsidian,1
Faora,Dar-Benn,1
Faora,Daredevil,1
Faora,Deathlok,1
Faora,Destroyer,1
Faora,Doctor Strange,1
Faora,Dormammu,1
Faora,Drax The Destroyer,1
Faora,Ebony Maw,1
Faora,Echo,1
Faora,Ego,1
Faora,Elektra,1
Faora,Eternity,1
Faora,Falcon,1
Faora,Fandral,1
Faora,Fat Thor,2
Faora,Fenris,2
Faora,Frigga,2
Faora,G'iah,2
Faora,Gamora,2
Faora,Gargantos,2
Faora,Ghost,2
Faora,Ghost Rider,2
Faora,Giant-Man,2
Faora,Gilgamesh,2
Faora,Gorr The God Butcher,2
Faora,Gravik,2
Faora,Groot,2
Faora,Hawkeye,2
Faora,Heimdall,2
Faora,Hela,2
Faora,High Evolutionary,2
Faora,Hulk (Stark Gauntlet),2
Faora,Hulk,2
Faora,Ikaris,2
Faora,Iron Fist,2
Faora,Iron Man,2
Faora,Iron Man (Mk 1),2
Faora,Iron Man (Stark Gauntlet),2
Faora,Iron Man (Hulkbuster),2
Faora,Iron Monger,2
Faora,Iron Spider,2
Faora,Ironheart,2
Faora,Jemiah The Analyzer,2
Faora,Jessica Jones,2
Faora,Kaecilius,2
Faora,Kang the Conqueror,2
Faora,Killian,2
Faora,Killmonger,2
Faora,Kingo,2
Faora,Kingpin,2
Faora,Korath The Pursuer,2
Faora,Korg,2
Faora,Kro,2
Faora,Kurse,2
Faora,Kid Loki,2
Faora,Lady Loki,2
Faora,Leo Fitz,2
Faora,Leviathan,2
Faora,Loki,2
Faora,Loki (Mind Stone),2
Faora,Loki (Keeper Of The Multiverse),2
Faora,Loki (Variant L1130),2
Faora,Loki (King of Asgard),2
Faora,Luke Cage,2
Faora,M'baku,2
Faora,Makkari,2
Faora,Malekith (Reality Stone),2
Faora,Malekith,2
Faora,Mandarin,2
Faora,Mantis,2
Faora,Mighty Thor,2
Faora,MODOK,2
Faora,Moon Knight,2
Faora,Mr. Fantastic (Earth 838),2
Faora,Mr. Knight,2
Faora,Ms. America,2
Faora,Ms. Marvel,2
Faora,Mysterio,2
Faora,Namor,2
Faora,Nebula,2
Faora,Nick Fury,2
Faora,Nomad,2
Faora,Odin,2
Faora,Okoye,2
Faora,Outrider,2
Faora,Pepper Potts (Extremis),2
Faora,Phastos,2
Faora,Photon,2
Faora,Proxima Midnight,2
Faora,Quake,2
Faora,Quicksilver,2
Faora,Red Guardian,2
Faora,Red Skull (Stonekeeper),2
Faora,Red Skull,2
Faora,Rescue,2
Faora,Rocket Raccoon,2
Faora,Ronan The Accuser (Power Stone),2
Faora,Ronan The Accuser,2
Faora,Ronin,2
Faora,Scarlet Witch,2
Faora,Sersi (uni-mind),2
Faora,Sersi,2
Faora,Shang-Chi,2
Faora,She-Hulk,2
Faora,Shuri,2
Faora,Sif,2
Faora,Sinister Strange,2
Faora,Smart Hulk,2
Faora,Spectral Vision,2
Faora,Spider-Man,2
Faora,Star-Lord (Celestial Power),2
Faora,Star-Lord,2
Faora,Stature,2
Faora,Surtur,2
Faora,Swole Groot,2
Faora,Talos The Untamed,2
Faora,Taskmaster,2
Faora,Teenage Groot,2
Faora,Thanos,2
Faora,Thanos (Infinity Gauntlet),2
Faora,The Collector,2
Faora,The Executioner,2
Faora,The Grandmaster,2
Faora,The Great Protector,2
Faora,The Punisher,2
Faora,Thena,2
Faora,Thor (Pre-Ragnarok),2
Faora,Thor (Awakened),2
Faora,Thor,2
Faora,Ultron,2
Faora,Unworthy Thor,2
Faora,Valkyrie,2
Faora,Vision,2
Faora,Volstagg,2
Faora,Vulture,2
Faora,Wanda Maximoff (Pre-WandaVision),2
Faora,War Machine,2
Faora,Warlock,2
Faora,Wasp,2
Faora,Whiplash,2
Faora,Whiplash (Mark II),2
Faora,White Wolf,2
Faora,Winter Soldier,2
Faora,Wolverine,2
Faora,Wong,2
Faora,YellowJacket,2
Faora,Yondu,2
Faora,Zeus,2
Freddy Freeman,General Zod,2
Freddy Freeman,Gluttony,2
Freddy Freeman,Green Lantern,2
Freddy Freeman,Harley Quinn,2
Freddy Freeman,Hawkman,2
Freddy Freeman,Hespera,2
Freddy Freeman,Huntress,2
Freddy Freeman,Incubus,2
Freddy Freeman,Joker,2
Freddy Freeman,Jor-El,2
Freddy Freeman,Judomaster,2
Freddy Freeman,Karathen,2
Freddy Freeman,Katana,2
Freddy Freeman,Killer Croc,2
Freddy Freeman,King Nereus,2
Freddy Freeman,King Shark,2
Freddy Freeman,Lex Luthor,2
Freddy Freeman,Lust,2
Freddy Freeman,Mera,2
Freddy Freeman,Mister Zsasz,2
Freddy Freeman,Nam-Ek,2
Freddy Freeman,Nuidis Vulko,2
Freddy Freeman,Ocean Master,2
Freddy Freeman,Parademon,2
Freddy Freeman,Peacemaker,2
Freddy Freeman,Penthesileia,2
Freddy Freeman,Philippus,2
Freddy Freeman,Polka-Dot Man,2
Freddy Freeman,Queen Atlanna,2
Freddy Freeman,Queen Hippolyta,2
Freddy Freeman,Ratcatcher,2
Freddy Freeman,Rick Flag,2
Freddy Freeman,Sabbac,2
Freddy Freeman,Savant,2
Freddy Freeman,Shazam,2
Freddy Freeman,Slipknot,2
Freddy Freeman,Sol Soria,2
Freddy Freeman,Starro,2
Freddy Freeman,Steppenwolf,2
Freddy Freeman,Supergirl,2
Freddy Freeman,Superman,2
Freddy Freeman,T.D.K.,2
Freddy Freeman,The Flash,2
Freddy Freeman,Vigilante,2
Freddy Freeman,White Dragon,2
Freddy Freeman,Wonder Woman (Armor of Asteria),2
Freddy Freeman,Wrath,2
Freddy Freeman,Agatha Harkness,1
Freddy Freeman,Abomination,1
Freddy Freeman,Ajak,1
Freddy Freeman,Ancient One (time stone),1
Freddy Freeman,Ancient One,1
Freddy Freeman,Ant-Man,1
Freddy Freeman,Arishem The Judge,1
Freddy Freeman,Ayo,1
Freddy Freeman,Baby Groot,1
Freddy Freeman,Baron Mordo,1
Freddy Freeman,Baron Zemo,1
Freddy Freeman,Black Bolt (Earth 838),1
Freddy Freeman,Black Bolt,1
Freddy Freeman,Black Panther,1
Freddy Freeman,Black Widow,1
Freddy Freeman,Bucky Barnes,1
Freddy Freeman,Bullseye,1
Freddy Freeman,Captain America,1
Freddy Freeman,Captain America (Worthy),1
Freddy Freeman,Captain Carter (Earth 838),1
Freddy Freeman,Captain Marvel,1
Freddy Freeman,Chitauri Footsoldier,1
Freddy Freeman,Corvus Glaive,1
Freddy Freeman,Crossbones,1
Freddy Freeman,Cull Obsidian,1
Freddy Freeman,Dar-Benn,1
Freddy Freeman,Daredevil,1
Freddy Freeman,Deathlok,1
Freddy Freeman,Destroyer,1
Freddy Freeman,Doctor Strange,1
Freddy Freeman,Dormammu,1
Freddy Freeman,Drax The Destroyer,1
Freddy Freeman,Ebony Maw,1
Freddy Freeman,Echo,1
Freddy Freeman,Ego,1
Freddy Freeman,Elektra,1
Freddy Freeman,Eternity,1
Freddy Freeman,Falcon,1
Freddy Freeman,Fandral,1
Freddy Freeman,Fat Thor,1
Freddy Freeman,Fenris,1
Freddy Freeman,Frigga,2
Freddy Freeman,G'iah,2
Freddy Freeman,Gamora,2
Freddy Freeman,Gargantos,2
Freddy Freeman,Ghost,2
Freddy Freeman,Ghost Rider,2
Freddy Freeman,Giant-Man,2
Freddy Freeman,Gilgamesh,2
Freddy Freeman,Gorr The God Butcher,2
Freddy Freeman,Gravik,2
Freddy Freeman,Groot,2
Freddy Freeman,Hawkeye,2
Freddy Freeman,Heimdall,2
Freddy Freeman,Hela,2
Freddy Freeman,High Evolutionary,2
Freddy Freeman,Hulk (Stark Gauntlet),2
Freddy Freeman,Hulk,2
Freddy Freeman,Ikaris,2
Freddy Freeman,Iron Fist,2
Freddy Freeman,Iron Man,2
Freddy Freeman,Iron Man (Mk 1),2
Freddy Freeman,Iron Man (Stark Gauntlet),2
Freddy Freeman,Iron Man (Hulkbuster),2
Freddy Freeman,Iron Monger,2
Freddy Freeman,Iron Spider,2
Freddy Freeman,Ironheart,2
Freddy Freeman,Jemiah The Analyzer,2
Freddy Freeman,Jessica Jones,2
Freddy Freeman,Kaecilius,2
Freddy Freeman,Kang the Conqueror,2
Freddy Freeman,Killian,2
Freddy Freeman,Killmonger,2
Freddy Freeman,Kingo,2
Freddy Freeman,Kingpin,2
Freddy Freeman,Korath The Pursuer,2
Freddy Freeman,Korg,2
Freddy Freeman,Kro,2
Freddy Freeman,Kurse,2
Freddy Freeman,Kid Loki,2
Freddy Freeman,Lady Loki,2
Freddy Freeman,Leo Fitz,2
Freddy Freeman,Leviathan,2
Freddy Freeman,Loki,2
Freddy Freeman,Loki (Mind Stone),2
Freddy Freeman,Loki (Keeper Of The Multiverse),2
Freddy Freeman,Loki (Variant L1130),2
Freddy Freeman,Loki (King of Asgard),2
Freddy Freeman,Luke Cage,2
Freddy Freeman,M'baku,2
Freddy Freeman,Makkari,2
Freddy Freeman,Malekith (Reality Stone),2
Freddy Freeman,Malekith,2
Freddy Freeman,Mandarin,2
Freddy Freeman,Mantis,2
Freddy Freeman,Mighty Thor,2
Freddy Freeman,MODOK,2
Freddy Freeman,Moon Knight,2
Freddy Freeman,Mr. Fantastic (Earth 838),2
Freddy Freeman,Mr. Knight,2
Freddy Freeman,Ms. America,2
Freddy Freeman,Ms. Marvel,2
Freddy Freeman,Mysterio,2
Freddy Freeman,Namor,2
Freddy Freeman,Nebula,2
Freddy Freeman,Nick Fury,2
Freddy Freeman,Nomad,2
Freddy Freeman,Odin,2
Freddy Freeman,Okoye,2
Freddy Freeman,Outrider,2
Freddy Freeman,Pepper Potts (Extremis),2
Freddy Freeman,Phastos,2
Freddy Freeman,Photon,2
Freddy Freeman,Proxima Midnight,2
Freddy Freeman,Quake,2
Freddy Freeman,Quicksilver,2
Freddy Freeman,Red Guardian,2
Freddy Freeman,Red Skull (Stonekeeper),2
Freddy Freeman,Red Skull,2
Freddy Freeman,Rescue,2
Freddy Freeman,Rocket Raccoon,2
Freddy Freeman,Ronan The Accuser (Power Stone),2
Freddy Freeman,Ronan The Accuser,2
Freddy Freeman,Ronin,2
Freddy Freeman,Scarlet Witch,2
Freddy Freeman,Sersi (uni-mind),2
Freddy Freeman,Sersi,2
Freddy Freeman,Shang-Chi,2
Freddy Freeman,She-Hulk,2
Freddy Freeman,Shuri,2
Freddy Freeman,Sif,2
Freddy Freeman,Sinister Strange,2
Freddy Freeman,Smart Hulk,2
Freddy Freeman,Spectral Vision,2
Freddy Freeman,Spider-Man,2
Freddy Freeman,Star-Lord (Celestial Power),2
Freddy Freeman,Star-Lord,2
Freddy Freeman,Stature,2
Freddy Freeman,Surtur,2
Freddy Freeman,Swole Groot,2
Freddy Freeman,Talos The Untamed,2
Freddy Freeman,Taskmaster,2
Freddy Freeman,Teenage Groot,2
Freddy Freeman,Thanos,2
Freddy Freeman,Thanos (Infinity Gauntlet),2
Freddy Freeman,The Collector,2
Freddy Freeman,The Executioner,2
Freddy Freeman,The Grandmaster,2
Freddy Freeman,The Great Protector,2
Freddy Freeman,The Punisher,2
Freddy Freeman,Thena,2
Freddy Freeman,Thor (Pre-Ragnarok),2
Freddy Freeman,Thor (Awakened),2
Freddy Freeman,Thor,2
Freddy Freeman,Ultron,2
Freddy Freeman,Unworthy Thor,2
Freddy Freeman,Valkyrie,2
Freddy Freeman,Vision,2
Freddy Freeman,Volstagg,2
Freddy Freeman,Vulture,2
Freddy Freeman,Wanda Maximoff (Pre-WandaVision),2
Freddy Freeman,War Machine,2
Freddy Freeman,Warlock,2
Freddy Freeman,Wasp,2
Freddy Freeman,Whiplash,2
Freddy Freeman,Whiplash (Mark II),2
Freddy Freeman,White Wolf,2
Freddy Freeman,Winter Soldier,2
Freddy Freeman,Wolverine,2
Freddy Freeman,Wong,2
Freddy Freeman,YellowJacket,2
Freddy Freeman,Yondu,2
Freddy Freeman,Zeus,2
General Zod,Gluttony,2
General Zod,Green Lantern,2
General Zod,Harley Quinn,2
General Zod,Hawkman,2
General Zod,Hespera,2
General Zod,Huntress,2
General Zod,Incubus,2
General Zod,Joker,2
General Zod,Jor-El,2
General Zod,Judomaster,2
General Zod,Karathen,2
General Zod,Katana,2
General Zod,Killer Croc,2
General Zod,King Nereus,2
General Zod,King Shark,2
General Zod,Lex Luthor,2
General Zod,Lust,2
General Zod,Mera,2
General Zod,Mister Zsasz,2
General Zod,Nam-Ek,2
General Zod,Nuidis Vulko,2
General Zod,Ocean Master,2
General Zod,Parademon,2
General Zod,Peacemaker,2
General Zod,Penthesileia,2
General Zod,Philippus,2
General Zod,Polka-Dot Man,2
General Zod,Queen Atlanna,2
General Zod,Queen Hippolyta,2
General Zod,Ratcatcher,2
General Zod,Rick Flag,2
General Zod,Sabbac,2
General Zod,Savant,2
General Zod,Shazam,2
General Zod,Slipknot,2
General Zod,Sol Soria,2
General Zod,Starro,2
General Zod,Steppenwolf,2
General Zod,Supergirl,2
General Zod,Superman,2
General Zod,T.D.K.,2
General Zod,The Flash,2
General Zod,Vigilante,2
General Zod,White Dragon,2
General Zod,Wonder Woman (Armor of Asteria),2
General Zod,Wrath,2
General Zod,Agatha Harkness,1
General Zod,Abomination,1
General Zod,Ajak,1
General Zod,Ancient One (time stone),1
General Zod,Ancient One,1
General Zod,Ant-Man,1
General Zod,Arishem The Judge,1
General Zod,Ayo,1
General Zod,Baby Groot,1
General Zod,Baron Mordo,1
General Zod,Baron Zemo,1
General Zod,Black Bolt (Earth 838),1
General Zod,Black Bolt,1
General Zod,Black Panther,1
General Zod,Black Widow,1
General Zod,Bucky Barnes,1
General Zod,Bullseye,1
General Zod,Captain America,1
General Zod,Captain America (Worthy),1
General Zod,Captain Carter (Earth 838),1
General Zod,Captain Marvel,1
General Zod,Chitauri Footsoldier,1
General Zod,Corvus Glaive,1
General Zod,Crossbones,1
General Zod,Cull Obsidian,1
General Zod,Dar-Benn,1
General Zod,Daredevil,1
General Zod,Deathlok,1
General Zod,Destroyer,1
General Zod,Doctor Strange,1
General Zod,Dormammu,1
General Zod,Drax The Destroyer,1
General Zod,Ebony Maw,1
General Zod,Echo,1
General Zod,Ego,1
General Zod,Elektra,1
General Zod,Eternity,1
General Zod,Falcon,1
General Zod,Fandral,1
General Zod,Fat Thor,1
General Zod,Fenris,1
General Zod,Frigga,1
General Zod,G'iah,1
General Zod,Gamora,1
General Zod,Gargantos,1
General Zod,Ghost,2
General Zod,Ghost Rider,2
General Zod,Giant-Man,2
General Zod,Gilgamesh,2
General Zod,Gorr The God Butcher,2
General Zod,Gravik,2
General Zod,Groot,2
General Zod,Hawkeye,2
General Zod,Heimdall,2
General Zod,Hela,2
General Zod,High Evolutionary,2
General Zod,Hulk (Stark Gauntlet),2
General Zod,Hulk,2
General Zod,Ikaris,2
General Zod,Iron Fist,2
General Zod,Iron Man,2
General Zod,Iron Man (Mk 1),2
General Zod,Iron Man (Stark Gauntlet),2
General Zod,Iron Man (Hulkbuster),2
General Zod,Iron Monger,2
General Zod,Iron Spider,2
General Zod,Ironheart,2
General Zod,Jemiah The Analyzer,2
General Zod,Jessica Jones,2
General Zod,Kaecilius,2
General Zod,Kang the Conqueror,2
General Zod,Killian,2
General Zod,Killmonger,2
General Zod,Kingo,2
General Zod,Kingpin,2
General Zod,Korath The Pursuer,2
General Zod,Korg,2
General Zod,Kro,2
General Zod,Kurse,2
General Zod,Kid Loki,2
General Zod,Lady Loki,2
General Zod,Leo Fitz,2
General Zod,Leviathan,2
General Zod,Loki,2
General Zod,Loki (Mind Stone),2
General Zod,Loki (Keeper Of The Multiverse),2
General Zod,Loki (Variant L1130),2
General Zod,Loki (King of Asgard),2
General Zod,Luke Cage,2
General Zod,M'baku,2
General Zod,Makkari,2
General Zod,Malekith (Reality Stone),2
General Zod,Malekith,2
General Zod,Mandarin,2
General Zod,Mantis,2
General Zod,Mighty Thor,2
General Zod,MODOK,2
General Zod,Moon Knight,2
General Zod,Mr. Fantastic (Earth 838),2
General Zod,Mr. Knight,2
General Zod,Ms. America,2
General Zod,Ms. Marvel,2
General Zod,Mysterio,2
General Zod,Namor,2
General Zod,Nebula,2
General Zod,Nick Fury,2
General Zod,Nomad,2
General Zod,Odin,2
General Zod,Okoye,2
General Zod,Outrider,2
General Zod,Pepper Potts (Extremis),2
General Zod,Phastos,2
General Zod,Photon,2
General Zod,Proxima Midnight,2
General Zod,Quake,2
General Zod,Quicksilver,2
General Zod,Red Guardian,2
General Zod,Red Skull (Stonekeeper),2
General Zod,Red Skull,2
General Zod,Rescue,2
General Zod,Rocket Raccoon,2
General Zod,Ronan The Accuser (Power Stone),2
General Zod,Ronan The Accuser,2
General Zod,Ronin,2
General Zod,Scarlet Witch,2
General Zod,Sersi (uni-mind),2
General Zod,Sersi,2
General Zod,Shang-Chi,2
General Zod,She-Hulk,2
General Zod,Shuri,2
General Zod,Sif,2
General Zod,Sinister Strange,2
General Zod,Smart Hulk,2
General Zod,Spectral Vision,2
General Zod,Spider-Man,2
General Zod,Star-Lord (Celestial Power),2
General Zod,Star-Lord,2
General Zod,Stature,2
General Zod,Surtur,2
General Zod,Swole Groot,2
General Zod,Talos The Untamed,2
General Zod,Taskmaster,2
General Zod,Teenage Groot,2
General Zod,Thanos,2
General Zod,Thanos (Infinity Gauntlet),2
General Zod,The Collector,2
General Zod,The Executioner,2
General Zod,The Grandmaster,2
General Zod,The Great Protector,2
General Zod,The Punisher,2
General Zod,Thena,2
General Zod,Thor (Pre-Ragnarok),2
General Zod,Thor (Awakened),2
General Zod,Thor,2
General Zod,Ultron,2
General Zod,Unworthy Thor,2
General Zod,Valkyrie,2
General Zod,Vision,2
General Zod,Volstagg,2
General Zod,Vulture,2
General Zod,Wanda Maximoff (Pre-WandaVision),2
General Zod,War Machine,2
General Zod,Warlock,2
General Zod,Wasp,2
General Zod,Whiplash,2
General Zod,Whiplash (Mark II),2
General Zod,White Wolf,2
General Zod,Winter Soldier,2
General Zod,Wolverine,2
General Zod,Wong,2
General Zod,YellowJacket,2
General Zod,Yondu,2
General Zod,Zeus,2
Gluttony,Green Lantern,2
Gluttony,Harley Quinn,2
Gluttony,Hawkman,2
Gluttony,Hespera,2
Gluttony,Huntress,2
Gluttony,Incubus,2
Gluttony,Joker,2
Gluttony,Jor-El,2
Gluttony,Judomaster,2
Gluttony,Karathen,2
Gluttony,Katana,2
Gluttony,Killer Croc,2
Gluttony,King Nereus,2
Gluttony,King Shark,2
Gluttony,Lex Luthor,2
Gluttony,Lust,2
Gluttony,Mera,2
Gluttony,Mister Zsasz,2
Gluttony,Nam-Ek,2
Gluttony,Nuidis Vulko,2
Gluttony,Ocean Master,2
Gluttony,Parademon,2
Gluttony,Peacemaker,2
Gluttony,Penthesileia,2
Gluttony,Philippus,2
Gluttony,Polka-Dot Man,2
Gluttony,Queen Atlanna,2
Gluttony,Queen Hippolyta,2
Gluttony,Ratcatcher,2
Gluttony,Rick Flag,2
Gluttony,Sabbac,2
Gluttony,Savant,2
Gluttony,Shazam,2
Gluttony,Slipknot,2
Gluttony,Sol Soria,2
Gluttony,Starro,2
Gluttony,Steppenwolf,2
Gluttony,Supergirl,2
Gluttony,Superman,2
Gluttony,T.D.K.,2
Gluttony,The Flash,2
Gluttony,Vigilante,2
Gluttony,White Dragon,2
Gluttony,Wonder Woman (Armor of Asteria),2
Gluttony,Wrath,2
Gluttony,Agatha Harkness,1
Gluttony,Abomination,1
Gluttony,Ajak,1
Gluttony,Ancient One (time stone),1
Gluttony,Ancient One,1
Gluttony,Ant-Man,1
Gluttony,Arishem The Judge,1
Gluttony,Ayo,1
Gluttony,Baby Groot,1
Gluttony,Baron Mordo,1
Gluttony,Baron Zemo,1
Gluttony,Black Bolt (Earth 838),1
Gluttony,Black Bolt,1
Gluttony,Black Panther,1
Gluttony,Black Widow,1
Gluttony,Bucky Barnes,1
Gluttony,Bullseye,1
Gluttony,Captain America,1
Gluttony,Captain America (Worthy),1
Gluttony,Captain Carter (Earth 838),1
Gluttony,Captain Marvel,1
Gluttony,Chitauri Footsoldier,1
Gluttony,Corvus Glaive,1
Gluttony,Crossbones,1
Gluttony,Cull Obsidian,1
Gluttony,Dar-Benn,1
Gluttony,Daredevil,1
Gluttony,Deathlok,1
Gluttony,Destroyer,1
Gluttony,Doctor Strange,1
Gluttony,Dormammu,1
Gluttony,Drax The Destroyer,1
Gluttony,Ebony Maw,1
Gluttony,Echo,1
Gluttony,Ego,1
Gluttony,Elektra,1
Gluttony,Eternity,1
Gluttony,Falcon,1
Gluttony,Fandral,1
Gluttony,Fat Thor,1
Gluttony,Fenris,1
Gluttony,Frigga,1
Gluttony,G'iah,1
Gluttony,Gamora,1
Gluttony,Gargantos,1
Gluttony,Ghost,1
Gluttony,Ghost Rider,1
Gluttony,Giant-Man,1
Gluttony,Gilgamesh,1
Gluttony,Gorr The God Butcher,2
Gluttony,Gravik,2
Gluttony,Groot,2
Gluttony,Hawkeye,2
Gluttony,Heimdall,2
Gluttony,Hela,2
Gluttony,High Evolutionary,2
Gluttony,Hulk (Stark Gauntlet),2
Gluttony,Hulk,2
Gluttony,Ikaris,2
Gluttony,Iron Fist,2
Gluttony,Iron Man,2
Gluttony,Iron Man (Mk 1),2
Gluttony,Iron Man (Stark Gauntlet),2
Gluttony,Iron Man (Hulkbuster),2
Gluttony,Iron Monger,2
Gluttony,Iron Spider,2
Gluttony,Ironheart,2
Gluttony,Jemiah The Analyzer,2
Gluttony,Jessica Jones,2
Gluttony,Kaecilius,2
Gluttony,Kang the Conqueror,2
Gluttony,Killian,2
Gluttony,Killmonger,2
Gluttony,Kingo,2
Gluttony,Kingpin,2
Gluttony,Korath The Pursuer,2
Gluttony,Korg,2
Gluttony,Kro,2
Gluttony,Kurse,2
Gluttony,Kid Loki,2
Gluttony,Lady Loki,2
Gluttony,Leo Fitz,2
Gluttony,Leviathan,2
Gluttony,Loki,2
Gluttony,Loki (Mind Stone),2
Gluttony,Loki (Keeper Of The Multiverse),2
Gluttony,Loki (Variant L1130),2
Gluttony,Loki (King of Asgard),2
Gluttony,Luke Cage,2
Gluttony,M'baku,2
Gluttony,Makkari,2
Gluttony,Malekith (Reality Stone),2
Gluttony,Malekith,2
Gluttony,Mandarin,2
Gluttony,Mantis,2
Gluttony,Mighty Thor,2
Gluttony,MODOK,2
Gluttony,Moon Knight,2
Gluttony,Mr. Fantastic (Earth 838),2
Gluttony,Mr. Knight,2
Gluttony,Ms. America,2
Gluttony,Ms. Marvel,2
Gluttony,Mysterio,2
Gluttony,Namor,2
Gluttony,Nebula,2
Gluttony,Nick Fury,2
Gluttony,Nomad,2
Gluttony,Odin,2
Gluttony,Okoye,2
Gluttony,Outrider,2
Gluttony,Pepper Potts (Extremis),2
Gluttony,Phastos,2
Gluttony,Photon,2
Gluttony,Proxima Midnight,2
Gluttony,Quake,2
Gluttony,Quicksilver,2
Gluttony,Red Guardian,2
Gluttony,Red Skull (Stonekeeper),2
Gluttony,Red Skull,2
Gluttony,Rescue,2
Gluttony,Rocket Raccoon,2
Gluttony,Ronan The Accuser (Power Stone),2
Gluttony,Ronan The Accuser,2
Gluttony,Ronin,2
Gluttony,Scarlet Witch,2
Gluttony,Sersi (uni-mind),2
Gluttony,Sersi,2
Gluttony,Shang-Chi,2
Gluttony,She-Hulk,2
Gluttony,Shuri,2
Gluttony,Sif,2
Gluttony,Sinister Strange,2
Gluttony,Smart Hulk,2
Gluttony,Spectral Vision,2
Gluttony,Spider-Man,2
Gluttony,Star-Lord (Celestial Power),2
Gluttony,Star-Lord,2
Gluttony,Stature,2
Gluttony,Surtur,2
Gluttony,Swole Groot,2
Gluttony,Talos The Untamed,2
Gluttony,Taskmaster,2
Gluttony,Teenage Groot,2
Gluttony,Thanos,2
Gluttony,Thanos (Infinity Gauntlet),2
Gluttony,The Collector,2
Gluttony,The Executioner,2
Gluttony,The Grandmaster,2
Gluttony,The Great Protector,2
Gluttony,The Punisher,2
Gluttony,Thena,2
Gluttony,Thor (Pre-Ragnarok),2
Gluttony,Thor (Awakened),2
Gluttony,Thor,2
Gluttony,Ultron,2
Gluttony,Unworthy Thor,2
Gluttony,Valkyrie,2
Gluttony,Vision,2
Gluttony,Volstagg,2
Gluttony,Vulture,2
Gluttony,Wanda Maximoff (Pre-WandaVision),2
Gluttony,War Machine,2
Gluttony,Warlock,2
Gluttony,Wasp,2
Gluttony,Whiplash,2
Gluttony,Whiplash (Mark II),2
Gluttony,White Wolf,2
Gluttony,Winter Soldier,2
Gluttony,Wolverine,2
Gluttony,Wong,2
Gluttony,YellowJacket,2
Gluttony,Yondu,2
Gluttony,Zeus,2
Green Lantern,Harley Quinn,2
Green Lantern,Hawkman,2
Green Lantern,Hespera,2
Green Lantern,Huntress,2
Green Lantern,Incubus,2
Green Lantern,Joker,2
Green Lantern,Jor-El,2
Green Lantern,Judomaster,2
Green Lantern,Karathen,2
Green Lantern,Katana,2
Green Lantern,Killer Croc,2
Green Lantern,King Nereus,2
Green Lantern,King Shark,2
Green Lantern,Lex Luthor,2
Green Lantern,Lust,2
Green Lantern,Mera,2
Green Lantern,Mister Zsasz,2
Green Lantern,Nam-Ek,2
Green Lantern,Nuidis Vulko,2
Green Lantern,Ocean Master,2
Green Lantern,Parademon,2
Green Lantern,Peacemaker,2
Green Lantern,Penthesileia,2
Green Lantern,Philippus,2
Green Lantern,Polka-Dot Man,2
Green Lantern,Queen Atlanna,2
Green Lantern,Queen Hippolyta,2
Green Lantern,Ratcatcher,2
Green Lantern,Rick Flag,2
Green Lantern,Sabbac,2
Green Lantern,Savant,2
Green Lantern,Shazam,2
Green Lantern,Slipknot,2
Green Lantern,Sol Soria,2
Green Lantern,Starro,2
Green Lantern,Steppenwolf,2
Green Lantern,Supergirl,2
Green Lantern,Superman,2
Green Lantern,T.D.K.,2
Green Lantern,The Flash,2
Green Lantern,Vigilante,2
Green Lantern,White Dragon,2
Green Lantern,Wonder Woman (Armor of Asteria),2
Green Lantern,Wrath,2
Green Lantern,Agatha Harkness,1
Green Lantern,Abomination,1
Green Lantern,Ajak,1
Green Lantern,Ancient One (time stone),1
Green Lantern,Ancient One,1
Green Lantern,Ant-Man,1
Green Lantern,Arishem The Judge,1
Green Lantern,Ayo,1
Green Lantern,Baby Groot,1
Green Lantern,Baron Mordo,1
Green Lantern,Baron Zemo,1
Green Lantern,Black Bolt (Earth 838),1
Green Lantern,Black Bolt,1
Green Lantern,Black Panther,1
Green Lantern,Black Widow,1
Green Lantern,Bucky Barnes,1
Green Lantern,Bullseye,1
Green Lantern,Captain America,1
Green Lantern,Captain America (Worthy),1
Green Lantern,Captain Carter (Earth 838),1
Green Lantern,Captain Marvel,1
Green Lantern,Chitauri Footsoldier,1
Green Lantern,Corvus Glaive,1
Green Lantern,Crossbones,1
Green Lantern,Cull Obsidian,1
Green Lantern,Dar-Benn,1
Green Lantern,Daredevil,1
Green Lantern,Deathlok,1
Green Lantern,Destroyer,1
Green Lantern,Doctor Strange,1
Green Lantern,Dormammu,1
Green Lantern,Drax The Destroyer,1
Green Lantern,Ebony Maw,1
Green Lantern,Echo,1
Green Lantern,Ego,1
Green Lantern,Elektra,1
Green Lantern,Eternity,1
Green Lantern,Falcon,1
Green Lantern,Fandral,1
Green Lantern,Fat Thor,1
Green Lantern,Fenris,1
Green Lantern,Frigga,1
Green Lantern,G'iah,1
Green Lantern,Gamora,1
Green Lantern,Gargantos,1
Green Lantern,Ghost,1
Green Lantern,Ghost Rider,1
Green Lantern,Giant-Man,1
