Heroe 1,Heroe 2,Ganador
El Diablo,Stature,2
El Diablo,Surtur,1
El Diablo,Swole Groot,1
El Diablo,Talos The Untamed,1
El Diablo,Taskmaster,1
El Diablo,Teenage Groot,1
El Diablo,Thanos,2
El Diablo,Thanos (Infinity Gauntlet),1
El Diablo,The Collector,1
El Diablo,The Executioner,2
El Diablo,The Grandmaster,2
El Diablo,The Great Protector,1
El Diablo,The Punisher,1
El Diablo,Thena,2
El Diablo,Thor (Pre-Ragnarok),2
El Diablo,Thor (Awakened),2
El Diablo,Thor,2
El Diablo,Ultron,2
El Diablo,Unworthy Thor,2
El Diablo,Valkyrie,1
El Diablo,Vision,1
El Diablo,Vulture,1
El Diablo,Wanda Maximoff (Pre-WandaVision),1
El Diablo,War Machine,1
El Diablo,Warlock,2
El Diablo,Wasp,2
El Diablo,Whiplash,2
El Diablo,Whiplash (Mark II),2
El Diablo,White Wolf,1
El Diablo,Winter Soldier,2
El Diablo,Wolverine,1
El Diablo,Wong,2
El Diablo,YellowJacket,1
El Diablo,Yondu,1
El Diablo,Zeus,1
Enchantress,Envy,1
Enchantress,Faora,1
Enchantress,Freddy Freeman,1
Enchantress,General Zod,1
Enchantress,Gluttony,1
Enchantress,Green Lantern,2
Enchantress,Harley Quinn,2
Enchantress,Hawkman,2
Enchantress,Hespera,1
Enchantress,Huntress,2
Enchantress,Incubus,2
Enchantress,Joker,1
Enchantress,Jor-El,1
Enchantress,Judomaster,2
Enchantress,Karathen,1
Enchantress,Katana,1
Enchantress,Killer Croc,2
Enchantress,King Nereus,1
Enchantress,King Shark,2
Enchantress,Lex Luthor,1
Enchantress,Lust,2
Enchantress,Mera,1
Enchantress,Mister Zsasz,1
Enchantress,Nam-Ek,1
Enchantress,Nuidis Vulko,1
Enchantress,Ocean Master,2
Enchantress,Parademon,1
Enchantress,Peacemaker,2
Enchantress,Penthesileia,1
Enchantress,Philippus,1
Enchantress,Polka-Dot Man,2
Enchantress,Queen Atlanna,1
Enchantress,Queen Hippolyta,1
Enchantress,Ratcatcher,1
Enchantress,Rick Flag,1
Enchantress,Sabbac,2
Enchantress,Savant,2
Enchantress,Shazam,1
Enchantress,Slipknot,1
Enchantress,Sol Soria,2
Enchantress,Starro,1
Enchantress,Steppenwolf,2
Enchantress,Supergirl,2
Enchantress,Superman,2
Enchantress,T.D.K.,1
Enchantress,The Flash,1
Enchantress,Vigilante,1
Enchantress,White Dragon,2
Enchantress,Wonder Woman (Armor of Asteria),2
Enchantress,Wrath,1
Enchantress,Zeus,2
Enchantress,Agatha Harkness,2
Enchantress,Abomination,1
Enchantress,Ajak,2
Enchantress,Ancient One (time stone),1
Enchantress,Ancient One,2
Enchantress,Ant-Man,2
Enchantress,Arishem The Judge,1
Enchantress,Ayo,1
Enchantress,Baby Groot,1
Enchantress,Baron Mordo,1
Enchantress,Baron Zemo,1
Enchantress,Black Bolt (Earth 838),2
Enchantress,Black Bolt,2
Enchantress,Black Panther,2
Enchantress,Black Panther,1
Enchantress,Black Widow,2
Enchantress,Black Widow,2
Enchantress,Bucky Barnes,2
Enchantress,Bullseye,1
Enchantress,Captain America,1
Enchantress,Captain America (Worthy),1
Enchantress,Captain Carter (Earth 838),1
Enchantress,Captain Marvel,2
Enchantress,Chitauri Footsoldier,2
Enchantress,Corvus Glaive,2
Enchantress,Crossbones,2
Enchantress,Cull Obsidian,1
Enchantress,Dar-Benn,2
Enchantress,Daredevil,2
Enchantress,Deathlok,1
Enchantress,Destroyer,1
Enchantress,Doctor Strange,1
Enchantress,Dormammu,2
Enchantress,Drax The Destroyer,2
Enchantress,Ebony Maw,1
Enchantress,Echo,1
Enchantress,Ego,2
Enchantress,Elektra,1
Enchantress,Eternity,1
Enchantress,Falcon,2
Enchantress,Fandral,2
Enchantress,Fat Thor,1
Enchantress,Fenris,2
Enchantress,Frigga,2
Enchantress,G'iah,1
Enchantress,Gamora,2
Enchantress,Gargantos,2
Enchantress,Ghost,1
Enchantress,Ghost Rider,1
Enchantress,Giant-Man,1
Enchantress,Gilgamesh,1
Enchantress,Gorr The God Butcher,1
Enchantress,Gravik,1
Enchantress,Groot,1
Enchantress,Hawkeye,2
Enchantress,Hawkeye,1
Enchantress,Heimdall,2
Enchantress,Hela,1
Enchantress,High Evolutionary,1
Enchantress,Hulk (Stark Gauntlet),2
Enchantress,Hulk,2
Enchantress,Ikaris,1
Enchantress,Iron Fist,1
Enchantress,Iron Man,2
Enchantress,Iron Man (Mk 1),2
Enchantress,Iron Man (Stark Gauntlet),2
Enchantress,Iron Man (Hulkbuster),2
Enchantress,Iron Monger,1
Enchantress,Iron Spider,1
Enchantress,Ironheart,1
Enchantress,Jemiah The Analyzer,1
Enchantress,Jessica Jones,1
Enchantress,Kaecilius,1
Enchantress,Kang the Conqueror,2
Enchantress,Killian,1
Enchantress,Killmonger,1
Enchantress,Kingo,1
Enchantress,Kingpin,1
Enchantress,Korath The Pursuer,2
Enchantress,Korg,1
Enchantress,Kro,2
Enchantress,Kurse,1
Enchantress,Kid Loki,2
Enchantress,Lady Loki,2
Enchantress,Leo Fitz,1
Enchantress,Leviathan,2
Enchantress,Loki,1
Enchantress,Loki (Mind Stone),2
Enchantress,Loki (Keeper Of The Multiverse),2
Enchantress,Loki (Variant L1130),1
Enchantress,Loki (King of Asgard),1
Enchantress,Luke Cage,1
Enchantress,M'baku,1
Enchantress,Makkari,1
Enchantress,Malekith (Reality Stone),2
Enchantress,Malekith,1
Enchantress,Mandarin,2
Enchantress,Mantis,2
Enchantress,Mighty Thor,1
Enchantress,MODOK,1
Enchantress,Moon Knight,1
Enchantress,Mr. Fantastic (Earth 838),2
Enchantress,Mr. Knight,2
Enchantress,Ms. America,1
Enchantress,Ms. Marvel,1
Enchantress,Mysterio,2
Enchantress,Namor,2
Enchantress,Nebula,1
Enchantress,Nick Fury,2
Enchantress,Nomad,2
Enchantress,Odin,2
Enchantress,Okoye,1
Enchantress,Outrider,2
Enchantress,Pepper Potts (Extremis),2
Enchantress,Phastos,2
Enchantress,Photon,2
Enchantress,Proxima Midnight,1
Enchantress,Quake,1
Enchantress,Quicksilver,2
Enchantress,Red Guardian,1
Enchantress,Red Skull (Stonekeeper),2
Enchantress,Red Skull,1
Enchantress,Rescue,2
Enchantress,Rocket Raccoon,1
Enchantress,Ronan The Accuser (Power Stone),2
Enchantress,Ronan The Accuser,1
Enchantress,Ronin,2
Enchantress,Scarlet Witch,2
Enchantress,Sersi (uni-mind),1
Enchantress,Sersi,2
Enchantress,Shang-Chi,2
Enchantress,She-Hulk,2
Enchantress,Shuri,2
Enchantress,Sif,2
Enchantress,Sinister Strange,1
Enchantress,Smart Hulk,1
Enchantress,Spectral Vision,1
Enchantress,Spider-Man,2
Enchantress,Star-Lord (Celestial Power),2
Enchantress,Star-Lord,1
Enchantress,Stature,1
Enchantress,Surtur,2
Enchantress,Swole Groot,2
Enchantress,Talos The Untamed,2
Enchantress,Taskmaster,1
Enchantress,Teenage Groot,2
Enchantress,Thanos,1
Enchantress,Thanos (Infinity Gauntlet),2
Enchantress,The Collector,2
Enchantress,The Executioner,1
Enchantress,The Grandmaster,1
Enchantress,The Great Protector,2
Enchantress,The Punisher,1
Enchantress,Thena,2
Enchantress,Thor (Pre-Ragnarok),1
Enchantress,Thor (Awakened),1
Enchantress,Thor,1
Enchantress,Ultron,2
Enchantress,Unworthy Thor,2
Enchantress,Valkyrie,2
Enchantress,Vision,2
Enchantress,Vulture,1
Enchantress,Wanda Maximoff (Pre-WandaVision),1
Enchantress,War Machine,2
Enchantress,Warlock,1
Enchantress,Wasp,1
Enchantress,Whiplash,1
Enchantress,Whiplash (Mark II),2
Enchantress,White Wolf,1
Enchantress,Winter Soldier,1
Enchantress,Wolverine,1
Enchantress,Wong,1
Enchantress,YellowJacket,1
Enchantress,Yondu,2
Enchantress,Zeus,2
Envy,Faora,2
Envy,Freddy Freeman,2
Envy,General Zod,1
Envy,Gluttony,2
Envy,Green Lantern,1
Envy,Harley Quinn,2
Envy,Hawkman,1
Envy,Hespera,2
Envy,Huntress,2
Envy,Incubus,1
Envy,Joker,1
Envy,Jor-El,2
Envy,Judomaster,2
Envy,Karathen,1
Envy,Katana,2
Envy,Killer Croc,2
Envy,King Nereus,2
Envy,King Shark,1
Envy,Lex Luthor,1
Envy,Lust,1
Envy,Mera,2
Envy,Mister Zsasz,2
Envy,Nam-Ek,1
Envy,Nuidis Vulko,2
Envy,Ocean Master,2
Envy,Parademon,2
Envy,Peacemaker,1
Envy,Penthesileia,2
Envy,Philippus,2
Envy,Polka-Dot Man,2
Envy,Queen Atlanna,1
Envy,Queen Hippolyta,1
Envy,Ratcatcher,2
Envy,Rick Flag,2
Envy,Sabbac,1
Envy,Savant,1
Envy,Shazam,1
Envy,Slipknot,2
Envy,Sol Soria,1
Envy,Starro,1
Envy,Steppenwolf,2
Envy,Supergirl,2
Envy,Superman,2
Envy,T.D.K.,1
Envy,The Flash,2
Envy,Vigilante,2
Envy,White Dragon,1
Envy,Wonder Woman (Armor of Asteria),2
Envy,Wrath,2
Envy,Zeus,1
Envy,Agatha Harkness,1
Envy,Abomination,2
Envy,Ajak,1
Envy,Ancient One (time stone),2
Envy,Ancient One,2
Envy,Ant-Man,1
Envy,Arishem The Judge,2
Envy,Ayo,1
Envy,Baby Groot,1
Envy,Baron Mordo,1
Envy,Baron Zemo,2
Envy,Black Bolt (Earth 838),2
Envy,Black Bolt,2
Envy,Black Panther,1
Envy,Black Panther,2
Envy,Black Widow,2
Envy,Black Widow,1
Envy,Bucky Barnes,1
Envy,Bullseye,2
Envy,Captain America,1
Envy,Captain America (Worthy),1
Envy,Captain Carter (Earth 838),1
Envy,Captain Marvel,1
Envy,Chitauri Footsoldier,2
Envy,Corvus Glaive,2
Envy,Crossbones,2
Envy,Cull Obsidian,1
Envy,Dar-Benn,2
Envy,Daredevil,2
Envy,Deathlok,1
Envy,Destroyer,2
Envy,Doctor Strange,1
Envy,Dormammu,2
Envy,Drax The Destroyer,2
Envy,Ebony Maw,1
Envy,Echo,2
Envy,Ego,1
Envy,Elektra,2
Envy,Eternity,1
Envy,Falcon,2
Envy,Fandral,1
Envy,Fat Thor,1
Envy,Fenris,2
Envy,Frigga,1
Envy,G'iah,2
Envy,Gamora,1
Envy,Gargantos,1
Envy,Ghost,2
Envy,Ghost Rider,1
Envy,Giant-Man,1
Envy,Gilgamesh,2
Envy,Gorr The God Butcher,2
Envy,Gravik,1
Envy,Groot,1
Envy,Hawkeye,1
Envy,Hawkeye,2
Envy,Heimdall,1
Envy,Hela,1
Envy,High Evolutionary,2
Envy,Hulk (Stark Gauntlet),2
Envy,Hulk,2
Envy,Ikaris,1
Envy,Iron Fist,1
Envy,Iron Man,1
Envy,Iron Man (Mk 1),1
Envy,Iron Man (Stark Gauntlet),2
Envy,Iron Man (Hulkbuster),1
Envy,Iron Monger,1
Envy,Iron Spider,1
Envy,Ironheart,2
Envy,Jemiah The Analyzer,2
Envy,Jessica Jones,1
Envy,Kaecilius,2
Envy,Kang the Conqueror,2
Envy,Killian,1
Envy,Killmonger,1
Envy,Kingo,2
Envy,Kingpin,1
Envy,Korath The Pursuer,1
Envy,Korg,1
Envy,Kro,1
Envy,Kurse,2
Envy,Kid Loki,1
Envy,Lady Loki,2
Envy,Leo Fitz,2
Envy,Leviathan,2
Envy,Loki,1
Envy,Loki (Mind Stone),2
Envy,Loki (Keeper Of The Multiverse),2
Envy,Loki (Variant L1130),1
Envy,Loki (King of Asgard),1
Envy,Luke Cage,2
Envy,M'baku,1
Envy,Makkari,2
Envy,Malekith (Reality Stone),1
Envy,Malekith,2
Envy,Mandarin,1
Envy,Mantis,2
Envy,Mighty Thor,2
Envy,MODOK,1
Envy,Moon Knight,1
Envy,Mr. Fantastic (Earth 838),1
Envy,Mr. Knight,1
Envy,Ms. America,1
Envy,Ms. Marvel,1
Envy,Mysterio,2
Envy,Namor,1
Envy,Nebula,1
Envy,Nick Fury,1
Envy,Nomad,2
Envy,Odin,2
Envy,Okoye,2
Envy,Outrider,2
Envy,Pepper Potts (Extremis),2
Envy,Phastos,1
Envy,Photon,1
Envy,Proxima Midnight,2
Envy,Quake,1
Envy,Quicksilver,2
Envy,Red Guardian,2
Envy,Red Skull (Stonekeeper),2
Envy,Red Skull,2
Envy,Rescue,2
Envy,Rocket Raccoon,2
Envy,Ronan The Accuser (Power Stone),1
Envy,Ronan The Accuser,2
Envy,Ronin,1
Envy,Scarlet Witch,1
Envy,Sersi (uni-mind),1
Envy,Sersi,1
Envy,Shang-Chi,1
Envy,She-Hulk,2
Envy,Shuri,2
Envy,Sif,2
Envy,Sinister Strange,1
Envy,Smart Hulk,2
Envy,Spectral Vision,2
Envy,Spider-Man,1
Envy,Star-Lord (Celestial Power),2
Envy,Star-Lord,1
Envy,Stature,1
Envy,Surtur,2
Envy,Swole Groot,1
Envy,Talos The Untamed,1
Envy,Taskmaster,1
Envy,Teenage Groot,1
Envy,Thanos,2
Envy,Thanos (Infinity Gauntlet),1
Envy,The Collector,2
Envy,The Executioner,2
Envy,The Grandmaster,1
Envy,The Great Protector,1
Envy,The Punisher,2
Envy,Thena,2
Envy,Thor (Pre-Ragnarok),1
Envy,Thor (Awakened),1
Envy,Thor,1
Envy,Ultron,1
Envy,Unworthy Thor,2
Envy,Valkyrie,2
Envy,Vision,2
Envy,Vulture,2
Envy,Wanda Maximoff (Pre-WandaVision),1
Envy,War Machine,1
Envy,Warlock,1
Envy,Wasp,1
Envy,Whiplash,1
Envy,Whiplash (Mark II),1
Envy,White Wolf,2
Envy,Winter Soldier,2
Envy,Wolverine,1
Envy,Wong,2
Envy,YellowJacket,1
Envy,Yondu,2
Envy,Zeus,2
Faora,Freddy Freeman,2
Faora,General Zod,2
Faora,Gluttony,2
Faora,Green Lantern,1
Faora,Harley Quinn,2
Faora,Hawkman,2
Faora,Hespera,2
Faora,Huntress,2
Faora,Incubus,1
Faora,Joker,2
Faora,Jor-El,1
Faora,Judomaster,2
Faora,Karathen,1
Faora,Katana,1
Faora,Killer Croc,2
Faora,King Nereus,2
Faora,King Shark,2
Faora,Lex Luthor,1
Faora,Lust,1
Faora,Mera,2
Faora,Mister Zsasz,1
Faora,Nam-Ek,1
Faora,Nuidis Vulko,1
Faora,Ocean Master,1
Faora,Parademon,2
Faora,Peacemaker,2
Faora,Penthesileia,1
Faora,Philippus,1
Faora,Polka-Dot Man,2
Faora,Queen Atlanna,1
Faora,Queen Hippolyta,2
Faora,Ratcatcher,2
Faora,Rick Flag,2
Faora,Sabbac,2
Faora,Savant,2
Faora,Shazam,2
Faora,Slipknot,1
Faora,Sol Soria,2
Faora,Starro,1
Faora,Steppenwolf,2
Faora,Supergirl,1
Faora,Superman,1
Faora,T.D.K.,1
Faora,The Flash,1
Faora,Vigilante,1
Faora,White Dragon,1
Faora,Wonder Woman (Armor of Asteria),1
Faora,Wrath,1
Faora,Zeus,2
Faora,Agatha Harkness,2
Faora,Abomination,2
Faora,Ajak,1
Faora,Ancient One (time stone),2
Faora,Ancient One,2
Faora,Ant-Man,1
Faora,Arishem The Judge,2
Faora,Ayo,2
Faora,Baby Groot,2
Faora,Baron Mordo,1
Faora,Baron Zemo,2
Faora,Black Bolt (Earth 838),2
Faora,Black Bolt,2
Faora,Black Panther,1
Faora,Black Panther,2
Faora,Black Widow,1
Faora,Black Widow,1
Faora,Bucky Barnes,2
Faora,Bullseye,2
Faora,Captain America,1
Faora,Captain America (Worthy),2
Faora,Captain Carter (Earth 838),2
Faora,Captain Marvel,2
Faora,Chitauri Footsoldier,2
Faora,Corvus Glaive,2
Faora,Crossbones,1
Faora,Cull Obsidian,2
Faora,Dar-Benn,1
Faora,Daredevil,2
Faora,Deathlok,1
Faora,Destroyer,1
Faora,Doctor Strange,1
Faora,Dormammu,2
Faora,Drax The Destroyer,1
Faora,Ebony Maw,1
Faora,Echo,2
Faora,Ego,2
Faora,Elektra,1
Faora,Eternity,2
Faora,Falcon,2
Faora,Fandral,2
Faora,Fat Thor,1
Faora,Fenris,2
Faora,Frigga,2
Faora,G'iah,2
Faora,Gamora,2
Faora,Gargantos,1
Faora,Ghost,1
Faora,Ghost Rider,1
Faora,Giant-Man,1
Faora,Gilgamesh,2
Faora,Gorr The God Butcher,1
Faora,Gravik,1
Faora,Groot,1
Faora,Hawkeye,1
Faora,Hawkeye,2
Faora,Heimdall,2
Faora,Hela,1
Faora,High Evolutionary,2
Faora,Hulk (Stark Gauntlet),1
Faora,Hulk,2
Faora,Ikaris,2
Faora,Iron Fist,2
Faora,Iron Man,1
Faora,Iron Man (Mk 1),2
Faora,Iron Man (Stark Gauntlet),2
Faora,Iron Man (Hulkbuster),1
Faora,Iron Monger,2
Faora,Iron Spider,2
Faora,Ironheart,1
Faora,Jemiah The Analyzer,1
Faora,Jessica Jones,1
Faora,Kaecilius,1
Faora,Kang the Conqueror,2
Faora,Killian,2
Faora,Killmonger,2
Faora,Kingo,2
Faora,Kingpin,2
Faora,Korath The Pursuer,2
Faora,Korg,2
Faora,Kro,2
Faora,Kurse,1
Faora,Kid Loki,2
Faora,Lady Loki,2
Faora,Leo Fitz,2
Faora,Leviathan,1
Faora,Loki,1
Faora,Loki (Mind Stone),2
Faora,Loki (Keeper Of The Multiverse),2
Faora,Loki (Variant L1130),2
Faora,Loki (King of Asgard),1
Faora,Luke Cage,1
Faora,M'baku,2
Faora,Makkari,2
Faora,Malekith (Reality Stone),1
Faora,Malekith,2
Faora,Mandarin,2
Faora,Mantis,2
Faora,Mighty Thor,1
Faora,MODOK,1
Faora,Moon Knight,2
Faora,Mr. Fantastic (Earth 838),2
Faora,Mr. Knight,1
Faora,Ms. America,1
Faora,Ms. Marvel,1
Faora,Mysterio,1
Faora,Namor,1
Faora,Nebula,1
Faora,Nick Fury,1
Faora,Nomad,1
Faora,Odin,1
Faora,Okoye,2
Faora,Outrider,2
Faora,Pepper Potts (Extremis),1
Faora,Phastos,2
Faora,Photon,1
Faora,Proxima Midnight,2
Faora,Quake,2
Faora,Quicksilver,2
Faora,Red Guardian,1
Faora,Red Skull (Stonekeeper),2
Faora,Red Skull,2
Faora,Rescue,2
Faora,Rocket Raccoon,2
Faora,Ronan The Accuser (Power Stone),1
Faora,Ronan The Accuser,2
Faora,Ronin,2
Faora,Scarlet Witch,1
Faora,Sersi (uni-mind),2
Faora,Sersi,1
Faora,Shang-Chi,2
Faora,She-Hulk,1
Faora,Shuri,1
Faora,Sif,1
Faora,Sinister Strange,2
Faora,Smart Hulk,2
Faora,Spectral Vision,1
Faora,Spider-Man,2
Faora,Star-Lord (Celestial Power),2
Faora,Star-Lord,2
Faora,Stature,2
Faora,Surtur,2
Faora,Swole Groot,1
Faora,Talos The Untamed,1
Faora,Taskmaster,2
Faora,Teenage Groot,2
Faora,Thanos,2
Faora,Thanos (Infinity Gauntlet),1
Faora,The Collector,2
Faora,The Executioner,1
Faora,The Grandmaster,2
Faora,The Great Protector,1
Faora,The Punisher,2
Faora,Thena,2
Faora,Thor (Pre-Ragnarok),2
Faora,Thor (Awakened),1
Faora,Thor,2
Faora,Ultron,1
Faora,Unworthy Thor,1
Faora,Valkyrie,2
Faora,Vision,1
Faora,Vulture,2
Faora,Wanda Maximoff (Pre-WandaVision),2
Faora,War Machine,2
Faora,Warlock,2
Faora,Wasp,2
Faora,Whiplash,2
Faora,Whiplash (Mark II),2
Faora,White Wolf,2
Faora,Winter Soldier,1
Faora,Wolverine,2
Faora,Wong,2
Faora,YellowJacket,1
Faora,Yondu,2
Faora,Zeus,2
Freddy Freeman,General Zod,1
Freddy Freeman,Gluttony,1
Freddy Freeman,Green Lantern,2
Freddy Freeman,Harley Quinn,1
Freddy Freeman,Hawkman,2
Freddy Freeman,Hespera,2
Freddy Freeman,Huntress,2
Freddy Freeman,Incubus,1
Freddy Freeman,Joker,1
Freddy Freeman,Jor-El,1
Freddy Freeman,Judomaster,1
Freddy Freeman,Karathen,2
Freddy Freeman,Katana,2
Freddy Freeman,Killer Croc,1
Freddy Freeman,King Nereus,2
Freddy Freeman,King Shark,2
Freddy Freeman,Lex Luthor,1
Freddy Freeman,Lust,2
Freddy Freeman,Mera,2
Freddy Freeman,Mister Zsasz,1
Freddy Freeman,Nam-Ek,2
Freddy Freeman,Nuidis Vulko,2
Freddy Freeman,Ocean Master,2
Freddy Freeman,Parademon,2
Freddy Freeman,Peacemaker,2
Freddy Freeman,Penthesileia,1
Freddy Freeman,Philippus,2
Freddy Freeman,Polka-Dot Man,1
Freddy Freeman,Queen Atlanna,1
Freddy Freeman,Queen Hippolyta,1
Freddy Freeman,Ratcatcher,2
Freddy Freeman,Rick Flag,2
Freddy Freeman,Sabbac,1
Freddy Freeman,Savant,2
Freddy Freeman,Shazam,1
Freddy Freeman,Slipknot,2
Freddy Freeman,Sol Soria,1
Freddy Freeman,Starro,1
Freddy Freeman,Steppenwolf,1
Freddy Freeman,Supergirl,1
Freddy Freeman,Superman,2
Freddy Freeman,T.D.K.,2
Freddy Freeman,The Flash,1
Freddy Freeman,Vigilante,2
Freddy Freeman,White Dragon,1
Freddy Freeman,Wonder Woman (Armor of Asteria),1
Freddy Freeman,Wrath,2
Freddy Freeman,Zeus,1
Freddy Freeman,Agatha Harkness,2
Freddy Freeman,Abomination,1
Freddy Freeman,Ajak,2
Freddy Freeman,Ancient One (time stone),1
Freddy Freeman,Ancient One,2
Freddy Freeman,Ant-Man,2
Freddy Freeman,Arishem The Judge,2
Freddy Freeman,Ayo,1
Freddy Freeman,Baby Groot,2
Freddy Freeman,Baron Mordo,1
Freddy Freeman,Baron Zemo,1
Freddy Freeman,Black Bolt (Earth 838),2
Freddy Freeman,Black Bolt,1
Freddy Freeman,Black Panther,1
Freddy Freeman,Black Panther,1
Freddy Freeman,Black Widow,2
Freddy Freeman,Black Widow,1
Freddy Freeman,Bucky Barnes,1
Freddy Freeman,Bullseye,1
Freddy Freeman,Captain America,1
Freddy Freeman,Captain America (Worthy),1
Freddy Freeman,Captain Carter (Earth 838),1
Freddy Freeman,Captain Marvel,1
Freddy Freeman,Chitauri Footsoldier,1
Freddy Freeman,Corvus Glaive,2
Freddy Freeman,Crossbones,2
Freddy Freeman,Cull Obsidian,2
Freddy Freeman,Dar-Benn,1
Freddy Freeman,Daredevil,1
Freddy Freeman,Deathlok,2
Freddy Freeman,Destroyer,2
Freddy Freeman,Doctor Strange,1
Freddy Freeman,Dormammu,2
Freddy Freeman,Drax The Destroyer,1
Freddy Freeman,Ebony Maw,2
Freddy Freeman,Echo,2
Freddy Freeman,Ego,1
Freddy Freeman,Elektra,1
Freddy Freeman,Eternity,2
Freddy Freeman,Falcon,1
Freddy Freeman,Fandral,2
Freddy Freeman,Fat Thor,2
Freddy Freeman,Fenris,2
Freddy Freeman,Frigga,2
Freddy Freeman,G'iah,2
Freddy Freeman,Gamora,2
Freddy Freeman,Gargantos,2
Freddy Freeman,Ghost,2
Freddy Freeman,Ghost Rider,2
Freddy Freeman,Giant-Man,2
Freddy Freeman,Gilgamesh,1
Freddy Freeman,Gorr The God Butcher,2
Freddy Freeman,Gravik,1
Freddy Freeman,Groot,1
Freddy Freeman,Hawkeye,2
Freddy Freeman,Hawkeye,1
Freddy Freeman,Heimdall,1
Freddy Freeman,Hela,1
Freddy Freeman,High Evolutionary,2
Freddy Freeman,Hulk (Stark Gauntlet),1
Freddy Freeman,Hulk,2
Freddy Freeman,Ikaris,2
Freddy Freeman,Iron Fist,1
Freddy Freeman,Iron Man,1
Freddy Freeman,Iron Man (Mk 1),2
Freddy Freeman,Iron Man (Stark Gauntlet),2
Freddy Freeman,Iron Man (Hulkbuster),1
Freddy Freeman,Iron Monger,2
Freddy Freeman,Iron Spider,1
Freddy Freeman,Ironheart,2
Freddy Freeman,Jemiah The Analyzer,1
Freddy Freeman,Jessica Jones,2
Freddy Freeman,Kaecilius,1
Freddy Freeman,Kang the Conqueror,1
Freddy Freeman,Killian,2
Freddy Freeman,Killmonger,1
Freddy Freeman,Kingo,2
Freddy Freeman,Kingpin,2
Freddy Freeman,Korath The Pursuer,1
Freddy Freeman,Korg,1
Freddy Freeman,Kro,2
Freddy Freeman,Kurse,1
Freddy Freeman,Kid Loki,1
Freddy Freeman,Lady Loki,1
Freddy Freeman,Leo Fitz,1
Freddy Freeman,Leviathan,1
Freddy Freeman,Loki,1
Freddy Freeman,Loki (Mind Stone),1
Freddy Freeman,Loki (Keeper Of The Multiverse),2
Freddy Freeman,Loki (Variant L1130),2
Freddy Freeman,Loki (King of Asgard),1
Freddy Freeman,Luke Cage,2
Freddy Freeman,M'baku,2
Freddy Freeman,Makkari,2
Freddy Freeman,Malekith (Reality Stone),1
Freddy Freeman,Malekith,2
Freddy Freeman,Mandarin,1
Freddy Freeman,Mantis,2
Freddy Freeman,Mighty Thor,2
Freddy Freeman,MODOK,1
Freddy Freeman,Moon Knight,1
Freddy Freeman,Mr. Fantastic (Earth 838),2
Freddy Freeman,Mr. Knight,1
Freddy Freeman,Ms. America,2
Freddy Freeman,Ms. Marvel,1
Freddy Freeman,Mysterio,1
Freddy Freeman,Namor,1
Freddy Freeman,Nebula,2
Freddy Freeman,Nick Fury,2
Freddy Freeman,Nomad,1
Freddy Freeman,Odin,1
Freddy Freeman,Okoye,1
Freddy Freeman,Outrider,1
Freddy Freeman,Pepper Potts (Extremis),1
Freddy Freeman,Phastos,1
Freddy Freeman,Photon,2
Freddy Freeman,Proxima Midnight,2
Freddy Freeman,Quake,2
Freddy Freeman,Quicksilver,2
Freddy Freeman,Red Guardian,1
Freddy Freeman,Red Skull (Stonekeeper),2
Freddy Freeman,Red Skull,1
Freddy Freeman,Rescue,2
Freddy Freeman,Rocket Raccoon,2
Freddy Freeman,Ronan The Accuser (Power Stone),1
Freddy Freeman,Ronan The Accuser,1
Freddy Freeman,Ronin,2
Freddy Freeman,Scarlet Witch,2
Freddy Freeman,Sersi (uni-mind),1
Freddy Freeman,Sersi,1
Freddy Freeman,Shang-Chi,2
Freddy Freeman,She-Hulk,1
Freddy Freeman,Shuri,2
Freddy Freeman,Sif,1
Freddy Freeman,Sinister Strange,1
Freddy Freeman,Smart Hulk,2
Freddy Freeman,Spectral Vision,2
Freddy Freeman,Spider-Man,1
Freddy Freeman,Star-Lord (Celestial Power),1
Freddy Freeman,Star-Lord,2
Freddy Freeman,Stature,1
Freddy Freeman,Surtur,1
Freddy Freeman,Swole Groot,1
Freddy Freeman,Talos The Untamed,2
Freddy Freeman,Taskmaster,2
Freddy Freeman,Teenage Groot,2
Freddy Freeman,Thanos,1
Freddy Freeman,Thanos (Infinity Gauntlet),2
Freddy Freeman,The Collector,1
Freddy Freeman,The Executioner,1
Freddy Freeman,The Grandmaster,2
Freddy Freeman,The Great Protector,2
Freddy Freeman,The Punisher,2
Freddy Freeman,Thena,2
Freddy Freeman,Thor (Pre-Ragnarok),1
Freddy Freeman,Thor (Awakened),2
Freddy Freeman,Thor,1
Freddy Freeman,Ultron,2
Freddy Freeman,Unworthy Thor,1
Freddy Freeman,Valkyrie,2
Freddy Freeman,Vision,1
Freddy Freeman,Vulture,1
Freddy Freeman,Wanda Maximoff (Pre-WandaVision),1
Freddy Freeman,War Machine,2
Freddy Freeman,Warlock,2
Freddy Freeman,Wasp,1
Freddy Freeman,Whiplash,2
Freddy Freeman,Whiplash (Mark II),1
Freddy Freeman,White Wolf,1
Freddy Freeman,Winter Soldier,2
Freddy Freeman,Wolverine,2
Freddy Freeman,Wong,1
Freddy Freeman,YellowJacket,2
Freddy Freeman,Yondu,1
Freddy Freeman,Zeus,1
General Zod,Gluttony,1
General Zod,Green Lantern,2
General Zod,Harley Quinn,2
General Zod,Hawkman,1
General Zod,Hespera,2
General Zod,Huntress,1
General Zod,Incubus,2
