Heroe 1,Heroe 2,Resultado
Jor-El,Black Bolt,1
Jor-El,Black Panther,1
Jor-El,Black Panther (Variant),1
Jor-El,Black Widow,1
Jor-El,Black Widow (Variant),1
Jor-El,Bucky Barnes,1
Jor-El,Bullseye,1
Jor-El,Captain America,1
Jor-El,Captain America (Worthy),1
Jor-El,Captain Carter (Earth-838),1
Jor-El,Captain Marvel,1
Jor-El,Chitauri Footsoldier,1
Jor-El,Corvus Glaive,1
Jor-El,Crossbones,1
Jor-El,Cull Obsidian,1
Jor-El,Dar-Benn,1
Jor-El,Daredevil,1
Jor-El,Deathlok,1
Jor-El,Destroyer,1
Jor-El,Doctor Strange,1
Jor-El,Dormammu,1
Jor-El,Drax the Destroyer,1
Jor-El,Ebony Maw,1
Jor-El,Echo,1
Jor-El,Ego,1
Jor-El,Elektra,1
Jor-El,Eternity,1
Jor-El,Falcon,1
Jor-El,Fandral,1
Jor-El,Fat Thor,1
Jor-El,Fenris,1
Jor-El,Frigga,1
Jor-El,Giah,1
Jor-El,Gamora,1
Jor-El,Gargantos,1
Jor-El,Ghost,1
Jor-El,Ghost Rider,1
Jor-El,Giant-Man,1
Jor-El,Gilgamesh,1
Jor-El,Gorr the God Butcher,1
Jor-El,Gravik,1
Jor-El,Groot,1
Jor-El,Hawkeye,1
Jor-El,Hawkeye (Variant),1
Jor-El,Heimdall,1
Jor-El,Hela,1
Jor-El,High Evolutionary,1
Jor-El,Hulk (Stark Gauntlet),1
Jor-El,Hulk,1
Jor-El,Ikaris,1
Jor-El,Iron Fist,1
Jor-El,Iron Man,1
Jor-El,Iron Man (MK 1),1
Jor-El,Iron Man (Stark Gauntlet),1
Jor-El,Iron Man (Hulkbuster),1
Jor-El,Iron Monger,1
Jor-El,Iron Spider,1
Jor-El,Ironheart,1
Jor-El,Jemiah the Analyzer,1
Jor-El,Jessica Jones,1
Jor-El,Kaecilius,1
Jor-El,Kang the Conqueror,1
Jor-El,Killian,1
Jor-El,Killmonger,1
Jor-El,Kingo,1
Jor-El,Kingpin,1
Jor-El,Korath the Pursuer,1
Jor-El,Korg,1
Jor-El,Kro,1
Jor-El,Kurse,1
Jor-El,Kid Loki,1
Jor-El,Lady Loki,1
Jor-El,Leo Fitz,1
Jor-El,Leviathan,1
Jor-El,Loki,1
Jor-El,Loki (Mind Stone),1
Jor-El,Loki (Keeper of the Multiverse),1
Jor-El,Loki (Variant L1130),1
Jor-El,Loki (King of Asgard),1
Jor-El,Luke Cage,1
Jor-El,MBaku,1
Jor-El,Makkari,1
Jor-El,Malekith (Reality Stone),1
Jor-El,Malekith,1
Jor-El,Mandarin,1
Jor-El,Mantis,1
Jor-El,Mighty Thor,1
Jor-El,MODOK,1
Jor-El,Moon Knight,1
Jor-El,Mr. Fantastic (Earth-838),1
Jor-El,Mr. Knight,1
Jor-El,Ms. America,1
Jor-El,Ms. Marvel,1
Jor-El,Mysterio,1
Jor-El,Namor,1
Jor-El,Nebula,1
Jor-El,Nick Fury,1
Jor-El,Nomad,1
Jor-El,Odin,1
Jor-El,Okoye,1
Jor-El,Outrider,1
Jor-El,Pepper Potts (Extremis),1
Jor-El,Phastos,1
Jor-El,Photon,1
Jor-El,Proxima Midnight,1
Jor-El,Quake,1
Jor-El,Quicksilver,1
Jor-El,Red Guardian,1
Jor-El,Red Skull (Stonekeeper),1
Jor-El,Red Skull,1
Jor-El,Rescue,1
Jor-El,Rocket Raccoon,1
Jor-El,Ronan the Accuser (Power Stone),1
Jor-El,Ronan the Accuser,1
Jor-El,Ronin,1
Jor-El,Scarlet Witch,1
Jor-El,Sersi (Uni-Mind),1
Jor-El,Sersi,1
Jor-El,Shang-Chi,1
Jor-El,She-Hulk,1
Jor-El,Shuri,1
Jor-El,Sif,1
Jor-El,Sinister Strange,1
Jor-El,Smart Hulk,1
Jor-El,Spectral Vision,1
Jor-El,Spider-Man,1
Jor-El,Star-Lord (Celestial Power),1
Jor-El,Star-Lord,1
Jor-El,Stature,1
Jor-El,Surtur,1
Jor-El,Swole Groot,1
Jor-El,Talos the Untamed,1
Jor-El,Taskmaster,1
Jor-El,Teenage Groot,1
Jor-El,Thanos,1
Jor-El,Thanos (Infinity Gauntlet),1
Jor-El,The Collector,1
Jor-El,The Executioner,1
Jor-El,The Grandmaster,1
Jor-El,The Great Protector,1
Jor-El,The Punisher,1
Jor-El,Thena,1
Jor-El,Thor (Pre-Ragnarok),1
Jor-El,Thor (Awakened),1
Jor-El,Thor,1
Jor-El,Ultron,1
Jor-El,Unworthy Thor,1
Jor-El,Valkyrie,1
Jor-El,Vision,1
Jor-El,Vulture,1
Jor-El,Wanda Maximoff (Pre-Wandavision),1
Jor-El,War Machine,1
Jor-El,Warlock,1
Jor-El,Wasp,1
Jor-El,Whiplash,1
Jor-El,Whiplash Mark II,1
Jor-El,White Wolf,1
Jor-El,Winter Soldier,1
Jor-El,Wolverine,1
Jor-El,Wong,1
Jor-El,Yellowjacket,1
Jor-El,Yondu,1
Judomaster,Aquaman,1
Judomaster,Ares,1
Judomaster,Atom Smasher,1
Judomaster,Batman,1
Judomaster,Black Adam,1
Judomaster,Black Canary,1
Judomaster,Black Manta,1
Judomaster,Black Mask,1
Judomaster,Bloodsport,1
Judomaster,Captain Boomerang,1
Judomaster,Cassandra Cain,1
Judomaster,Cheetah,1
Judomaster,Cyborg,1
Judomaster,Cyclone,1
Judomaster,Dark Flash,1
Judomaster,Darkseid,1
Judomaster,Deadshot,1
Judomaster,Doctor Fate,1
Judomaster,Doctor Sivana,1
Judomaster,Doomsday,1
Judomaster,El Diablo,1
Judomaster,Enchantress,1
Judomaster,Envy,1
Judomaster,Faora,1
Judomaster,Freddy Freeman,1
Judomaster,General Zod,1
Judomaster,Gluttony,1
Judomaster,Green Lantern,1
Judomaster,Harley Quinn,1
Judomaster,Hawkman,1
Judomaster,Hespera,1
Judomaster,Huntress,1
Judomaster,Incubus,1
Judomaster,Joker,1
Judomaster,Jor-El,1
Judomaster,Karathen,1
Judomaster,Katana,1
Judomaster,Killer Croc,1
Judomaster,King Nereus,1
Judomaster,King Shark,1
Judomaster,Lex Luthor,1
Judomaster,Lust,1
Judomaster,Mera,1
Judomaster,Mister Zsasz,1
Judomaster,Nam-Ek,1
Judomaster,Nuidis Vulko,1
Judomaster,Ocean Master,1
Judomaster,Parademon,1
Judomaster,Peacemaker,1
Judomaster,Penthesileia,1
Judomaster,Philippus,1
Judomaster,Polka-Dot Man,1
Judomaster,Queen Atlanna,1
Judomaster,Queen Hippolyta,1
Judomaster,Ratcatcher,1
Judomaster,Rick Flag,1
Judomaster,Sabbac,1
Judomaster,Savant,1
Judomaster,Shazam,1
Judomaster,Slipknot,1
Judomaster,Sol Soria,1
Judomaster,Starro,1
Judomaster,Steppenwolf,1
Judomaster,Supergirl,1
Judomaster,Superman,1
Judomaster,T.D.K.,1
Judomaster,The Flash,1
Judomaster,Vigilante,1
Judomaster,White Dragon,1
Judomaster,Wonder Woman,1
Judomaster,Wrath,1
Judomaster,Zeus,1
Judomaster,Agatha Harkness,1
Judomaster,Abomination,1
Judomaster,Ajak,1
Judomaster,Ancient One (Time Stone),1
Judomaster,Ancient One,1
Judomaster,Ant-Man,1
Judomaster,Arishem the Judge,1
Judomaster,Ayo,1
Judomaster,Baby Groot,1
Judomaster,Baron Mordo,1
Judomaster,Baron Zemo,1
Judomaster,Black Bolt (Earth-838),1
Judomaster,Black Bolt,1
Judomaster,Black Panther,1
Judomaster,Black Panther (Variant),1
Judomaster,Black Widow,1
Judomaster,Black Widow (Variant),1
Judomaster,Bucky Barnes,1
Judomaster,Bullseye,1
Judomaster,Captain America,1
Judomaster,Captain America (Worthy),1
Judomaster,Captain Carter (Earth-838),1
Judomaster,Captain Marvel,1
Judomaster,Chitauri Footsoldier,1
Judomaster,Corvus Glaive,1
Judomaster,Crossbones,1
Judomaster,Cull Obsidian,1
Judomaster,Dar-Benn,1
Judomaster,Daredevil,1
Judomaster,Deathlok,1
Judomaster,Destroyer,1
Judomaster,Doctor Strange,1
Judomaster,Dormammu,1
Judomaster,Drax the Destroyer,1
Judomaster,Ebony Maw,1
Judomaster,Echo,1
Judomaster,Ego,1
Judomaster,Elektra,1
Judomaster,Eternity,1
Judomaster,Falcon,1
Judomaster,Fandral,1
Judomaster,Fat Thor,1
Judomaster,Fenris,1
Judomaster,Frigga,1
Judomaster,Giah,1
Judomaster,Gamora,1
Judomaster,Gargantos,1
Judomaster,Ghost,1
Judomaster,Ghost Rider,1
Judomaster,Giant-Man,1
Judomaster,Gilgamesh,1
Judomaster,Gorr the God Butcher,1
Judomaster,Gravik,1
Judomaster,Groot,1
Judomaster,Hawkeye,1
Judomaster,Hawkeye (Variant),1
Judomaster,Heimdall,1
Judomaster,Hela,1
Judomaster,High Evolutionary,1
Judomaster,Hulk (Stark Gauntlet),1
Judomaster,Hulk,1
Judomaster,Ikaris,1
Judomaster,Iron Fist,1
Judomaster,Iron Man,1
Judomaster,Iron Man (MK 1),1
Judomaster,Iron Man (Stark Gauntlet),1
Judomaster,Iron Man (Hulkbuster),1
Judomaster,Iron Monger,1
Judomaster,Iron Spider,1
Judomaster,Ironheart,1
Judomaster,Jemiah the Analyzer,1
Judomaster,Jessica Jones,1
Judomaster,Kaecilius,1
Judomaster,Kang the Conqueror,1
Judomaster,Killian,1
Judomaster,Killmonger,1
Judomaster,Kingo,1
Judomaster,Kingpin,1
Judomaster,Korath the Pursuer,1
Judomaster,Korg,1
Judomaster,Kro,1
Judomaster,Kurse,1
Judomaster,Kid Loki,1
Judomaster,Lady Loki,1
Judomaster,Leo Fitz,1
Judomaster,Leviathan,1
Judomaster,Loki,1
Judomaster,Loki (Mind Stone),1
Judomaster,Loki (Keeper of the Multiverse),1
Judomaster,Loki (Variant L1130),1
Judomaster,Loki (King of Asgard),1
Judomaster,Luke Cage,1
Judomaster,MBaku,1
Judomaster,Makkari,1
Judomaster,Malekith (Reality Stone),1
Judomaster,Malekith,1
Judomaster,Mandarin,1
Judomaster,Mantis,1
Judomaster,Mighty Thor,1
Judomaster,MODOK,1
Judomaster,Moon Knight,1
Judomaster,Mr. Fantastic (Earth-838),1
Judomaster,Mr. Knight,1
Judomaster,Ms. America,1
Judomaster,Ms. Marvel,1
Judomaster,Mysterio,1
Judomaster,Namor,1
Judomaster,Nebula,1
Judomaster,Nick Fury,1
Judomaster,Nomad,1
Judomaster,Odin,1
Judomaster,Okoye,1
Judomaster,Outrider,1
Judomaster,Pepper Potts (Extremis),1
Judomaster,Phastos,1
Judomaster,Photon,1
Judomaster,Proxima Midnight,1
Judomaster,Quake,1
Judomaster,Quicksilver,1
Judomaster,Red Guardian,1
Judomaster,Red Skull (Stonekeeper),1
Judomaster,Red Skull,1
Judomaster,Rescue,1
Judomaster,Rocket Raccoon,1
Judomaster,Ronan the Accuser (Power Stone),1
Judomaster,Ronan the Accuser,1
Judomaster,Ronin,1
Judomaster,Scarlet Witch,1
Judomaster,Sersi (Uni-Mind),1
Judomaster,Sersi,1
Judomaster,Shang-Chi,1
Judomaster,She-Hulk,1
Judomaster,Shuri,1
Judomaster,Sif,1
Judomaster,Sinister Strange,1
Judomaster,Smart Hulk,1
Judomaster,Spectral Vision,1
Judomaster,Spider-Man,1
Judomaster,Star-Lord (Celestial Power),1
Judomaster,Star-Lord,1
Judomaster,Stature,1
Judomaster,Surtur,1
Judomaster,Swole Groot,1
Judomaster,Talos the Untamed,1
Judomaster,Taskmaster,1
Judomaster,Teenage Groot,1
Judomaster,Thanos,1
Judomaster,Thanos (Infinity Gauntlet),1
Judomaster,The Collector,1
Judomaster,The Executioner,1
Judomaster,The Grandmaster,1
Judomaster,The Great Protector,1
Judomaster,The Punisher,1
Judomaster,Thena,1
Judomaster,Thor (Pre-Ragnarok),1
Judomaster,Thor (Awakened),1
Judomaster,Thor,1
Judomaster,Ultron,1
Judomaster,Unworthy Thor,1
Judomaster,Valkyrie,1
Judomaster,Vision,1
Judomaster,Vulture,1
Judomaster,Wanda Maximoff (Pre-Wandavision),1
Judomaster,War Machine,1
Judomaster,Warlock,1
Judomaster,Wasp,1
Judomaster,Whiplash,1
Judomaster,Whiplash Mark II,1
Judomaster,White Wolf,1
Judomaster,Winter Soldier,1
Judomaster,Wolverine,1
Judomaster,Wong,1
Judomaster,Yellowjacket,1
Judomaster,Yondu,1
Karathen,Aquaman,1
Karathen,Ares,1
Karathen,Atom Smasher,1
Karathen,Batman,1
Karathen,Black Adam,1
Karathen,Black Canary,1
Karathen,Black Manta,1
Karathen,Black Mask,1
Karathen,Bloodsport,1
Karathen,Captain Boomerang,1
Karathen,Cassandra Cain,1
Karathen,Cheetah,1
Karathen,Cyborg,1
Karathen,Cyclone,1
Karathen,Dark Flash,1
Karathen,Darkseid,1
Karathen,Deadshot,1
Karathen,Doctor Fate,1
Karathen,Doctor Sivana,1
Karathen,Doomsday,1
Karathen,El Diablo,1
Karathen,Enchantress,1
Karathen,Envy,1
Karathen,Faora,1
Karathen,Freddy Freeman,1
Karathen,General Zod,1
Karathen,Gluttony,1
Karathen,Green Lantern,1
Karathen,Harley Quinn,1
Karathen,Hawkman,1
Karathen,Hespera,1
Karathen,Huntress,1
Karathen,Incubus,1
Karathen,Joker,1
Karathen,Jor-El,1
Karathen,Judomaster,1
Karathen,Katana,1
Karathen,Killer Croc,1
Karathen,King Nereus,1
Karathen,King Shark,1
Karathen,Lex Luthor,1
Karathen,Lust,1
Karathen,Mera,1
Karathen,Mister Zsasz,1
Karathen,Nam-Ek,1
Karathen,Nuidis Vulko,1
Karathen,Ocean Master,1
Karathen,Parademon,1
Karathen,Peacemaker,1
Karathen,Penthesileia,1
Karathen,Philippus,1
Karathen,Polka-Dot Man,1
Karathen,Queen Atlanna,1
Karathen,Queen Hippolyta,1
Karathen,Ratcatcher,1
Karathen,Rick Flag,1
Karathen,Sabbac,1
Karathen,Savant,1
Karathen,Shazam,1
Karathen,Slipknot,1
Karathen,Sol Soria,1
Karathen,Starro,1
Karathen,Steppenwolf,1
Karathen,Supergirl,1
Karathen,Superman,1
Karathen,T.D.K.,1
Karathen,The Flash,1
Karathen,Vigilante,1
Karathen,White Dragon,1
Karathen,Wonder Woman,1
Karathen,Wrath,1
Karathen,Zeus,1
Karathen,Agatha Harkness,1
Karathen,Abomination,1
Karathen,Ajak,1
Karathen,Ancient One (Time Stone),1
Karathen,Ancient One,1
Karathen,Ant-Man,1
Karathen,Arishem the Judge,1
Karathen,Ayo,1
Karathen,Baby Groot,1
Karathen,Baron Mordo,1
Karathen,Baron Zemo,1
Karathen,Black Bolt (Earth-838),1
Karathen,Black Bolt,1
Karathen,Black Panther,1
Karathen,Black Panther (Variant),1
Karathen,Black Widow,1
Karathen,Black Widow (Variant),1
Karathen,Bucky Barnes,1
Karathen,Bullseye,1
Karathen,Captain America,1
Karathen,Captain America (Worthy),1
Karathen,Captain Carter (Earth-838),1
Karathen,Captain Marvel,1
Karathen,Chitauri Footsoldier,1
Karathen,Corvus Glaive,1
Karathen,Crossbones,1
Karathen,Cull Obsidian,1
Karathen,Dar-Benn,1
Karathen,Daredevil,1
Karathen,Deathlok,1
Karathen,Destroyer,1
Karathen,Doctor Strange,1
Karathen,Dormammu,1
Karathen,Drax the Destroyer,1
Karathen,Ebony Maw,1
Karathen,Echo,1
Karathen,Ego,1
Karathen,Elektra,1
Karathen,Eternity,1
Karathen,Falcon,1
Karathen,Fandral,1
Karathen,Fat Thor,1
Karathen,Fenris,1
Karathen,Frigga,1
Karathen,Giah,1
Karathen,Gamora,1
Karathen,Gargantos,1
Karathen,Ghost,1
Karathen,Ghost Rider,1
Karathen,Giant-Man,1
Karathen,Gilgamesh,1
Karathen,Gorr the God Butcher,1
Karathen,Gravik,1
Karathen,Groot,1
Karathen,Hawkeye,1
Karathen,Hawkeye (Variant),1
Karathen,Heimdall,1
Karathen,Hela,1
Karathen,High Evolutionary,1
Karathen,Hulk (Stark Gauntlet),1
Karathen,Hulk,1
Karathen,Ikaris,1
Karathen,Iron Fist,1
Karathen,Iron Man,1
Karathen,Iron Man (MK 1),1
Karathen,Iron Man (Stark Gauntlet),1
Karathen,Iron Man (Hulkbuster),1
Karathen,Iron Monger,1
Karathen,Iron Spider,1
Karathen,Ironheart,1
Karathen,Jemiah the Analyzer,1
Karathen,Jessica Jones,1
Karathen,Kaecilius,1
Karathen,Kang the Conqueror,1
Karathen,Killian,1
Karathen,Killmonger,1
Karathen,Kingo,1
Karathen,Kingpin,1
Karathen,Korath the Pursuer,1
Karathen,Korg,1
Karathen,Kro,1
Karathen,Kurse,1
Karathen,Kid Loki,1
Karathen,Lady Loki,1
Karathen,Leo Fitz,1
Karathen,Leviathan,1
Karathen,Loki,1
Karathen,Loki (Mind Stone),1
Karathen,Loki (Keeper of the Multiverse),1
Karathen,Loki (Variant L1130),1
Karathen,Loki (King of Asgard),1
Karathen,Luke Cage,1
Karathen,MBaku,1
Karathen,Makkari,1
Karathen,Malekith (Reality Stone),1
Karathen,Malekith,1
Karathen,Mandarin,1
Karathen,Mantis,1
Karathen,Mighty Thor,1
Karathen,MODOK,1
Karathen,Moon Knight,1
Karathen,Mr. Fantastic (Earth-838),1
Karathen,Mr. Knight,1
Karathen,Ms. America,1
Karathen,Ms. Marvel,1
Karathen,Mysterio,1
Karathen,Namor,1
Karathen,Nebula,1
Karathen,Nick Fury,1
Karathen,Nomad,1
Karathen,Odin,1
Karathen,Okoye,1
Karathen,Outrider,1
Karathen,Pepper Potts (Extremis),1
Karathen,Phastos,1
Karathen,Photon,1
Karathen,Proxima Midnight,1
Karathen,Quake,1
Karathen,Quicksilver,1
Karathen,Red Guardian,1
Karathen,Red Skull (Stonekeeper),1
Karathen,Red Skull,1
Karathen,Rescue,1
Karathen,Rocket Raccoon,1
Karathen,Ronan the Accuser (Power Stone),1
Karathen,Ronan the Accuser,1
Karathen,Ronin,1
Karathen,Scarlet Witch,1
Karathen,Sersi (Uni-Mind),1
Karathen,Sersi,1
Karathen,Shang-Chi,1
Karathen,She-Hulk,1
Karathen,Shuri,1
Karathen,Sif,1
Karathen,Sinister Strange,1
Karathen,Smart Hulk,1
Karathen,Spectral Vision,1
Karathen,Spider-Man,1
Karathen,Star-Lord (Celestial Power),1
Karathen,Star-Lord,1
Karathen,Stature,1
Karathen,Surtur,1
Karathen,Swole Groot,1
Karathen,Talos the Untamed,1
Karathen,Taskmaster,1
Karathen,Teenage Groot,1
Karathen,Thanos,1
Karathen,Thanos (Infinity Gauntlet),1
Karathen,The Collector,1
Karathen,The Executioner,1
Karathen,The Grandmaster,1
Karathen,The Great Protector,1
Karathen,The Punisher,1
Karathen,Thena,1
Karathen,Thor (Pre-Ragnarok),1
Karathen,Thor (Awakened),1
Karathen,Thor,1
Karathen,Ultron,1
Karathen,Unworthy Thor,1
Karathen,Valkyrie,1
Karathen,Vision,1
Karathen,Vulture,1
Karathen,Wanda Maximoff (Pre-Wandavision),1
Karathen,War Machine,1
Karathen,Warlock,1
Karathen,Wasp,1
Karathen,Whiplash,1
Karathen,Whiplash Mark II,1
Karathen,White Wolf,1
Karathen,Winter Soldier,1
Karathen,Wolverine,1
Karathen,Wong,1
Karathen,Yellowjacket,1
Karathen,Yondu,1
Katana,Aquaman,1
Katana,Ares,1
Katana,Atom Smasher,1
Katana,Batman,1
Katana,Black Adam,1
Katana,Black Canary,1
Katana,Black Manta,1
Katana,Black Mask,1
Katana,Bloodsport,1
Katana,Captain Boomerang,1
Katana,Cassandra Cain,1
Katana,Cheetah,1
Katana,Cyborg,1
Katana,Cyclone,1
Katana,Dark Flash,1
Katana,Darkseid,1
Katana,Deadshot,1
Katana,Doctor Fate,1
Katana,Doctor Sivana,1
Katana,Doomsday,1
Katana,El Diablo,1
Katana,Enchantress,1
Katana,Envy,1
Katana,Faora,1
Katana,Freddy Freeman,1
Katana,General Zod,1
Katana,Gluttony,1
Katana,Green Lantern,1
Katana,Harley Quinn,1
Katana,Hawkman,1
Katana,Hespera,1
Katana,Huntress,1
Katana,Incubus,1
Katana,Joker,1
Katana,Jor-El,1
Katana,Judomaster,1
Katana,Karathen,1
Katana,Killer Croc,1
Katana,King Nereus,1
Katana,King Shark,1
Katana,Lex Luthor,1
Katana,Lust,1
Katana,Mera,1
Katana,Mister Zsasz,1
Katana,Nam-Ek,1
Katana,Nuidis Vulko,1
Katana,Ocean Master,1
Katana,Parademon,1
Katana,Peacemaker,1
Katana,Penthesileia,1
Katana,Philippus,1
Katana,Polka-Dot Man,1
Katana,Queen Atlanna,1
Katana,Queen Hippolyta,1
Katana,Ratcatcher,1
Katana,Rick Flag,1
Katana,Sabbac,1
Katana,Savant,1
Katana,Shazam,1
Katana,Slipknot,1
Katana,Sol Soria,1
Katana,Starro,1
Katana,Steppenwolf,1
Katana,Supergirl,1
Katana,Superman,1
Katana,T.D.K.,1
Katana,The Flash,1
Katana,Vigilante,1
Katana,White Dragon,1
Katana,Wonder Woman,1
Katana,Wrath,1
Katana,Zeus,1
Katana,Agatha Harkness,1
Katana,Abomination,1
Katana,Ajak,1
Katana,Ancient One (Time Stone),1
Katana,Ancient One,1
Katana,Ant-Man,1
Katana,Arishem the Judge,1
Katana,Ayo,1
Katana,Baby Groot,1
Katana,Baron Mordo,1
Katana,Baron Zemo,1
Katana,Black Bolt (Earth-838),1
Katana,Black Bolt,1
Katana,Black Panther,1
Katana,Black Panther (Variant),1
Katana,Black Widow,1
Katana,Black Widow (Variant),1
Katana,Bucky Barnes,1
Katana,Bullseye,1
Katana,Captain America,1
Katana,Captain America (Worthy),1
Katana,Captain Carter (Earth-838),1
Katana,Captain Marvel,1
Katana,Chitauri Footsoldier,1
Katana,Corvus Glaive,1
Katana,Crossbones,1
Katana,Cull Obsidian,1
Katana,Dar-Benn,1
Katana,Daredevil,1
Katana,Deathlok,1
Katana,Destroyer,1
Katana,Doctor Strange,1
Katana,Dormammu,1
Katana,Drax the Destroyer,1
Katana,Ebony Maw,1
Katana,Echo,1
Katana,Ego,1
Katana,Elektra,1
Katana,Eternity,1
Katana,Falcon,1
Katana,Fandral,1
Katana,Fat Thor,1
Katana,Fenris,1
Katana,Frigga,1
Katana,Giah,1
Katana,Gamora,1
Katana,Gargantos,1
Katana,Ghost,1
Katana,Ghost Rider,1
Katana,Giant-Man,1
Katana,Gilgamesh,1
Katana,Gorr the God Butcher,1
Katana,Gravik,1
Katana,Groot,1
Katana,Hawkeye,1
Katana,Hawkeye (Variant),1
Katana,Heimdall,1
Katana,Hela,1
Katana,High Evolutionary,1
Katana,Hulk (Stark Gauntlet),1
Katana,Hulk,1
Katana,Ikaris,1
Katana,Iron Fist,1
Katana,Iron Man,1
Katana,Iron Man (MK 1),1
Katana,Iron Man (Stark Gauntlet),1
Katana,Iron Man (Hulkbuster),1
Katana,Iron Monger,1
Katana,Iron Spider,1
Katana,Ironheart,1
Katana,Jemiah the Analyzer,1
Katana,Jessica Jones,1
Katana,Kaecilius,1
Katana,Kang the Conqueror,1
Katana,Killian,1
Katana,Killmonger,1
Katana,Kingo,1
Katana,Kingpin,1
Katana,Korath the Pursuer,1
Katana,Korg,1
Katana,Kro,1
Katana,Kurse,1
Katana,Kid Loki,1
Katana,Lady Loki,1
Katana,Leo Fitz,1
Katana,Leviathan,1
Katana,Loki,1
Katana,Loki (Mind Stone),1
Katana,Loki (Keeper of the Multiverse),1
Katana,Loki (Variant L1130),1
Katana,Loki (King of Asgard),1
Katana,Luke Cage,1
Katana,MBaku,1
Katana,Makkari,1
Katana,Malekith (Reality Stone),1
Katana,Malekith,1
Katana,Mandarin,1
Katana,Mantis,1
Katana,Mighty Thor,1
Katana,MODOK,1
Katana,Moon Knight,1
Katana,Mr. Fantastic (Earth-838),1
Katana,Mr. Knight,1
Katana,Ms. America,1
Katana,Ms. Marvel,1
Katana,Mysterio,1
Katana,Namor,1
Katana,Nebula,1
Katana,Nick Fury,1
Katana,Nomad,1
Katana,Odin,1
Katana,Okoye,1
Katana,Outrider,1
Katana,Pepper Potts (Extremis),1
Katana,Phastos,1
Katana,Photon,1
Katana,Proxima Midnight,1
Katana,Quake,1
Katana,Quicksilver,1
Katana,Red Guardian,1
Katana,Red Skull (Stonekeeper),1
Katana,Red Skull,1
Katana,Rescue,1
Katana,Rocket Raccoon,1
Katana,Ronan the Accuser (Power Stone),1
Katana,Ronan the Accuser,1
Katana,Ronin,1
Katana,Scarlet Witch,1
Katana,Sersi (Uni-Mind),1
Katana,Sersi,1
Katana,Shang-Chi,1
Katana,She-Hulk,1
Katana,Shuri,1
Katana,Sif,1
Katana,Sinister Strange,1
Katana,Smart Hulk,1
Katana,Spectral Vision,1
Katana,Spider-Man,1
Katana,Star-Lord (Celestial Power),1
Katana,Star-Lord,1
Katana,Stature,1
Katana,Surtur,1
Katana,Swole Groot,1
Katana,Talos the Untamed,1
Katana,Taskmaster,1
Katana,Teenage Groot,1
Katana,Thanos,1
Katana,Thanos (Infinity Gauntlet),1
Katana,The Collector,1
Katana,The Executioner,1
Katana,The Grandmaster,1
Katana,The Great Protector,1
Katana,The Punisher,1
Katana,Thena,1
Katana,Thor (Pre-Ragnarok),1
Katana,Thor (Awakened),1
Katana,Thor,1
Katana,Ultron,1
Katana,Unworthy Thor,1
Katana,Valkyrie,1
Katana,Vision,1
Katana,Vulture,1
Katana,Wanda Maximoff (Pre-Wandavision),1
Katana,War Machine,1
Katana,Warlock,1
Katana,Wasp,1
Katana,Whiplash,1
Katana,Whiplash Mark II,1
Katana,White Wolf,1
Katana,Winter Soldier,1
Katana,Wolverine,1
Katana,Wong,1
Katana,Yellowjacket,1
Katana,Yondu,1
Killer Croc,Aquaman,1
Killer Croc,Ares,1
Killer Croc,Atom Smasher,1
Killer Croc,Batman,1
Killer Croc,Black Adam,1
Killer Croc,Black Canary,1
Killer Croc,Black Manta,1
Killer Croc,Black Mask,1
Killer Croc,Bloodsport,1
Killer Croc,Captain Boomerang,1
Killer Croc,Cassandra Cain,1
Killer Croc,Cheetah,1
Killer Croc,Cyborg,1
Killer Croc,Cyclone,1
Killer Croc,Dark Flash,1
Killer Croc,Darkseid,1
Killer Croc,Deadshot,1
Killer Croc,Doctor Fate,1
Killer Croc,Doctor Sivana,1
Killer Croc,Doomsday,1
Killer Croc,El Diablo,1
Killer Croc,Enchantress,1
Killer Croc,Envy,1
Killer Croc,Faora,1
Killer Croc,Freddy Freeman,1
Killer Croc,General Zod,1
Killer Croc,Gluttony,1
Killer Croc,Green Lantern,1
Killer Croc,Harley Quinn,1
Killer Croc,Hawkman,1
Killer Croc,Hespera,1
Killer Croc,Huntress,1
Killer Croc,Incubus,1
Killer Croc,Joker,1
Killer Croc,Jor-El,1
Killer Croc,Judomaster,1
Killer Croc,Karathen,1
Killer Croc,Katana,1
Killer Croc,King Nereus,1
Killer Croc,King Shark,1
Killer Croc,Lex Luthor,1
Killer Croc,Lust,1
Killer Croc,Mera,1
Killer Croc,Mister Zsasz,1
Killer Croc,Nam-Ek,1
Killer Croc,Nuidis Vulko,1
Killer Croc,Ocean Master,1
Killer Croc,Parademon,1
Killer Croc,Peacemaker,1
Killer Croc,Penthesileia,1
Killer Croc,Philippus,1
Killer Croc,Polka-Dot Man,1
Killer Croc,Queen Atlanna,1
Killer Croc,Queen Hippolyta,1
Killer Croc,Ratcatcher,1
Killer Croc,Rick Flag,1
Killer Croc,Sabbac,1
Killer Croc,Savant,1
Killer Croc,Shazam,1
Killer Croc,Slipknot,1
Killer Croc,Sol Soria,1
Killer Croc,Starro,1
Killer Croc,Steppenwolf,1
Killer Croc,Supergirl,1
Killer Croc,Superman,1
Killer Croc,T.D.K.,1
Killer Croc,The Flash,1
Killer Croc,Vigilante,1
Killer Croc,White Dragon,1
Killer Croc,Wonder Woman,1
Killer Croc,Wrath,1
