id,name,description,modified,comics_available,series_available,stories_available,events_available,event_available,thumbnail
1009301,Fantomex,,2014-04-29T14:52:10-0400,66,19,74,74,4,http://i.annihil.us/u/prod/marvel/i/mg/f/60/535ff35da5ccd.jpg
1011233,Fat Cobra,,2011-05-26T17:52:52-0400,16,6,21,21,1,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4db58b3c6aaa6.jpg
1009335,Felicia Hardy,,1969-12-31T19:00:00-0500,3,2,4,4,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009302,Fenris,,1969-12-31T19:00:00-0500,6,5,5,5,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011213,Feral,,1969-12-31T19:00:00-0500,9,5,9,9,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009303,Fin Fang Foom,,2011-05-24T16:44:22-0400,30,19,33,33,1,http://i.annihil.us/u/prod/marvel/i/mg/a/60/4ce59fc647d58.jpg
1010868,Firebird,,1969-12-31T19:00:00-0500,35,12,33,33,2,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0035b0a7de0.jpg
1009304,Firebrand,,1969-12-31T19:00:00-0500,7,4,13,13,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014987,Firedrake,,2010-11-18T15:58:52-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4cd0603234ecd.jpg
1009305,Firelord,,2010-11-18T14:27:51-0500,43,24,50,50,2,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59fd314c38.jpg
1009306,Firestar,,2013-10-17T14:57:09-0400,127,52,147,147,6,http://i.annihil.us/u/prod/marvel/i/mg/7/03/526032b8247e8.jpg
1011222,Firestar (Ultimate),,2011-03-10T16:54:12-0500,5,4,6,6,0,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/4ce5a555585c6.jpg
1010880,Fixer (Paul Norbert Ebersol),,2011-08-23T19:20:05-0400,8,5,8,8,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010863,Flatman,,1969-12-31T19:00:00-0500,5,3,5,5,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010333,Flying Dutchman,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009470,Foggy Nelson,,2015-03-30T16:58:58-0400,91,35,122,122,3,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/4ce5a095e7625.jpg
1009307,Force Works,,2013-11-01T16:26:47-0400,28,4,28,28,1,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52740df74b57d.jpg
1009308,Forearm,,1969-12-31T19:00:00-0500,22,9,21,21,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009309,Forge,,2013-10-24T13:28:57-0400,159,49,179,179,9,http://i.annihil.us/u/prod/marvel/i/mg/a/90/5269585071503.jpg
1014993,Forge (Ultimate),,2012-07-10T19:32:29-0400,3,1,5,5,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011177,Forgotten One,,1969-12-31T19:00:00-0500,2,2,2,2,2,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002f332fb1f.jpg
1009229,Frank Castle,,2004-04-14T00:00:00-0400,27,11,31,31,2,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011356,Frankenstein's Monster,,2011-05-13T14:32:06-0400,27,7,36,36,1,http://i.annihil.us/u/prod/marvel/i/mg/a/00/4d78fbb55546e.jpg
1009539,Franklin Richards,"The son of Reed Richards and Susan Storm of the Fantastic Four, Franklin may one day be the most powerful person on Earth. Right now, he's the son of a genius who finds adventure and fun around every corner.",2014-04-29T14:23:45-0400,178,59,232,232,8,http://i.annihil.us/u/prod/marvel/i/mg/f/00/535fedbaaf234.jpg
1010980,Franklin Storm,Franklin Storm was the father of Susan and Johnny Storm.,1969-12-31T19:00:00-0500,6,4,10,10,0,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c0032a9477bc.jpg
1011240,Freak,,1969-12-31T19:00:00-0500,6,2,9,9,0,http://i.annihil.us/u/prod/marvel/i/mg/1/50/4ce5a5b3cc0aa.jpg
1012478,Frenzy,,2021-08-27T17:57:29-0400,16,9,16,16,1,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/526958a4c3cde.jpg
1010799,Frightful Four,,1969-12-31T19:00:00-0500,19,8,28,28,0,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c00372aafb39.jpg
1011389,Frog Thor,,1969-12-31T19:00:00-0500,29,9,33,33,0,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4ce5a72d1a081.jpg
1010670,Frog-Man,,2011-06-08T12:00:18-0400,3,3,4,4,1,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4def9bf15ce30.jpg
1009377,Gabe Jones,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4ce5a0155d904.jpg
1009312,Galactus,,2014-09-30T16:47:03-0400,244,117,267,267,10,http://i.annihil.us/u/prod/marvel/i/mg/5/03/528d31a791308.jpg
1011384,Galia,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009313,Gambit,,2016-03-14T12:47:45-0400,527,136,655,655,14,http://i.annihil.us/u/prod/marvel/i/mg/a/40/52696aa8aee99.jpg
1011201,Gamma Corps,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010763,Gamora,,2016-06-02T13:39:18-0400,78,38,82,82,5,http://i.annihil.us/u/prod/marvel/i/mg/5/90/526032a2cce62.jpg
1017324,Gamora (Marvel War of Heroes),,2013-09-18T11:00:11-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5239bfe911e8e.jpg
1010832,Gargoyle,,2004-04-14T00:00:00-0400,17,6,18,18,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1012512,Gargoyle (Isaac Christians),,2021-08-27T22:01:59-0400,14,2,27,27,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1012513,Gargoyle (Yuri Topolov),,2010-12-15T13:35:44-0500,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011380,Garia,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009383,Garrison Kane,,1969-12-31T19:00:00-0500,19,10,19,19,0,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c003e9db374b.jpg
1009315,Gateway,,1969-12-31T19:00:00-0500,29,12,27,27,3,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c003ef236e72.jpg
1009316,Gauntlet (Joseph Green),,2014-04-29T14:42:58-0400,29,8,36,36,5,http://i.annihil.us/u/prod/marvel/i/mg/7/20/535ff2a48869b.jpg
1011248,Geiger,,2013-11-01T16:24:26-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/9/20/52740dec5e17a.jpg
1009556,Gene Sailors,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011285,Generation X,,1969-12-31T19:00:00-0500,103,13,111,111,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009317,Genesis,,1969-12-31T19:00:00-0500,17,4,17,17,2,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c003eeedf93c.jpg
1011098,Genis-Vell,,1969-12-31T19:00:00-0500,11,3,11,11,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014974,George Stacy (Ultimate),,2012-07-10T19:25:45-0400,9,6,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010749,Gertrude Yorkes,,1969-12-31T19:00:00-0500,14,5,13,13,1,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg
1010925,Ghost Rider (Daniel Ketch),,2016-02-10T10:25:38-0500,101,35,108,108,1,http://i.annihil.us/u/prod/marvel/i/mg/c/50/535feaa671cc6.jpg
1009318,Ghost Rider (Johnny Blaze),,2016-02-10T10:25:28-0500,335,94,452,452,6,http://i.annihil.us/u/prod/marvel/i/mg/3/80/52696ba1353e7.jpg
1017329,Ghost Rider (Marvel War of Heroes),,2013-09-18T10:59:53-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/5239bfd918fb5.jpg
1017833,Ghost Rider (Robbie Reyes),,2022-03-08T12:44:01-0500,38,20,40,40,0,http://i.annihil.us/u/prod/marvel/i/mg/1/10/622795c13e687.jpg
1011221,Giant Girl,,1969-12-31T19:00:00-0500,2,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009320,Giant Man,,2011-09-23T10:53:06-0400,60,24,63,63,3,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/4ce43388b9255.jpg
1010720,Giant-dok,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010926,Giant-Man (Ultimate),,1969-12-31T19:00:00-0500,20,10,22,22,0,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00343fc70c8.jpg
1011055,Gideon,,1969-12-31T19:00:00-0500,22,11,24,24,1,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c00311236811.jpg
1012571,Gilgamesh,,2021-08-12T23:30:35-0400,12,3,13,13,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014982,Git Hoskins,,2010-11-18T15:54:36-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/1/c0/4cd05c0c4ffad.jpg
1009321,Gladiator (Kallark),,2016-07-08T14:38:24-0400,83,43,77,77,3,http://i.annihil.us/u/prod/marvel/i/mg/9/03/52696b33b7920.jpg
1011256,Gladiator (Melvin Potter),,1969-12-31T19:00:00-0500,9,6,14,14,0,http://i.annihil.us/u/prod/marvel/i/mg/f/90/4ce5a5ca49c7f.jpg
1009645,Glenn Talbot,"Major Glenn Talbot was member of United States Air Force, United States Army and Hulkbusters.",1969-12-31T19:00:00-0500,7,3,11,11,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011144,Glorian,,1969-12-31T19:00:00-0500,11,2,19,19,1,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f81ea1f8.jpg
1009322,Goblin Queen,,2013-12-26T14:23:21-0500,13,9,13,13,1,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/52bc8219eb973.jpg
1011374,Golden Guardian,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010927,Goliath (Bill Foster),,2011-08-09T14:56:53-0400,28,12,29,29,2,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00343d177d6.jpg
1009324,Gorgon,,2017-08-21T16:55:27-0400,64,36,69,69,5,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526033e7ac8ee.jpg
1012610,Gorgon (Inhumans),,2021-08-26T23:44:29-0400,16,10,18,18,2,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4ce5a99149843.jpg
1010731,Gorilla Man,,2004-04-14T00:00:00-0400,19,8,21,21,2,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c00378d65a54.jpg
1011076,Grandmaster,,2017-08-21T14:39:21-0400,11,10,11,11,0,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c0030dc410d6.jpg
1012623,Graviton,,2021-08-27T17:53:53-0400,12,6,15,15,2,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010702,Gravity,,2013-10-17T15:01:40-0400,35,12,39,39,4,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033d50fa1b.jpg
1011041,Great Lakes Avengers,,1969-12-31T19:00:00-0500,13,5,14,14,0,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0032387d022.jpg
1014985,Green Goblin (Barry Norman Osborn),,2010-11-18T15:57:08-0500,12,1,12,12,0,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4cd05ee55faa2.jpg
1010928,Green Goblin (Harry Osborn),,2016-08-25T16:51:27-0400,11,3,11,11,2,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011435,Green Goblin (Norman Osborn),,2021-08-13T00:30:10-0400,90,41,88,88,3,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce18ad314ea8.jpg
1010929,Green Goblin (Ultimate),,1969-12-31T19:00:00-0500,2,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003439f081b.jpg
1009326,Gressill,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011420,Grey Gargoyle,,2013-11-20T17:07:40-0500,30,23,37,37,3,http://i.annihil.us/u/prod/marvel/i/mg/9/03/528d319931e60.jpg
1011292,Greymalkin,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009328,Grim Reaper,,1969-12-31T19:00:00-0500,33,18,32,32,1,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4c003ee8885e4.jpg
1010743,Groot,,2013-10-17T15:01:37-0400,74,26,77,77,2,http://i.annihil.us/u/prod/marvel/i/mg/3/10/526033c8b474a.jpg
1009330,Guardian,,2011-05-19T11:07:05-0400,36,19,39,39,2,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4dd531d26079c.jpg
1011299,Guardians of the Galaxy,"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!",2020-07-21T10:30:47-0400,398,119,433,433,9,http://i.annihil.us/u/prod/marvel/i/mg/2/70/50febd8be6b5d.jpg
1009331,Guardsmen,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010709,Gunslinger,,2004-04-14T00:00:00-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009207,GW Bridge,,1969-12-31T19:00:00-0500,22,3,21,21,3,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009619,Gwen Stacy,"Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome.",2016-08-19T09:00:14-0400,90,34,85,85,1,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ad20ab78.jpg
1014994,Gwen Stacy (Ultimate),,2012-07-10T19:38:29-0400,27,8,28,28,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011400,H.A.M.M.E.R.,,1969-12-31T19:00:00-0500,8,5,11,11,1,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a7675d903.jpg
1009332,H.E.R.B.I.E.,,2012-03-20T12:48:36-0400,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59fe9811cb.jpg
1011391,Hairball,,1969-12-31T19:00:00-0500,8,2,12,12,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009333,Half-Life (Tony Masterson),,1969-12-31T19:00:00-0500,1,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/a/20/4ce59ff485b35.jpg
1009334,Hammerhead,,1969-12-31T19:00:00-0500,34,19,39,39,0,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c003ee47c207.jpg
1014995,Hammerhead (Ultimate),,2012-07-11T09:13:15-0400,5,4,5,5,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011490,Hank Pym, ,2015-06-01T16:59:16-0400,243,92,335,335,8,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/5205305343bfd.jpg
1011091,Hannibal King,,1969-12-31T19:00:00-0500,2,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009348,Happy Hogan,,2010-11-03T10:00:46-0400,18,4,32,32,0,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4ce5a00362b2c.jpg
1010821,Hardball,,2014-04-29T14:43:14-0400,17,3,20,20,5,http://i.annihil.us/u/prod/marvel/i/mg/3/60/535ff2b245409.jpg
1011185,Harley Davidson Cooper,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009336,Harpoon,,1969-12-31T19:00:00-0500,13,5,12,12,3,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011069,Harrier,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/30/4c0030e7aba3e.jpg
1009339,Harry Heck,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009486,Harry Osborn,,2012-02-02T14:04:39-0500,97,22,123,123,4,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a0b3181d8.jpg
1011218,Harry Osborn (Ultimate),,1969-12-31T19:00:00-0500,10,6,7,7,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010816,Hate-Monger (Adolf Hitler),,1969-12-31T19:00:00-0500,3,3,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e.jpg
1009337,Havok,,2013-10-23T12:39:26-0400,361,101,405,405,14,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5261659ebeaf8.jpg
1009338,Hawkeye,,2016-06-22T12:53:31-0400,682,225,735,735,19,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50fecaf4f101b.jpg
1010808,Hawkeye (Kate Bishop),,2014-12-09T17:25:54-0500,117,44,116,116,3,http://i.annihil.us/u/prod/marvel/i/mg/c/10/537bad9caa831.jpg
1017311,Hawkeye (Marvel Heroes),,2013-09-18T10:53:45-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/2/70/5239be7020a11.jpg
1011131,Hawkeye (Ultimate),,2014-03-05T13:26:13-0500,30,14,39,39,0,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53176be145914.jpg
1017108,Hawkeye/Clint Barton (MAA),"Hawkeye is an expert archer with an attitude just as on-target as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However, he refuses to let things get too serious, as he has as many jokes as he does arrows!",2013-09-18T15:48:47-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/4/03/5232198a81c17.jpg
1012767,Hecate (Ravonna Renslayer),,2021-08-18T19:26:34-0400,15,6,14,14,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011046,Hedge Knight,,1969-12-31T19:00:00-0500,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011482,Hela,"Hela was born ages ago to the being who would one day be called Odin and a goddess whose name and image have been lost in antiquity. On the day of her maturity, Odin appointed her goddess and ruler of the northernmost realms of the dead. Her special dominion was over the souls of all who did not die in battle, while Odin himself built the palace Valhalla to house the souls of all of those who died as heroes. In recent years, when Odin&rsquo;s attention had strayed from the maintenance of Valhalla, Hela tried to annex that realm to her own, hoping to consolidate her power over all Asgard&rsquo;s dead. Eventually Odin grew aware of her ambitions and opposed them. In the course of battle, Odin&rsquo;s band of Valkyries, the custodians of Valhalla, lost their physical forms, no longer able to travel from Valhalla except in their wraith-like astral forms. Hela gave up her contest for Valhalla when Odin vowed to keep better watch over it in future, and she returned to her realms.",2021-08-12T22:15:07-0400,63,31,76,76,5,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010351,Hellcat (Patsy Walker),,2011-03-07T13:02:34-0500,125,47,126,126,1,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d.jpg
1009340,Hellfire Club,,1969-12-31T19:00:00-0500,35,24,31,31,0,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659.jpg
1014996,Hellfire Club (Ultimate),,2012-07-11T09:14:59-0400,2,1,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010678,Hellion,,1969-12-31T19:00:00-0500,28,13,31,31,2,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4c0038ee5a898.jpg
1011044,Hellions (Squad),,1969-12-31T19:00:00-0500,8,5,11,11,0,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c00323303deb.jpg
1009341,Hemingway,,1969-12-31T19:00:00-0500,1,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011371,Henry Peter Gyrich,,2014-04-29T14:23:23-0400,14,6,15,15,2,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535fed9b1ae7f.jpg
1009342,Hepzibah,,-0001-11-30T00:00:00-0500,38,13,35,35,2,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003eda76ac7.jpg
1009343,Hercules,,2013-11-14T14:47:08-0500,313,114,357,357,12,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53.jpg
1010759,Heroes For Hire,,2010-11-29T16:22:27-0500,84,11,94,94,3,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c00376a77ce0.jpg
1011274,Hex,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4c002eeb6ed5e.jpg
1011300,High Evolutionary,,2013-10-24T13:29:06-0400,42,31,46,46,2,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3.jpg
1010839,Hindsight Lad,,1969-12-31T19:00:00-0500,2,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c0035d60033c.jpg
1010703,Hiroim,,2013-11-20T17:14:00-0500,4,2,4,4,1,http://i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9.jpg
1011442,Hit-Monkey,,2022-04-14T19:56:30-0400,23,8,32,32,1,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce69c2246c21.jpg
1009345,Hitman,,1969-12-31T19:00:00-0500,5,4,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011383,Hitomi Sakuma,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010930,Hobgoblin (Jason Macendale),,1969-12-31T19:00:00-0500,11,5,11,11,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010931,Hobgoblin (Robin Borne),,1969-12-31T19:00:00-0500,3,1,6,6,0,http://i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597.png
1009347,Hobgoblin (Roderick Kingsley),,2011-02-01T12:51:12-0500,45,23,44,44,2,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99.jpg
1009349,Holocaust (Age of Apocalypse),,1969-12-31T19:00:00-0500,31,17,29,29,2,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009350,Holy,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1017844,Honey Badger (Gabrielle Kinney),,2021-08-12T23:16:38-0400,57,10,57,57,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011428,Hope Summers,,2013-02-05T13:57:56-0500,109,27,144,144,6,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0.jpg
1009557,Howard Saint,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010373,Howard The Duck,,2011-05-13T14:31:47-0400,114,36,228,228,1,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce5a268adef3.jpg
1009351,Hulk,"Caught in a gamma bomb explosion while trying to save the life of a teenager, Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero, the angrier the Hulk gets, the stronger the Hulk gets.",2020-07-21T10:35:15-0400,1798,550,2688,2688,26,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0.jpg
1017098,Hulk (HAS),"The Hulk is the biggest, strongest, smashing-est hero in the Marvel Universe - the green glue that holds his crazy family-like team together. Hulk loves saving the world by smashing every alien, sea creature, and planet (literally) that tries to destroy it. He is the star of his best bud A-Bomb's web series, and just wants to show people his good intentions!",2013-09-12T14:06:16-0400,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/d/10/5232027069e61.jpg
1017333,Hulk (LEGO Marvel Super Heroes),,2013-09-18T11:15:54-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239c399a35df.jpg
1011118,Hulk (Marvel Zombies),,2014-03-05T13:25:50-0500,8,3,9,9,0,http://i.annihil.us/u/prod/marvel/i/mg/3/00/53176c115da55.jpg
1017303,Hulk (Marvel: Avengers Alliance),,2013-09-18T10:17:06-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/5239b5d891fc1.jpg
1011005,Hulk (Ultimate),,2014-03-05T13:25:55-0500,27,16,30,30,0,http://i.annihil.us/u/prod/marvel/i/mg/c/03/53176c06e3974.jpg
1010721,Hulk-dok,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1017107,Hulk/Bruce Banner (MAA),"Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over 8 feet tall and weighing 1,040 pounds, it's Hulk's strength that makes him the strongest hero in the Marvel Universe! Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers. ",2013-09-18T15:49:50-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/0/03/523219b086a17.jpg
1009355,Hulkling,,2011-03-10T15:02:10-0500,55,31,54,54,3,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003ed070fa0.jpg
1010343,Human Cannonball,,1969-12-31T19:00:00-0500,2,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011415,Human Fly (Richard Deacon),,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010722,Human Robot,,1969-12-31T19:00:00-0500,12,6,12,12,2,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c7c642ee254c.jpg
1009356,Human Torch,,2013-10-18T17:31:30-0400,1202,284,1867,1867,20,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917.jpg
1010932,Human Torch (Jim Hammond),,2014-05-20T18:01:17-0400,58,26,54,54,1,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c.jpg
1011102,Human Torch (Ultimate),,2014-03-05T13:26:00-0500,55,22,68,68,0,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bfb07176.jpg
1010675,Humbug,,1969-12-31T19:00:00-0500,5,3,5,5,1,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6433e79f5.jpg
